Trade_Dt,Benchmark DD Cumulative,Fund Cum Ret 
31-May-11,-0.0258,-0.0017
30-Jun-11,-0.0404,-0.0434
31-Jul-11,-0.0440,-0.0287
31-Aug-11,-0.1291,-0.1034
30-Sep-11,-0.2559,-0.1864
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
