Date,Sector,Net
2017-10-09,Industrials,0.2048
2017-10-09,Financials,0.2107
2017-10-09,Consumer Discretionary,0.2972
2017-10-09,Materials,0.1081
2017-10-09,Currency,0
2017-10-09,Index,0.0116
2017-10-10,Health Care,0.0593
2017-10-10,Materials,0.1084
2017-10-10,Consumer Staples,0.0632
2017-10-10,Consumer Discretionary,0.2945
2017-10-10,Real Estate,0.0298
2017-10-10,Financials,0.2093
2017-10-10,Index,0.0116
2017-10-10,Currency,0
2017-10-10,Industrials,0.2072
2017-10-11,Consumer Discretionary,0.2949
2017-10-11,Financials,0.2086
2017-10-11,Materials,0.1038
2017-10-11,Health Care,0.0599
2017-10-11,Currency,0
2017-10-11,Consumer Staples,0.0625
2017-10-11,Industrials,0.2095
2017-10-11,Index,0.0117
2017-10-11,Real Estate,0.0302
2017-10-12,Currency,0
2017-10-12,Financials,0.2102
2017-10-12,Consumer Staples,0.0638
2017-10-12,Materials,0.1038
2017-10-12,Consumer Discretionary,0.2937
2017-10-12,Health Care,0.0587
2017-10-12,Index,0.0117
2017-10-12,Real Estate,0.0303
2017-10-12,Industrials,0.2091
2017-10-13,Consumer Discretionary,0.2947
2017-10-13,Real Estate,0.0303
2017-10-13,Index,0.0118
2017-10-13,Consumer Staples,0.0637
2017-10-13,Financials,0.2105
2017-10-13,Materials,0.1044
2017-10-13,Currency,0
2017-10-13,Industrials,0.2097
2017-10-13,Health Care,0.0584
2017-10-16,Consumer Discretionary,0.2965
2017-10-16,Industrials,0.2107
2017-10-16,Financials,0.2103
2017-10-16,Consumer Staples,0.064
2017-10-16,Index,0.0117
2017-10-16,Real Estate,0.0307
2017-10-16,Currency,0
2017-10-16,Materials,0.1048
2017-10-16,Health Care,0.0583
2017-10-17,Materials,0.1056
2017-10-17,Currency,0
2017-10-17,Health Care,0.0583
2017-10-17,Index,0.0117
2017-10-17,Real Estate,0.0304
2017-10-17,Consumer Discretionary,0.2979
2017-10-17,Financials,0.2134
2017-10-17,Industrials,0.2088
2017-10-17,Consumer Staples,0.0646
2017-10-18,Index,0.0118
2017-10-18,Real Estate,0.03
2017-10-18,Industrials,0.2093
2017-10-18,Financials,0.2115
2017-10-18,Currency,0
2017-10-18,Consumer Discretionary,0.3012
2017-10-18,Materials,0.1032
2017-10-18,Health Care,0.0582
2017-10-18,Consumer Staples,0.0641
2017-10-19,Consumer Discretionary,0.3009
2017-10-19,Currency,0
2017-10-19,Financials,0.2136
2017-10-19,Real Estate,0.0295
2017-10-19,Materials,0.1033
2017-10-19,Health Care,0.0583
2017-10-19,Index,0.0117
2017-10-19,Information Technology,0
2017-10-19,Consumer Staples,0.0638
2017-10-19,Industrials,0.2081
2017-10-20,Financials,0.2122
2017-10-20,Consumer Discretionary,0.2998
2017-10-20,Health Care,0.0574
2017-10-20,Information Technology,0
2017-10-20,Currency,0
2017-10-20,Materials,0.1029
2017-10-20,Index,0.0118
2017-10-20,Consumer Staples,0.0635
2017-10-20,Industrials,0.2111
2017-10-20,Real Estate,0.0305
2017-10-23,Index,0.0117
2017-10-23,Information Technology,0
2017-10-23,Consumer Discretionary,0.299
2017-10-23,Industrials,0.2086
2017-10-23,Real Estate,0.0305
2017-10-23,Financials,0.2118
2017-10-23,Materials,0.1062
2017-10-23,Currency,0
2017-10-23,Health Care,0.057
2017-10-23,Consumer Staples,0.0643
2017-10-24,Index,0.0117
2017-10-24,Information Technology,0
2017-10-24,Financials,0.2124
2017-10-24,Health Care,0.0565
2017-10-24,Industrials,0.2076
2017-10-24,Consumer Staples,0.0637
2017-10-24,Currency,0
2017-10-24,Real Estate,0.0304
2017-10-24,Consumer Discretionary,0.3013
2017-10-24,Materials,0.1056
2017-10-25,Currency,0
2017-10-25,Financials,0.2105
2017-10-25,Materials,0.1014
2017-10-25,Index,0.0116
2017-10-25,Health Care,0.0563
2017-10-25,Real Estate,0.0305
2017-10-25,Consumer Staples,0.0639
2017-10-25,Information Technology,0
2017-10-25,Industrials,0.2078
2017-10-25,Consumer Discretionary,0.3023
2017-10-26,Information Technology,0
2017-10-26,Industrials,0.2074
2017-10-26,Consumer Staples,0.0646
2017-10-26,Materials,0.1014
2017-10-26,Currency,0
2017-10-26,Consumer Discretionary,0.3013
2017-10-26,Health Care,0.0558
2017-10-26,Index,0.0117
2017-10-26,Financials,0.2115
2017-10-26,Real Estate,0.0307
2017-10-27,Information Technology,0
2017-10-27,Index,0.0118
2017-10-27,Health Care,0.0559
2017-10-27,Currency,0
2017-10-27,Industrials,0.2116
2017-10-27,Real Estate,0.0307
2017-10-27,Consumer Staples,0.0639
2017-10-27,Materials,0.0998
2017-10-27,Financials,0.2106
2017-10-27,Consumer Discretionary,0.3001
2017-10-30,Health Care,0.0557
2017-10-30,Materials,0.0836
2017-10-30,Index,0.0117
2017-10-30,Financials,0.2118
2017-10-30,Consumer Staples,0.0645
2017-10-30,Industrials,0.206
2017-10-30,Currency,0
2017-10-30,Information Technology,0
2017-10-30,Real Estate,0.031
2017-10-30,Consumer Discretionary,0.3037
2017-10-31,Currency,0
2017-10-31,Consumer Discretionary,0.3002
2017-10-31,Real Estate,0.0305
2017-10-31,Materials,0.0822
2017-10-31,Health Care,0.0547
2017-10-31,Index,0.0211
2017-10-31,Financials,0.2121
2017-10-31,Consumer Staples,0.0642
2017-10-31,Information Technology,0
2017-10-31,Industrials,0.2035
2017-11-01,Consumer Staples,0.0649
2017-11-01,Financials,0.2167
2017-11-01,Information Technology,0
2017-11-01,Industrials,0.2006
2017-11-01,Currency,0
2017-11-01,Health Care,0.0556
2017-11-01,Consumer Discretionary,0.3006
2017-11-01,Materials,0.0818
2017-11-01,Real Estate,0.0307
2017-11-01,Index,0.0275
2017-11-02,Index,0.0276
2017-11-02,Information Technology,0
2017-11-02,Materials,0.0816
2017-11-02,Consumer Discretionary,0.304
2017-11-02,Health Care,0.056
2017-11-02,Consumer Staples,0.0645
2017-11-02,Real Estate,0.0306
2017-11-02,Financials,0.2211
2017-11-02,Currency,0
2017-11-02,Industrials,0.1982
2017-11-03,Index,0.0309
2017-11-03,Real Estate,0.0313
2017-11-03,Information Technology,0
2017-11-03,Consumer Discretionary,0.3021
2017-11-03,Consumer Staples,0.0653
2017-11-03,Materials,0.082
2017-11-03,Currency,0
2017-11-03,Health Care,0.0573
2017-11-03,Financials,0.2198
2017-11-03,Industrials,0.1972
2017-11-06,Consumer Discretionary,0.2995
2017-11-06,Currency,0
2017-11-06,Real Estate,0.0317
2017-11-06,Information Technology,0
2017-11-06,Health Care,0.0567
2017-11-06,Industrials,0.1985
2017-11-06,Index,0.0325
2017-11-06,Consumer Staples,0.0655
2017-11-06,Materials,0.0816
2017-11-06,Financials,0.2204
2017-11-07,Consumer Staples,0.0649
2017-11-07,Financials,0.222
2017-11-07,Information Technology,0
2017-11-07,Currency,0
2017-11-07,Materials,0.0812
2017-11-07,Consumer Discretionary,0.297
2017-11-07,Industrials,0.1961
2017-11-07,Index,0.0359
2017-11-07,Health Care,0.0569
2017-11-07,Real Estate,0.0322
2017-11-08,Consumer Staples,0.0644
2017-11-08,Real Estate,0.0333
2017-11-08,Currency,0
2017-11-08,Consumer Discretionary,0.292
2017-11-08,Health Care,0.056
2017-11-08,Materials,0.08
2017-11-08,Financials,0.2231
2017-11-08,Information Technology,0
2017-11-08,Industrials,0.1997
2017-11-08,Index,0.038
2017-11-09,Information Technology,0
2017-11-09,Health Care,0.0555
2017-11-09,Currency,0
2017-11-09,Consumer Discretionary,0.2971
2017-11-09,Consumer Staples,0.0642
2017-11-09,Financials,0.2225
2017-11-09,Materials,0.0782
2017-11-09,Industrials,0.1958
2017-11-09,Index,0.0393
2017-11-09,Real Estate,0.0335
2017-11-10,Health Care,0.0562
2017-11-10,Currency,0
2017-11-10,Information Technology,0
2017-11-10,Financials,0.2237
2017-11-10,Consumer Staples,0.0645
2017-11-10,Real Estate,0.0331
2017-11-10,Industrials,0.1916
2017-11-10,Consumer Discretionary,0.2963
2017-11-10,Index,0.0418
2017-11-10,Materials,0.0787
2017-11-13,Index,0.0434
2017-11-13,Materials,0.0754
2017-11-13,Information Technology,0
2017-11-13,Industrials,0.1979
2017-11-13,Consumer Staples,0.0643
2017-11-13,Currency,0
2017-11-13,Health Care,0.0561
2017-11-13,Financials,0.2221
2017-11-13,Consumer Discretionary,0.2928
2017-11-13,Real Estate,0.0334
2017-11-14,Index,0.0434
2017-11-14,Health Care,0.0571
2017-11-14,Currency,0
2017-11-14,Financials,0.2237
2017-11-14,Consumer Discretionary,0.2912
2017-11-14,Consumer Staples,0.0629
2017-11-14,Real Estate,0.0344
2017-11-14,Industrials,0.1957
2017-11-14,Materials,0.0754
2017-11-14,Information Technology,0
2017-11-15,Consumer Discretionary,0.2946
2017-11-15,Financials,0.2244
2017-11-15,Materials,0.0754
2017-11-15,Consumer Staples,0.0614
2017-11-15,Real Estate,0.0344
2017-11-15,Information Technology,0
2017-11-15,Currency,0
2017-11-15,Index,0.0429
2017-11-15,Industrials,0.1953
2017-11-15,Health Care,0.0563
2017-11-16,Consumer Staples,0.0632
2017-11-16,Financials,0.2224
2017-11-16,Currency,0
2017-11-16,Materials,0.0739
2017-11-16,Health Care,0.0556
2017-11-16,Industrials,0.196
2017-11-16,Consumer Discretionary,0.2963
2017-11-16,Real Estate,0.0346
2017-11-16,Information Technology,0
2017-11-16,Index,0.0433
2017-11-17,Information Technology,0
2017-11-17,Currency,0
2017-11-17,Real Estate,0.0352
2017-11-17,Financials,0.2215
2017-11-17,Health Care,0.0555
2017-11-17,Materials,0.073
2017-11-17,Consumer Discretionary,0.2934
2017-11-17,Consumer Staples,0.064
2017-11-17,Industrials,0.1986
2017-11-17,Index,0.0446
2017-11-20,Consumer Staples,0.0642
2017-11-20,Health Care,0.0558
2017-11-20,Consumer Discretionary,0.2926
2017-11-20,Information Technology,0
2017-11-20,Industrials,0.1978
2017-11-20,Index,0.0465
2017-11-20,Real Estate,0.0349
2017-11-20,Materials,0.0699
2017-11-20,Currency,0
2017-11-20,Financials,0.2238
2017-11-21,Health Care,0.0555
2017-11-21,Industrials,0.2001
2017-11-21,Currency,0
2017-11-21,Materials,0.0681
2017-11-21,Index,0.0467
2017-11-21,Information Technology,0
2017-11-21,Consumer Discretionary,0.293
2017-11-21,Real Estate,0.0346
2017-11-21,Financials,0.2213
2017-11-21,Consumer Staples,0.0645
2017-11-22,Industrials,0.2038
2017-11-22,Information Technology,0
2017-11-22,Consumer Staples,0.0644
2017-11-22,Health Care,0.0552
2017-11-22,Materials,0.0671
2017-11-22,Financials,0.2217
2017-11-22,Consumer Discretionary,0.2879
2017-11-22,Real Estate,0.0345
2017-11-22,Index,0.0498
2017-11-22,Currency,0
2017-11-23,Financials,0.222
2017-11-23,Industrials,0.2023
2017-11-23,Index,0.0497
2017-11-23,Currency,0
2017-11-23,Real Estate,0.0342
2017-11-23,Consumer Discretionary,0.2896
2017-11-23,Information Technology,0
2017-11-23,Materials,0.0669
2017-11-23,Health Care,0.0549
2017-11-23,Consumer Staples,0.0653
2017-11-24,Health Care,0.0551
2017-11-24,Materials,0.0664
2017-11-24,Consumer Staples,0.0661
2017-11-24,Industrials,0.202
2017-11-24,Information Technology,0
2017-11-24,Financials,0.2218
2017-11-24,Real Estate,0.034
2017-11-24,Consumer Discretionary,0.2908
2017-11-24,Index,0.0496
2017-11-24,Currency,0
2017-11-27,Materials,0.0668
2017-11-27,Information Technology,0
2017-11-27,Currency,0
2017-11-27,Real Estate,0.0341
2017-11-27,Financials,0.2212
2017-11-27,Consumer Discretionary,0.2922
2017-11-27,Health Care,0.0557
2017-11-27,Index,0.0485
2017-11-27,Consumer Staples,0.0661
2017-11-27,Industrials,0.2018
2017-11-28,Materials,0.0673
2017-11-28,Consumer Discretionary,0.2911
2017-11-28,Currency,0
2017-11-28,Information Technology,0
2017-11-28,Consumer Staples,0.0662
2017-11-28,Index,0.0489
2017-11-28,Industrials,0.2032
2017-11-28,Health Care,0.0548
2017-11-28,Real Estate,0.034
2017-11-28,Financials,0.2208
2017-11-29,Financials,0.2242
2017-11-29,Information Technology,0
2017-11-29,Health Care,0.0551
2017-11-29,Materials,0.0677
2017-11-29,Real Estate,0.0341
2017-11-29,Industrials,0.2015
2017-11-29,Consumer Discretionary,0.2898
2017-11-29,Consumer Staples,0.0661
2017-11-29,Currency,0
2017-11-29,Index,0.0482
2017-11-30,Financials,0.2219
2017-11-30,Index,0.0476
2017-11-30,Consumer Staples,0.0652
2017-11-30,Industrials,0.202
2017-11-30,Currency,0
2017-11-30,Materials,0.0682
2017-11-30,Consumer Discretionary,0.2852
2017-11-30,Real Estate,0.0336
2017-11-30,Information Technology,0
2017-11-30,Health Care,0.0537
2017-12-01,Index,0.0474
2017-12-01,Industrials,0.2003
2017-12-01,Real Estate,0.0338
2017-12-01,Financials,0.2218
2017-12-01,Health Care,0.0538
2017-12-01,Information Technology,0
2017-12-01,Consumer Staples,0.0662
2017-12-01,Currency,0
2017-12-01,Consumer Discretionary,0.2834
2017-12-01,Materials,0.0673
2017-12-04,Currency,0
2017-12-04,Real Estate,0.0338
2017-12-04,Health Care,0.054
2017-12-04,Information Technology,0
2017-12-04,Consumer Staples,0.0669
2017-12-04,Industrials,0.1986
2017-12-04,Financials,0.2203
2017-12-04,Index,0.0478
2017-12-04,Materials,0.0674
2017-12-04,Consumer Discretionary,0.2849
2017-12-05,Index,0.0479
2017-12-05,Consumer Staples,0.0667
2017-12-05,Industrials,0.1968
2017-12-05,Consumer Discretionary,0.2845
2017-12-05,Information Technology,0
2017-12-05,Financials,0.2214
2017-12-05,Real Estate,0.0339
2017-12-05,Materials,0.0673
2017-12-05,Currency,0
2017-12-05,Health Care,0.0535
2017-12-06,Industrials,0.1995
2017-12-06,Real Estate,0.0336
2017-12-06,Index,0.0471
2017-12-06,Information Technology,0
2017-12-06,Currency,0
2017-12-06,Consumer Discretionary,0.2835
2017-12-06,Financials,0.2189
2017-12-06,Consumer Staples,0.066
2017-12-06,Materials,0.0658
2017-12-06,Health Care,0.0538
2017-12-07,Industrials,0.194
2017-12-07,Consumer Discretionary,0.2854
2017-12-07,Materials,0.0668
2017-12-07,Health Care,0.0539
2017-12-07,Consumer Staples,0.0665
2017-12-07,Currency,0
2017-12-07,Index,0.0472
2017-12-07,Information Technology,0
2017-12-07,Financials,0.2188
2017-12-07,Real Estate,0.034
2017-12-08,Information Technology,0
2017-12-08,Consumer Discretionary,0.2844
2017-12-08,Industrials,0.1939
2017-12-08,Financials,0.2205
2017-12-08,Index,0.0498
2017-12-08,Real Estate,0.0337
2017-12-08,Consumer Staples,0.0678
2017-12-08,Materials,0.0639
2017-12-08,Health Care,0.0537
2017-12-08,Currency,0
2017-12-11,Index,0.0516
2017-12-11,Currency,0
2017-12-11,Consumer Discretionary,0.2876
2017-12-11,Materials,0.0629
2017-12-11,Industrials,0.1917
2017-12-11,Health Care,0.0531
2017-12-11,Financials,0.2221
2017-12-11,Consumer Staples,0.0684
2017-12-11,Information Technology,0
2017-12-11,Real Estate,0.0337
2017-12-12,Index,0.0517
2017-12-12,Information Technology,0
2017-12-12,Financials,0.2232
2017-12-12,Currency,0
2017-12-12,Industrials,0.1902
2017-12-12,Real Estate,0.034
2017-12-12,Health Care,0.054
2017-12-12,Materials,0.0626
2017-12-12,Consumer Staples,0.0682
2017-12-12,Consumer Discretionary,0.2877
2017-12-13,Real Estate,0.035
2017-12-13,Consumer Staples,0.0698
2017-12-13,Index,0.0537
2017-12-13,Financials,0.2268
2017-12-13,Health Care,0.0536
2017-12-13,Currency,0
2017-12-13,Materials,0.0538
2017-12-13,Information Technology,0
2017-12-13,Consumer Discretionary,0.2874
2017-12-13,Industrials,0.1919
2017-12-14,Consumer Staples,0.0691
2017-12-14,Health Care,0.0549
2017-12-14,Information Technology,0
2017-12-14,Currency,0
2017-12-14,Financials,0.2281
2017-12-14,Real Estate,0.0351
2017-12-14,Index,0.0534
2017-12-14,Industrials,0.19
2017-12-14,Consumer Discretionary,0.2864
2017-12-14,Materials,0.054
2017-12-15,Materials,0.0537
2017-12-15,Information Technology,0
2017-12-15,Real Estate,0.0353
2017-12-15,Financials,0.2269
2017-12-15,Industrials,0.1885
2017-12-15,Consumer Discretionary,0.2906
2017-12-15,Currency,0
2017-12-15,Index,0.0531
2017-12-15,Health Care,0.0545
2017-12-15,Consumer Staples,0.0679
2017-12-18,Industrials,0.1906
2017-12-18,Consumer Staples,0.0676
2017-12-18,Health Care,0.0539
2017-12-18,Currency,0
2017-12-18,Financials,0.2229
2017-12-18,Information Technology,0
2017-12-18,Consumer Discretionary,0.2937
2017-12-18,Materials,0.0537
2017-12-18,Real Estate,0.0351
2017-12-18,Index,0.053
2017-12-19,Consumer Discretionary,0.2966
2017-12-19,Health Care,0.0536
2017-12-19,Materials,0.053
2017-12-19,Consumer Staples,0.0679
2017-12-19,Currency,0
2017-12-19,Real Estate,0.0344
2017-12-19,Financials,0.224
2017-12-19,Information Technology,0
2017-12-19,Industrials,0.1896
2017-12-19,Index,0.0515
2017-12-20,Currency,0
2017-12-20,Information Technology,0
2017-12-20,Health Care,0.0544
2017-12-20,Materials,0.0542
2017-12-20,Real Estate,0.0351
2017-12-20,Consumer Staples,0.0702
2017-12-20,Consumer Discretionary,0.2961
2017-12-20,Index,0.0525
2017-12-20,Financials,0.2279
2017-12-20,Industrials,0.1953
2017-12-21,Consumer Discretionary,0.2958
2017-12-21,Information Technology,0
2017-12-21,Index,0.0529
2017-12-21,Industrials,0.1957
2017-12-21,Materials,0.0511
2017-12-21,Health Care,0.0537
2017-12-21,Real Estate,0.0348
2017-12-21,Consumer Staples,0.0702
2017-12-21,Currency,0
2017-12-21,Financials,0.2276
2017-12-22,Currency,0
2017-12-22,Consumer Staples,0.0702
2017-12-22,Industrials,0.1944
2017-12-22,Materials,0.0513
2017-12-22,Index,0.0534
2017-12-22,Real Estate,0.0352
2017-12-22,Health Care,0.0541
2017-12-22,Consumer Discretionary,0.2955
2017-12-22,Financials,0.2271
2017-12-22,Information Technology,0
2017-12-25,Index,0.0533
2017-12-25,Consumer Staples,0.0701
2017-12-25,Real Estate,0.0352
2017-12-25,Health Care,0.0541
2017-12-25,Materials,0.052
2017-12-25,Industrials,0.1946
2017-12-25,Consumer Discretionary,0.2951
2017-12-25,Currency,0
2017-12-25,Information Technology,0
2017-12-25,Financials,0.227
2017-12-26,Index,0.0532
2017-12-26,Health Care,0.054
2017-12-26,Consumer Discretionary,0.2948
2017-12-26,Financials,0.2267
2017-12-26,Information Technology,0
2017-12-26,Real Estate,0.0356
2017-12-26,Currency,0
2017-12-26,Materials,0.0518
2017-12-26,Industrials,0.1953
2017-12-26,Consumer Staples,0.0704
2017-12-27,Consumer Discretionary,0.2913
2017-12-27,Consumer Staples,0.0701
2017-12-27,Health Care,0.0547
2017-12-27,Index,0.0532
2017-12-27,Currency,0
2017-12-27,Materials,0.0518
2017-12-27,Real Estate,0.036
2017-12-27,Information Technology,0
2017-12-27,Financials,0.227
2017-12-27,Industrials,0.1976
2017-12-28,Industrials,0.2
2017-12-28,Real Estate,0.0357
2017-12-28,Financials,0.2254
2017-12-28,Consumer Staples,0.0702
2017-12-28,Index,0.0462
2017-12-28,Health Care,0.054
2017-12-28,Information Technology,0
2017-12-28,Currency,0
2017-12-28,Materials,0.0474
2017-12-28,Consumer Discretionary,0.2924
2017-12-29,Consumer Discretionary,0.2951
2017-12-29,Consumer Staples,0.0701
2017-12-29,Real Estate,0.0359
2017-12-29,Materials,0.0464
2017-12-29,Information Technology,0
2017-12-29,Currency,0
2017-12-29,Industrials,0.1987
2017-12-29,Financials,0.2253
2017-12-29,Index,0.0401
2017-12-29,Health Care,0.0538
2018-01-01,Consumer Staples,0.0699
2018-01-01,Consumer Discretionary,0.2933
2018-01-01,Currency,0
2018-01-01,Health Care,0.0537
2018-01-01,Financials,0.226
2018-01-01,Industrials,0.1984
2018-01-01,Real Estate,0.0359
2018-01-01,Index,0.04
2018-01-01,Materials,0.0463
2018-01-01,Information Technology,0
2018-01-02,Information Technology,0
2018-01-02,Industrials,0.1999
2018-01-02,Consumer Discretionary,0.291
2018-01-02,Financials,0.2253
2018-01-02,Materials,0.0429
2018-01-02,Consumer Staples,0.0706
2018-01-02,Real Estate,0.0359
2018-01-02,Health Care,0.0542
2018-01-02,Index,0.0406
2018-01-02,Currency,0
2018-01-03,Consumer Staples,0.0722
2018-01-03,Industrials,0.2054
2018-01-03,Financials,0.2318
2018-01-03,Real Estate,0.0372
2018-01-03,Currency,0
2018-01-03,Health Care,0.0546
2018-01-03,Materials,0.0434
2018-01-03,Information Technology,0
2018-01-03,Consumer Discretionary,0.3002
2018-01-03,Index,0.0422
2018-01-04,Industrials,0.2054
2018-01-04,Financials,0.2315
2018-01-04,Information Technology,0
2018-01-04,Consumer Discretionary,0.2986
2018-01-04,Consumer Staples,0.0727
2018-01-04,Materials,0.0449
2018-01-04,Index,0.0422
2018-01-04,Real Estate,0.0372
2018-01-04,Health Care,0.0558
2018-01-04,Currency,0
2018-01-05,Financials,0.2319
2018-01-05,Real Estate,0.0371
2018-01-05,Currency,0
2018-01-05,Index,0.0425
2018-01-05,Health Care,0.0559
2018-01-05,Consumer Discretionary,0.2987
2018-01-05,Information Technology,0
2018-01-05,Materials,0.0443
2018-01-05,Consumer Staples,0.0742
2018-01-05,Industrials,0.2052
2018-01-08,Consumer Staples,0.0735
2018-01-08,Currency,0
2018-01-08,Real Estate,0.0369
2018-01-08,Index,0.0425
2018-01-08,Consumer Discretionary,0.2977
2018-01-08,Health Care,0.0563
2018-01-08,Information Technology,0
2018-01-08,Industrials,0.2059
2018-01-08,Financials,0.2329
2018-01-08,Materials,0.0443
2018-01-09,Industrials,0.2045
2018-01-09,Consumer Staples,0.0747
2018-01-09,Health Care,0.0567
2018-01-09,Materials,0.045
2018-01-09,Consumer Discretionary,0.2964
2018-01-09,Currency,0
2018-01-09,Index,0.0425
2018-01-09,Information Technology,0
2018-01-09,Real Estate,0.0372
2018-01-09,Financials,0.2337
2018-01-10,Consumer Staples,0.0749
2018-01-10,Industrials,0.2074
2018-01-10,Information Technology,0
2018-01-10,Financials,0.2351
2018-01-10,Index,0.039
2018-01-10,Materials,0.0457
2018-01-10,Health Care,0.0571
2018-01-10,Currency,0
2018-01-10,Consumer Discretionary,0.2901
2018-01-10,Real Estate,0.0379
2018-01-11,Industrials,0.2093
2018-01-11,Currency,0
2018-01-11,Information Technology,0
2018-01-11,Consumer Discretionary,0.2898
2018-01-11,Health Care,0.0573
2018-01-11,Financials,0.2338
2018-01-11,Consumer Staples,0.0735
2018-01-11,Real Estate,0.0381
2018-01-11,Index,0.0377
2018-01-11,Materials,0.0457
2018-01-12,Consumer Discretionary,0.2905
2018-01-12,Financials,0.2349
2018-01-12,Index,0.0366
2018-01-12,Materials,0.0462
2018-01-12,Real Estate,0.0387
2018-01-12,Industrials,0.2089
2018-01-12,Information Technology,0
2018-01-12,Currency,0
2018-01-12,Health Care,0.0564
2018-01-12,Consumer Staples,0.0725
2018-01-15,Materials,0.0466
2018-01-15,Industrials,0.2105
2018-01-15,Consumer Staples,0.0722
2018-01-15,Currency,0
2018-01-15,Real Estate,0.0388
2018-01-15,Financials,0.2344
2018-01-15,Index,0.0364
2018-01-15,Health Care,0.0559
2018-01-15,Information Technology,0
2018-01-15,Consumer Discretionary,0.2904
2018-01-16,Information Technology,0
2018-01-16,Consumer Staples,0.0726
2018-01-16,Real Estate,0.0393
2018-01-16,Index,0.0364
2018-01-16,Financials,0.2353
2018-01-16,Industrials,0.2097
2018-01-16,Consumer Discretionary,0.287
2018-01-16,Materials,0.0472
2018-01-16,Currency,0
2018-01-16,Health Care,0.0587
2018-01-17,Information Technology,0
2018-01-17,Materials,0.047
2018-01-17,Real Estate,0.04
2018-01-17,Consumer Discretionary,0.2874
2018-01-17,Index,0.0349
2018-01-17,Consumer Staples,0.0726
2018-01-17,Financials,0.2357
2018-01-17,Currency,0
2018-01-17,Health Care,0.0582
2018-01-17,Industrials,0.211
2018-01-18,Health Care,0.0586
2018-01-18,Consumer Staples,0.0728
2018-01-18,Real Estate,0.0407
2018-01-18,Information Technology,0
2018-01-18,Financials,0.2362
2018-01-18,Materials,0.0474
2018-01-18,Industrials,0.2123
2018-01-18,Consumer Discretionary,0.2871
2018-01-18,Currency,0
2018-01-18,Index,0.0331
2018-01-19,Health Care,0.0581
2018-01-19,Materials,0.0483
2018-01-19,Index,0.0333
2018-01-19,Real Estate,0.0417
2018-01-19,Industrials,0.2131
2018-01-19,Information Technology,0
2018-01-19,Consumer Staples,0.0737
2018-01-19,Consumer Discretionary,0.2852
2018-01-19,Financials,0.2363
2018-01-19,Currency,0
2018-01-22,Health Care,0.0578
2018-01-22,Real Estate,0.0416
2018-01-22,Index,0.0313
2018-01-22,Industrials,0.2129
2018-01-22,Financials,0.2369
2018-01-22,Materials,0.0482
2018-01-22,Currency,0
2018-01-22,Information Technology,0
2018-01-22,Consumer Discretionary,0.2851
2018-01-22,Consumer Staples,0.0742
2018-01-23,Index,0.0304
2018-01-23,Financials,0.2389
2018-01-23,Health Care,0.0592
2018-01-23,Consumer Discretionary,0.2856
2018-01-23,Industrials,0.2089
2018-01-23,Consumer Staples,0.0742
2018-01-23,Information Technology,0
2018-01-23,Materials,0.0495
2018-01-23,Real Estate,0.0413
2018-01-23,Currency,0
2018-01-24,Health Care,0.0585
2018-01-24,Index,0.0291
2018-01-24,Financials,0.235
2018-01-24,Consumer Staples,0.0736
2018-01-24,Currency,0
2018-01-24,Materials,0.0499
2018-01-24,Information Technology,0
2018-01-24,Real Estate,0.0414
2018-01-24,Industrials,0.2153
2018-01-24,Consumer Discretionary,0.2847
2018-01-25,Consumer Discretionary,0.2799
2018-01-25,Financials,0.2325
2018-01-25,Information Technology,0
2018-01-25,Health Care,0.058
2018-01-25,Real Estate,0.0413
2018-01-25,Materials,0.049
2018-01-25,Currency,0
2018-01-25,Index,0.0268
2018-01-25,Industrials,0.2154
2018-01-25,Consumer Staples,0.0723
2018-01-26,Industrials,0.2197
2018-01-26,Information Technology,0
2018-01-26,Currency,0
2018-01-26,Consumer Discretionary,0.2772
2018-01-26,Materials,0.0488
2018-01-26,Real Estate,0.0417
2018-01-26,Index,0.027
2018-01-26,Consumer Staples,0.0721
2018-01-26,Financials,0.2314
2018-01-26,Health Care,0.0569
2018-01-29,Financials,0.2303
2018-01-29,Information Technology,0
2018-01-29,Materials,0.0483
2018-01-29,Index,0.0205
2018-01-29,Industrials,0.2168
2018-01-29,Health Care,0.0567
2018-01-29,Currency,0
2018-01-29,Real Estate,0.0411
2018-01-29,Consumer Staples,0.0724
2018-01-29,Consumer Discretionary,0.2796
2018-01-30,Real Estate,0.0411
2018-01-30,Information Technology,0
2018-01-30,Materials,0.0487
2018-01-30,Industrials,0.2164
2018-01-30,Index,0.0206
2018-01-30,Health Care,0.0567
2018-01-30,Currency,0
2018-01-30,Consumer Discretionary,0.2822
2018-01-30,Consumer Staples,0.0734
2018-01-30,Financials,0.2298
2018-01-31,Currency,0
2018-01-31,Consumer Staples,0.072
2018-01-31,Financials,0.23
2018-01-31,Index,0.0195
2018-01-31,Health Care,0.0569
2018-01-31,Consumer Discretionary,0.2819
2018-01-31,Industrials,0.2227
2018-01-31,Materials,0.0478
2018-01-31,Information Technology,0
2018-01-31,Real Estate,0.0416
2018-02-01,Health Care,0.0574
2018-02-01,Index,0.0193
2018-02-01,Consumer Discretionary,0.284
2018-02-01,Consumer Staples,0.0718
2018-02-01,Materials,0.0479
2018-02-01,Financials,0.2319
2018-02-01,Industrials,0.2207
2018-02-01,Real Estate,0.0419
2018-02-01,Currency,0
2018-02-01,Information Technology,0
2018-02-02,Currency,0
