Date,Sector,Net
2018-05-25,Cons. Staples,0.04
2018-05-25,Health Care,0.04
2018-05-25,Currency,0
2018-05-25,Cons. Disc.,0.35
2018-05-25,IT,0
2018-05-25,Index,0.02
2018-05-25,Industrials,0.19
2018-05-25,Real Estate,0.04
2018-05-25,Materials,0.05
2018-05-25,Comm. Services,0.02
2018-05-25,Financials,0.23
2018-05-28,IT,0
2018-05-28,Cons. Staples,0.03
2018-05-28,Comm. Services,0.02
2018-05-28,Currency,0
2018-05-28,Real Estate,0.04
2018-05-28,Industrials,0.19
2018-05-28,Materials,0.05
2018-05-28,Index,0.02
2018-05-28,Health Care,0.04
2018-05-28,Financials,0.23
2018-05-28,Cons. Disc.,0.36
2018-05-29,Industrials,0.19
2018-05-29,Index,0.02
2018-05-29,IT,0
2018-05-29,Currency,0
2018-05-29,Health Care,0.04
2018-05-29,Comm. Services,0.03
2018-05-29,Cons. Disc.,0.36
2018-05-29,Real Estate,0.04
2018-05-29,Financials,0.23
2018-05-29,Materials,0.05
2018-05-29,Cons. Staples,0.03
2018-05-30,Real Estate,0.04
2018-05-30,Financials,0.23
2018-05-30,Currency,0
2018-05-30,Cons. Staples,0.03
2018-05-30,IT,0
2018-05-30,Comm. Services,0.03
2018-05-30,Materials,0.05
2018-05-30,Index,0.02
2018-05-30,Cons. Disc.,0.36
2018-05-30,Health Care,0.04
2018-05-30,Industrials,0.19
2018-05-31,Materials,0.05
2018-05-31,Index,0.02
2018-05-31,Cons. Staples,0.03
2018-05-31,Health Care,0.04
2018-05-31,Cons. Disc.,0.36
2018-05-31,Currency,0
2018-05-31,Real Estate,0.04
2018-05-31,Financials,0.23
2018-05-31,Industrials,0.19
2018-05-31,IT,0
2018-05-31,Comm. Services,0.03
2018-06-01,Comm. Services,0.03
2018-06-01,Currency,0
2018-06-01,Materials,0.04
2018-06-01,Index,0.02
2018-06-01,Health Care,0.04
2018-06-01,Cons. Staples,0.03
2018-06-01,Financials,0.23
2018-06-01,Cons. Disc.,0.36
2018-06-01,IT,0
2018-06-01,Industrials,0.19
2018-06-01,Real Estate,0.04
2018-06-04,Financials,0.23
2018-06-04,Health Care,0.03
2018-06-04,Currency,0
2018-06-04,Real Estate,0.04
2018-06-04,Comm. Services,0.03
2018-06-04,Materials,0.05
2018-06-04,Cons. Staples,0.03
2018-06-04,Index,0.02
2018-06-04,IT,0
2018-06-04,Cons. Disc.,0.36
2018-06-04,Industrials,0.19
2018-06-05,Cons. Staples,0.03
2018-06-05,IT,0
2018-06-05,Index,0.02
2018-06-05,Industrials,0.19
2018-06-05,Financials,0.23
2018-06-05,Cons. Disc.,0.36
2018-06-05,Comm. Services,0.03
2018-06-05,Currency,0
2018-06-05,Health Care,0.03
2018-06-05,Real Estate,0.04
2018-06-05,Materials,0.05
2018-06-06,Health Care,0.03
2018-06-06,Index,0.02
2018-06-06,Cons. Disc.,0.36
2018-06-06,Financials,0.24
2018-06-06,IT,0
2018-06-06,Real Estate,0.04
2018-06-06,Comm. Services,0.03
2018-06-06,Currency,0
2018-06-06,Cons. Staples,0.03
2018-06-06,Materials,0.05
2018-06-06,Industrials,0.18
2018-06-07,Cons. Staples,0.03
2018-06-07,Index,0.02
2018-06-07,Industrials,0.18
2018-06-07,Real Estate,0.04
2018-06-07,Cons. Disc.,0.36
2018-06-07,Currency,0
2018-06-07,Financials,0.24
2018-06-07,Materials,0.05
2018-06-07,IT,0
2018-06-07,Health Care,0.03
2018-06-07,Comm. Services,0.03
2018-06-08,Financials,0.24
2018-06-08,Industrials,0.19
2018-06-08,Comm. Services,0.04
2018-06-08,Index,0.02
2018-06-08,IT,0
2018-06-08,Materials,0.05
2018-06-08,Cons. Disc.,0.36
2018-06-08,Health Care,0.03
2018-06-08,Real Estate,0.04
2018-06-08,Cons. Staples,0.03
2018-06-08,Currency,0
2018-06-11,Index,0.02
2018-06-11,Financials,0.24
2018-06-11,Currency,0
2018-06-11,Materials,0.05
2018-06-11,Health Care,0.03
2018-06-11,IT,0
2018-06-11,Cons. Staples,0.04
2018-06-11,Industrials,0.19
2018-06-11,Comm. Services,0.04
2018-06-11,Cons. Disc.,0.36
2018-06-11,Real Estate,0.04
2018-06-12,Cons. Disc.,0.36
2018-06-12,Financials,0.24
2018-06-12,Currency,0
2018-06-12,Index,0.02
2018-06-12,Health Care,0.03
2018-06-12,Real Estate,0.04
2018-06-12,Cons. Staples,0.04
2018-06-12,Materials,0.05
2018-06-12,Comm. Services,0.04
2018-06-12,Industrials,0.19
2018-06-12,IT,0
2018-06-13,Financials,0.24
2018-06-13,Currency,0
2018-06-13,Industrials,0.19
2018-06-13,Health Care,0.03
2018-06-13,IT,0
2018-06-13,Real Estate,0.04
2018-06-13,Cons. Disc.,0.36
2018-06-13,Comm. Services,0.04
2018-06-13,Materials,0.05
2018-06-13,Index,0.02
2018-06-13,Cons. Staples,0.04
2018-06-14,Index,0.02
2018-06-14,Currency,0
2018-06-14,Cons. Staples,0.04
2018-06-14,Comm. Services,0.03
2018-06-14,Cons. Disc.,0.36
2018-06-14,Health Care,0.03
2018-06-14,Materials,0.05
2018-06-14,Real Estate,0.04
2018-06-14,IT,0
2018-06-14,Financials,0.24
2018-06-14,Industrials,0.18
2018-06-15,Cons. Disc.,0.36
2018-06-15,IT,0
2018-06-15,Financials,0.24
2018-06-15,Index,0.02
2018-06-15,Health Care,0.03
2018-06-15,Materials,0.05
2018-06-15,Industrials,0.18
2018-06-15,Comm. Services,0.03
2018-06-15,Cons. Staples,0.04
2018-06-15,Currency,0
2018-06-15,Real Estate,0.04
2018-06-18,Cons. Staples,0.04
2018-06-18,Financials,0.24
2018-06-18,IT,0
2018-06-18,Comm. Services,0.03
2018-06-18,Health Care,0.03
2018-06-18,Index,0.02
2018-06-18,Real Estate,0.04
2018-06-18,Industrials,0.18
2018-06-18,Materials,0.04
2018-06-18,Currency,0
2018-06-18,Cons. Disc.,0.37
2018-06-19,Industrials,0.19
2018-06-19,Real Estate,0.04
2018-06-19,Financials,0.24
2018-06-19,Cons. Staples,0.04
2018-06-19,Cons. Disc.,0.36
2018-06-19,Health Care,0.03
2018-06-19,Index,0.02
2018-06-19,Materials,0.04
2018-06-19,Currency,0
2018-06-19,Comm. Services,0.03
2018-06-19,IT,0
2018-06-20,Index,0.02
2018-06-20,Comm. Services,0.03
2018-06-20,IT,0
2018-06-20,Real Estate,0.04
2018-06-20,Financials,0.24
2018-06-20,Currency,0
2018-06-20,Industrials,0.18
2018-06-20,Health Care,0.03
2018-06-20,Cons. Disc.,0.37
2018-06-20,Cons. Staples,0.04
2018-06-20,Materials,0.04
2018-06-21,Comm. Services,0.04
2018-06-21,Health Care,0.03
2018-06-21,Materials,0.04
2018-06-21,Cons. Disc.,0.36
2018-06-21,Cons. Staples,0.04
2018-06-21,Financials,0.24
2018-06-21,IT,0
2018-06-21,Industrials,0.18
2018-06-21,Index,0.01
2018-06-21,Currency,0
2018-06-21,Real Estate,0.04
2018-06-22,Index,0.01
2018-06-22,Industrials,0.18
2018-06-22,Cons. Disc.,0.37
2018-06-22,Currency,0
2018-06-22,IT,0
2018-06-22,Cons. Staples,0.04
2018-06-22,Real Estate,0.04
2018-06-22,Health Care,0.03
2018-06-22,Financials,0.24
2018-06-22,Comm. Services,0.04
2018-06-22,Materials,0.05
2018-06-25,Materials,0.05
2018-06-25,Cons. Staples,0.04
2018-06-25,Real Estate,0.04
2018-06-25,Financials,0.23
2018-06-25,IT,0
2018-06-25,Cons. Disc.,0.37
2018-06-25,Industrials,0.18
2018-06-25,Currency,0
2018-06-25,Comm. Services,0.04
2018-06-25,Index,0.01
2018-06-25,Health Care,0.03
2018-06-26,Index,0.01
2018-06-26,Cons. Disc.,0.36
2018-06-26,Health Care,0.03
2018-06-26,Financials,0.23
2018-06-26,Industrials,0.18
2018-06-26,Cons. Staples,0.04
2018-06-26,Comm. Services,0.04
2018-06-26,Currency,0
2018-06-26,Materials,0.05
2018-06-26,Real Estate,0.04
2018-06-26,IT,0
2018-06-27,Currency,0
2018-06-27,Industrials,0.18
2018-06-27,Cons. Disc.,0.36
2018-06-27,Index,0.01
2018-06-27,Comm. Services,0.04
2018-06-27,Health Care,0.03
2018-06-27,Materials,0.05
2018-06-27,IT,0
2018-06-27,Cons. Staples,0.04
2018-06-27,Real Estate,0.04
2018-06-27,Financials,0.24
2018-06-28,Health Care,0.03
2018-06-28,Index,0.01
2018-06-28,Financials,0.23
2018-06-28,Cons. Disc.,0.36
2018-06-28,Real Estate,0.04
2018-06-28,IT,0
2018-06-28,Cons. Staples,0.04
2018-06-28,Currency,0
2018-06-28,Comm. Services,0.04
2018-06-28,Industrials,0.19
2018-06-28,Materials,0.05
2018-06-29,Real Estate,0.04
2018-06-29,Industrials,0.19
2018-06-29,Cons. Staples,0.04
2018-06-29,Financials,0.23
2018-06-29,Index,0.02
2018-06-29,IT,0
2018-06-29,Comm. Services,0.04
2018-06-29,Cons. Disc.,0.36
2018-06-29,Health Care,0.03
2018-06-29,Materials,0.05
2018-06-29,Currency,0
2018-07-02,Currency,0
2018-07-02,Materials,0.05
2018-07-02,Industrials,0.19
2018-07-02,Cons. Staples,0.04
2018-07-02,Index,0.02
2018-07-02,IT,0
2018-07-02,Cons. Disc.,0.36
2018-07-02,Comm. Services,0.04
2018-07-02,Real Estate,0.04
2018-07-02,Financials,0.24
2018-07-02,Health Care,0.02
2018-07-03,Cons. Staples,0.04
2018-07-03,Materials,0.05
2018-07-03,Industrials,0.19
2018-07-03,Comm. Services,0.04
2018-07-03,Index,0.02
2018-07-03,IT,0
2018-07-03,Real Estate,0.04
2018-07-03,Health Care,0.02
2018-07-03,Cons. Disc.,0.36
2018-07-03,Currency,0
2018-07-03,Financials,0.24
2018-07-04,Index,0.02
2018-07-04,Health Care,0.02
2018-07-04,Materials,0.05
2018-07-04,Financials,0.24
2018-07-04,Comm. Services,0.04
2018-07-04,IT,0
2018-07-04,Cons. Staples,0.04
2018-07-04,Industrials,0.19
2018-07-04,Real Estate,0.04
2018-07-04,Cons. Disc.,0.36
2018-07-04,Currency,0
2018-07-05,Index,0.02
2018-07-05,Materials,0.05
2018-07-05,Comm. Services,0.04
2018-07-05,Financials,0.24
2018-07-05,Industrials,0.19
2018-07-05,Health Care,0.02
2018-07-05,Real Estate,0.04
2018-07-05,IT,0
2018-07-05,Cons. Disc.,0.36
2018-07-05,Cons. Staples,0.04
2018-07-05,Currency,0
2018-07-06,Industrials,0.19
2018-07-06,Cons. Staples,0.04
2018-07-06,Financials,0.23
2018-07-06,Index,0.02
2018-07-06,Health Care,0.02
2018-07-06,IT,0
2018-07-06,Cons. Disc.,0.36
2018-07-06,Comm. Services,0.04
2018-07-06,Materials,0.05
2018-07-06,Real Estate,0.04
2018-07-06,Currency,0
2018-07-09,Real Estate,0.04
2018-07-09,Financials,0.23
2018-07-09,Currency,0
2018-07-09,Index,0.02
2018-07-09,Health Care,0.02
2018-07-09,Cons. Staples,0.04
2018-07-09,Cons. Disc.,0.36
2018-07-09,Comm. Services,0.04
2018-07-09,Industrials,0.19
2018-07-09,Materials,0.05
2018-07-09,IT,0
2018-07-10,Industrials,0.19
2018-07-10,Financials,0.24
2018-07-10,Cons. Disc.,0.36
2018-07-10,Index,0.02
2018-07-10,Materials,0.04
2018-07-10,Comm. Services,0.04
2018-07-10,Health Care,0.02
2018-07-10,Currency,0
2018-07-10,Cons. Staples,0.04
2018-07-10,Real Estate,0.04
2018-07-10,IT,0
2018-07-11,Cons. Disc.,0.36
2018-07-11,Financials,0.24
2018-07-11,Industrials,0.19
2018-07-11,Materials,0.05
2018-07-11,Health Care,0.02
2018-07-11,Index,0.02
2018-07-11,Comm. Services,0.04
2018-07-11,Cons. Staples,0.04
2018-07-11,Currency,0
2018-07-11,Real Estate,0.04
2018-07-11,IT,0
2018-07-12,IT,0
2018-07-12,Currency,0
2018-07-12,Index,0.02
2018-07-12,Real Estate,0.04
2018-07-12,Cons. Staples,0.04
2018-07-12,Health Care,0.02
2018-07-12,Industrials,0.19
2018-07-12,Comm. Services,0.04
2018-07-12,Cons. Disc.,0.36
2018-07-12,Financials,0.24
2018-07-12,Materials,0.04
2018-07-13,Materials,0.04
2018-07-13,Cons. Staples,0.04
2018-07-13,Comm. Services,0.04
2018-07-13,Cons. Disc.,0.36
2018-07-13,Financials,0.24
2018-07-13,Index,0.02
2018-07-13,Health Care,0.02
2018-07-13,Real Estate,0.04
2018-07-13,Industrials,0.19
2018-07-13,Currency,0
2018-07-13,IT,0
2018-07-16,Industrials,0.19
2018-07-16,Comm. Services,0.04
2018-07-16,Currency,0
2018-07-16,Real Estate,0.04
2018-07-16,Cons. Staples,0.04
2018-07-16,Financials,0.23
2018-07-16,Index,0.02
2018-07-16,Cons. Disc.,0.35
2018-07-16,Materials,0.04
2018-07-16,Health Care,0.02
2018-07-17,Financials,0.23
2018-07-17,Comm. Services,0.04
2018-07-17,Health Care,0.02
2018-07-17,Cons. Staples,0.04
2018-07-17,Real Estate,0.04
2018-07-17,Cons. Disc.,0.35
2018-07-17,Currency,0
2018-07-17,Materials,0.05
2018-07-17,Index,0.02
2018-07-17,Industrials,0.19
2018-07-18,Materials,0.05
2018-07-18,Index,0.03
2018-07-18,Industrials,0.19
2018-07-18,Cons. Disc.,0.35
2018-07-18,Currency,0
2018-07-18,Cons. Staples,0.04
2018-07-18,Real Estate,0.04
2018-07-18,Health Care,0.02
2018-07-18,Comm. Services,0.04
2018-07-18,Financials,0.23
2018-07-19,Financials,0.23
2018-07-19,Comm. Services,0.04
2018-07-19,Materials,0.05
2018-07-19,Currency,0
2018-07-19,Real Estate,0.04
2018-07-19,Cons. Staples,0.04
2018-07-19,Index,0.03
2018-07-19,Health Care,0.02
2018-07-19,Cons. Disc.,0.35
2018-07-19,Industrials,0.2
2018-07-20,Health Care,0.02
2018-07-20,Comm. Services,0.04
2018-07-20,Cons. Disc.,0.35
2018-07-20,Cons. Staples,0.04
2018-07-20,Industrials,0.19
2018-07-20,Real Estate,0.04
2018-07-20,Materials,0.05
2018-07-20,Financials,0.23
2018-07-20,Currency,0
2018-07-20,Index,0.03
2018-07-23,Health Care,0.02
2018-07-23,Cons. Staples,0.04
2018-07-23,Real Estate,0.04
2018-07-23,Currency,0
2018-07-23,Index,0.03
2018-07-23,Comm. Services,0.04
2018-07-23,Industrials,0.19
2018-07-23,Materials,0.05
2018-07-23,Financials,0.23
2018-07-23,Cons. Disc.,0.35
2018-07-24,Index,0.03
2018-07-24,Cons. Disc.,0.35
2018-07-24,Comm. Services,0.04
2018-07-24,Real Estate,0.04
2018-07-24,Financials,0.22
2018-07-24,Industrials,0.19
2018-07-24,Cons. Staples,0.04
2018-07-24,Health Care,0.02
2018-07-24,Materials,0.05
2018-07-24,Currency,0
2018-07-25,Index,0.04
2018-07-25,Cons. Staples,0.04
2018-07-25,Health Care,0.02
2018-07-25,Comm. Services,0.04
2018-07-25,Real Estate,0.04
2018-07-25,Cons. Disc.,0.35
2018-07-25,Industrials,0.19
2018-07-25,Materials,0.05
2018-07-25,Financials,0.22
2018-07-25,Currency,0
2018-07-26,Materials,0.05
2018-07-26,Real Estate,0.04
2018-07-26,Industrials,0.19
2018-07-26,Comm. Services,0.04
2018-07-26,Index,0.04
2018-07-26,Currency,0
2018-07-26,Cons. Staples,0.04
2018-07-26,Financials,0.22
2018-07-26,Health Care,0.02
2018-07-26,Cons. Disc.,0.35
2018-07-27,Cons. Staples,0.04
2018-07-27,Comm. Services,0.04
2018-07-27,Financials,0.22
2018-07-27,Health Care,0.02
2018-07-27,Index,0.04
2018-07-27,Materials,0.05
2018-07-27,Currency,0
2018-07-27,Real Estate,0.04
2018-07-27,Cons. Disc.,0.35
2018-07-27,Industrials,0.19
2018-07-30,Industrials,0.19
2018-07-30,Comm. Services,0.04
2018-07-30,Materials,0.05
2018-07-30,Cons. Disc.,0.35
2018-07-30,Financials,0.22
2018-07-30,Real Estate,0.04
2018-07-30,Health Care,0.02
2018-07-30,Index,0.04
2018-07-30,Currency,0
2018-07-30,Cons. Staples,0.04
2018-07-31,Cons. Staples,0.04
2018-07-31,Materials,0.05
2018-07-31,Comm. Services,0.04
2018-07-31,Industrials,0.19
2018-07-31,Health Care,0.02
2018-07-31,Real Estate,0.04
2018-07-31,Financials,0.22
2018-07-31,Currency,0
2018-07-31,Cons. Disc.,0.35
2018-07-31,Index,0.04
2018-08-01,Cons. Staples,0.04
2018-08-01,Comm. Services,0.04
2018-08-01,Materials,0.05
2018-08-01,Health Care,0.02
2018-08-01,Index,0.04
2018-08-01,Industrials,0.19
2018-08-01,Real Estate,0.04
2018-08-01,Currency,0
2018-08-01,Financials,0.22
2018-08-01,Cons. Disc.,0.35
2018-08-02,Health Care,0.02
2018-08-02,Cons. Disc.,0.34
2018-08-02,Cons. Staples,0.04
2018-08-02,Real Estate,0.04
2018-08-02,Comm. Services,0.04
2018-08-02,Financials,0.22
2018-08-02,Materials,0.05
2018-08-02,Industrials,0.19
2018-08-02,Currency,0
2018-08-02,Index,0.04
2018-08-03,Industrials,0.19
2018-08-03,Comm. Services,0.04
2018-08-03,Health Care,0.02
2018-08-03,Index,0.04
2018-08-03,Cons. Staples,0.04
2018-08-03,Materials,0.05
2018-08-03,Cons. Disc.,0.34
2018-08-03,Real Estate,0.04
2018-08-03,Currency,0
2018-08-03,Financials,0.22
2018-08-06,Materials,0.05
2018-08-06,Index,0.04
2018-08-06,Comm. Services,0.04
2018-08-06,Industrials,0.19
2018-08-06,Cons. Disc.,0.34
2018-08-06,Currency,0
2018-08-06,Real Estate,0.04
2018-08-06,Cons. Staples,0.04
2018-08-06,Financials,0.22
2018-08-06,Health Care,0.02
2018-08-07,Health Care,0.02
2018-08-07,Currency,0
2018-08-07,Real Estate,0.04
2018-08-07,Industrials,0.19
2018-08-07,Cons. Disc.,0.35
2018-08-07,Index,0.04
2018-08-07,Financials,0.22
2018-08-07,Comm. Services,0.03
2018-08-07,Materials,0.05
2018-08-07,Cons. Staples,0.04
2018-08-08,Currency,0
2018-08-08,Materials,0.05
2018-08-08,Real Estate,0.04
2018-08-08,Industrials,0.19
2018-08-08,Cons. Staples,0.04
2018-08-08,Health Care,0.02
2018-08-08,Financials,0.22
2018-08-08,Index,0.04
2018-08-08,Comm. Services,0.03
2018-08-08,Cons. Disc.,0.35
2018-08-09,Health Care,0.02
2018-08-09,Index,0.04
2018-08-09,Comm. Services,0.03
2018-08-09,Real Estate,0.04
2018-08-09,Financials,0.21
2018-08-09,Materials,0.05
2018-08-09,Cons. Disc.,0.35
2018-08-09,Cons. Staples,0.04
2018-08-09,Industrials,0.19
2018-08-09,Currency,0
2018-08-10,Comm. Services,0.03
2018-08-10,Financials,0.22
2018-08-10,Cons. Staples,0.04
2018-08-10,Real Estate,0.04
2018-08-10,Materials,0.05
2018-08-10,Industrials,0.18
2018-08-10,Health Care,0.02
2018-08-10,Cons. Disc.,0.36
2018-08-10,Currency,0
2018-08-10,Index,0.04
2018-08-13,Cons. Staples,0.04
2018-08-13,Currency,0
2018-08-13,Index,0.04
2018-08-13,Financials,0.22
2018-08-13,Materials,0.05
2018-08-13,Health Care,0.02
2018-08-13,Comm. Services,0.03
2018-08-13,Cons. Disc.,0.35
2018-08-13,Industrials,0.18
2018-08-13,Real Estate,0.04
2018-08-14,Industrials,0.18
2018-08-14,Financials,0.21
2018-08-14,Comm. Services,0.04
2018-08-14,Health Care,0.02
2018-08-14,Index,0.04
2018-08-14,Real Estate,0.04
2018-08-14,Materials,0.05
2018-08-14,Currency,0
2018-08-14,Cons. Staples,0.05
2018-08-14,Cons. Disc.,0.35
2018-08-15,Real Estate,0.04
2018-08-15,Financials,0.22
2018-08-15,Currency,0
2018-08-15,Industrials,0.18
2018-08-15,Index,0.04
2018-08-15,Cons. Disc.,0.35
2018-08-15,Materials,0.04
2018-08-15,Comm. Services,0.04
2018-08-15,Cons. Staples,0.05
2018-08-15,Health Care,0.02
2018-08-16,Materials,0.04
2018-08-16,Real Estate,0.04
2018-08-16,Health Care,0.02
2018-08-16,Comm. Services,0.04
2018-08-16,Cons. Staples,0.05
2018-08-16,Cons. Disc.,0.35
2018-08-16,Index,0.04
2018-08-16,Financials,0.22
2018-08-16,Currency,0
2018-08-16,Industrials,0.18
2018-08-17,Cons. Staples,0.05
2018-08-17,Index,0.05
2018-08-17,Health Care,0.02
2018-08-17,Cons. Disc.,0.35
2018-08-17,Currency,0
2018-08-17,Financials,0.22
2018-08-17,Real Estate,0.04
2018-08-17,Industrials,0.18
2018-08-17,Materials,0.04
2018-08-17,Comm. Services,0.04
2018-08-20,Currency,0
2018-08-20,Index,0.06
2018-08-20,Comm. Services,0.04
2018-08-20,Health Care,0.02
2018-08-20,Cons. Disc.,0.35
2018-08-20,Materials,0.04
2018-08-20,Cons. Staples,0.05
2018-08-20,Real Estate,0.04
2018-08-20,Industrials,0.18
2018-08-20,Financials,0.21
2018-08-21,Industrials,0.17
2018-08-21,Real Estate,0.04
2018-08-21,Comm. Services,0.04
2018-08-21,Materials,0.04
2018-08-21,Index,0.06
2018-08-21,Health Care,0.02
2018-08-21,Cons. Staples,0.05
2018-08-21,Currency,0
2018-08-21,Financials,0.21
2018-08-21,Cons. Disc.,0.35
2018-08-22,Currency,0
2018-08-22,Industrials,0.18
2018-08-22,Health Care,0.02
2018-08-22,Index,0.06
2018-08-22,Real Estate,0.04
2018-08-22,Financials,0.21
2018-08-22,Materials,0.04
2018-08-22,Cons. Disc.,0.35
2018-08-22,Comm. Services,0.04
2018-08-22,Cons. Staples,0.05
2018-08-23,Real Estate,0.04
2018-08-23,Cons. Disc.,0.35
2018-08-23,Currency,0
2018-08-23,Industrials,0.17
2018-08-23,Health Care,0.02
2018-08-23,Cons. Staples,0.05
2018-08-23,Index,0.06
2018-08-23,Financials,0.21
2018-08-23,Comm. Services,0.04
2018-08-23,Materials,0.04
2018-08-24,Health Care,0.02
2018-08-24,Real Estate,0.04
2018-08-24,Index,0.06
2018-08-24,Comm. Services,0.04
2018-08-24,Currency,0
2018-08-24,Cons. Staples,0.05
2018-08-24,Financials,0.21
2018-08-24,Materials,0.04
2018-08-24,Industrials,0.16
2018-08-24,Cons. Disc.,0.35
2018-08-27,Health Care,0.02
2018-08-27,Currency,0
2018-08-27,Cons. Staples,0.05
2018-08-27,Materials,0.04
2018-08-27,Financials,0.21
2018-08-27,Industrials,0.17
2018-08-27,Index,0.06
2018-08-27,Real Estate,0.04
2018-08-27,Comm. Services,0.04
2018-08-27,Cons. Disc.,0.35
2018-08-28,Cons. Disc.,0.35
2018-08-28,Health Care,0.02
2018-08-28,Industrials,0.17
2018-08-28,Index,0.07
2018-08-28,Cons. Staples,0.05
2018-08-28,Currency,0
2018-08-28,Comm. Services,0.04
2018-08-28,Financials,0.21
2018-08-28,Real Estate,0.04
2018-08-28,Materials,0.04
2018-08-29,Currency,0
2018-08-29,Materials,0.04
2018-08-29,Cons. Disc.,0.35
2018-08-29,Comm. Services,0.04
2018-08-29,Index,0.07
2018-08-29,Health Care,0.02
2018-08-29,Cons. Staples,0.05
2018-08-29,Financials,0.21
2018-08-29,Real Estate,0.04
2018-08-29,Industrials,0.17
2018-08-30,Real Estate,0.04
2018-08-30,Cons. Disc.,0.35
2018-08-30,Industrials,0.17
2018-08-30,Index,0.07
2018-08-30,Financials,0.21
2018-08-30,Comm. Services,0.04
2018-08-30,Currency,0
2018-08-30,Health Care,0.02
2018-08-30,Cons. Staples,0.05
2018-08-30,Materials,0.04
2018-08-31,Cons. Disc.,0.34
2018-08-31,Comm. Services,0.04
2018-08-31,Real Estate,0.04
2018-08-31,Index,0.07
2018-08-31,Currency,0
2018-08-31,Industrials,0.17
2018-08-31,Financials,0.21
2018-08-31,Materials,0.04
2018-08-31,Health Care,0.02
2018-08-31,Cons. Staples,0.05
2018-09-03,Materials,0.04
2018-09-03,Index,0.07
2018-09-03,Cons. Staples,0.05
2018-09-03,Health Care,0.02
2018-09-03,Financials,0.21
2018-09-03,Currency,0
2018-09-03,Real Estate,0.04
2018-09-03,Cons. Disc.,0.35
2018-09-03,Comm. Services,0.04
2018-09-03,Industrials,0.17
2018-09-04,Cons. Disc.,0.34
2018-09-04,Industrials,0.17
2018-09-04,Index,0.07
2018-09-04,Financials,0.21
2018-09-04,Comm. Services,0.04
2018-09-04,Health Care,0.02
2018-09-04,Cons. Staples,0.05
2018-09-04,Real Estate,0.04
2018-09-04,Materials,0.04
2018-09-04,Currency,0
2018-09-05,Cons. Staples,0.05
2018-09-05,Cons. Disc.,0.35
2018-09-05,Health Care,0.02
2018-09-05,Industrials,0.17
2018-09-05,Currency,0
2018-09-05,Materials,0.04
2018-09-05,Financials,0.21
2018-09-05,Real Estate,0.05
2018-09-05,Comm. Services,0.04
2018-09-05,Index,0.07
2018-09-06,Index,0.07
2018-09-06,Cons. Disc.,0.34
2018-09-06,Financials,0.21
2018-09-06,Cons. Staples,0.05
2018-09-06,Comm. Services,0.04
2018-09-06,Currency,0
2018-09-06,Materials,0.04
2018-09-06,Industrials,0.18
2018-09-06,Health Care,0.02
2018-09-06,Real Estate,0.05
2018-09-07,Health Care,0.02
2018-09-07,Index,0.07
2018-09-07,Real Estate,0.04
2018-09-07,Currency,0
2018-09-07,Cons. Staples,0.05
2018-09-07,Cons. Disc.,0.35
2018-09-07,Industrials,0.18
2018-09-07,Financials,0.21
2018-09-07,Comm. Services,0.04
2018-09-07,Materials,0.04
2018-09-10,Real Estate,0.05
2018-09-10,Health Care,0.02
2018-09-10,Materials,0.04
2018-09-10,Financials,0.21
2018-09-10,Currency,0
2018-09-10,Cons. Disc.,0.35
2018-09-10,Industrials,0.17
2018-09-10,Comm. Services,0.04
2018-09-10,Cons. Staples,0.05
2018-09-10,Index,0.07
2018-09-11,Industrials,0.17
2018-09-11,Index,0.07
2018-09-11,Materials,0.04
2018-09-11,Currency,0
2018-09-11,Financials,0.2
2018-09-11,Real Estate,0.05
2018-09-11,Cons. Disc.,0.35
2018-09-11,Comm. Services,0.04
2018-09-11,Health Care,0.02
2018-09-11,Cons. Staples,0.05
2018-09-12,Cons. Disc.,0.35
2018-09-12,Health Care,0.02
2018-09-12,Comm. Services,0.04
2018-09-12,Industrials,0.17
2018-09-12,Real Estate,0.05
2018-09-12,Cons. Staples,0.05
2018-09-12,Financials,0.2
2018-09-12,Currency,0
2018-09-12,Materials,0.04
2018-09-12,Index,0.07
2018-09-13,Real Estate,0.05
2018-09-13,Currency,0
2018-09-13,Financials,0.2
2018-09-13,Index,0.07
2018-09-13,Materials,0.04
2018-09-13,Health Care,0.02
2018-09-13,Industrials,0.17
2018-09-13,Cons. Staples,0.05
2018-09-13,Cons. Disc.,0.35
2018-09-13,Comm. Services,0.04
2018-09-14,Comm. Services,0.04
2018-09-14,Health Care,0.02
2018-09-14,Materials,0.04
2018-09-14,Currency,0
2018-09-14,Financials,0.2
2018-09-14,Real Estate,0.05
2018-09-14,Cons. Staples,0.05
2018-09-14,Index,0.07
2018-09-14,Industrials,0.17
2018-09-14,Cons. Disc.,0.35
2018-09-17,Materials,0.04
2018-09-17,Index,0.07
2018-09-17,Comm. Services,0.04
2018-09-17,Industrials,0.18
2018-09-17,Real Estate,0.05
2018-09-17,Cons. Disc.,0.35
2018-09-17,Financials,0.2
2018-09-17,Cons. Staples,0.05
2018-09-17,Currency,0
2018-09-17,Health Care,0.02
2018-09-18,Real Estate,0.05
2018-09-18,Cons. Staples,0.05
2018-09-18,Currency,0
2018-09-18,Index,0.07
2018-09-18,Industrials,0.17
2018-09-18,Comm. Services,0.04
2018-09-18,Health Care,0.02
2018-09-18,Materials,0.04
2018-09-18,Cons. Disc.,0.35
2018-09-18,Financials,0.2
2018-09-19,Currency,0
2018-09-19,Industrials,0.17
