Trade_Dt,Annl Fund ,Annl Benchmark,Ann'l Fund Vol,Ann'l Benchmark Vol,Max Drawdown - Fund,Max Drawdown - Bench Mark,Sharpe - Fund,Sharpe - Benchmark,Sortino - Fund,Sortino - Benchmark
2/6/2018,25.91%,0.343354323,9.50%,0.100054276,6.38%,7.58%,2.14,2.63,3.01,3.68
2/7/2018,25.88%,0.339232575,9.48%,0.099934372,6.38%,7.80%,2.14,2.6,3.01,3.64
2/8/2018,25.98%,0.32769642,9.47%,0.100188465,6.38%,8.60%,2.15,2.51,3.02,3.51
2/9/2018,25.24%,0.306343292,9.47%,0.10149503,6.63%,10.19%,2.09,2.34,2.93,3.27
2/12/2018,26.00%,0.31572362,9.48%,0.101612793,6.63%,10.19%,2.15,2.41,3.02,3.37
2/13/2018,25.86%,0.325418139,9.46%,0.101747213,6.63%,10.19%,2.14,2.49,3.01,3.48
2/14/2018,26.67%,0.344505264,9.47%,0.102755433,6.63%,10.19%,2.21,2.64,3.11,3.7
2/15/2018,27.20%,0.359953052,9.46%,0.103328749,6.63%,10.19%,2.26,2.77,3.17,3.87
2/16/2018,26.69%,0.356215503,9.46%,0.10319637,6.63%,10.19%,2.21,2.74,3.11,3.83
2/19/2018,26.57%,0.356090247,9.44%,0.103021382,6.63%,10.19%,2.2,2.73,3.09,3.82
2/20/2018,25.99%,0.348467693,9.44%,0.10302949,6.63%,10.19%,2.15,2.67,3.02,3.74
2/21/2018,26.52%,0.361560191,9.43%,0.103396635,6.63%,10.19%,2.2,2.78,3.09,3.88
2/22/2018,25.64%,0.351895452,9.45%,0.10351396,6.63%,10.19%,2.12,2.7,2.98,3.78
2/23/2018,27.53%,0.365393784,9.58%,0.103913781,6.63%,10.19%,2.28,2.81,3.21,3.93
2/26/2018,27.80%,0.368414962,9.56%,0.103768256,6.63%,10.19%,2.31,2.83,3.24,3.96
2/27/2018,27.38%,0.358862866,9.55%,0.103878938,6.63%,10.19%,2.27,2.76,3.19,3.85
2/28/2018,26.86%,0.341604089,9.55%,0.104640224,6.63%,10.19%,2.22,2.62,3.13,3.66
3/1/2018,26.28%,0.337613307,9.55%,0.104519192,6.63%,10.19%,2.17,2.59,3.06,3.62
3/2/2018,26.26%,0.326938314,9.53%,0.104717745,6.63%,10.19%,2.17,2.5,3.05,3.5
3/5/2018,25.39%,0.320340112,9.54%,0.104690633,6.63%,10.19%,2.1,2.45,2.95,3.42
3/6/2018,24.57%,0.335685757,9.56%,0.105305039,6.63%,10.19%,2.02,2.57,2.84,3.59
3/7/2018,24.27%,0.330296562,9.54%,0.105228954,6.63%,10.19%,2,2.53,2.81,3.53
3/8/2018,23.87%,0.334609072,9.53%,0.105118809,6.63%,10.19%,1.96,2.56,2.76,3.58
3/9/2018,24.65%,0.344245587,9.55%,0.105253388,6.63%,10.19%,2.03,2.64,2.85,3.69
3/12/2018,25.18%,0.356488848,9.54%,0.10556976,6.63%,10.19%,2.08,2.74,2.92,3.82
3/13/2018,24.82%,0.356686289,9.53%,0.105399993,6.63%,10.19%,2.04,2.74,2.87,3.83
3/14/2018,24.37%,0.350913416,9.53%,0.105338787,6.63%,10.19%,2.01,2.69,2.82,3.76
3/15/2018,23.92%,0.347465363,9.52%,0.105209568,6.63%,10.19%,1.97,2.66,2.76,3.72
3/16/2018,23.36%,0.343499761,9.52%,0.105094125,6.63%,10.19%,1.92,2.63,2.69,3.68
3/19/2018,22.57%,0.333801588,9.53%,0.105239743,6.99%,10.19%,1.85,2.55,2.6,3.57
3/20/2018,22.52%,0.338301118,9.51%,0.105140705,6.99%,10.19%,1.84,2.59,2.59,3.62
3/21/2018,22.50%,0.336874731,9.50%,0.104981802,6.99%,10.19%,1.84,2.58,2.59,3.6
3/22/2018,21.76%,0.324487387,9.51%,0.105335614,7.54%,10.19%,1.78,2.48,2.5,3.47
3/23/2018,21.03%,0.30186349,9.52%,0.10691665,8.17%,10.19%,1.71,2.3,2.41,3.21
3/26/2018,21.79%,0.309687612,9.53%,0.106964278,8.17%,10.19%,1.78,2.36,2.5,3.3
3/27/2018,22.33%,0.311314334,9.53%,0.106806527,8.17%,10.19%,1.83,2.37,2.57,3.32
3/28/2018,21.78%,0.290874906,9.53%,0.10809076,8.17%,10.19%,1.78,2.21,2.5,3.09
3/29/2018,22.23%,0.296100225,9.52%,0.108020308,8.17%,10.19%,1.82,2.25,2.55,3.15
3/30/2018,22.19%,0.296442866,9.51%,0.107853845,8.17%,10.19%,1.81,2.25,2.55,3.15
4/2/2018,22.06%,0.29428477,9.49%,0.107704816,8.17%,10.19%,1.8,2.24,2.53,3.13
4/3/2018,22.12%,0.293918514,9.48%,0.107540044,8.17%,10.19%,1.81,2.23,2.54,3.12
4/4/2018,22.06%,0.280729734,9.46%,0.108004861,8.17%,10.19%,1.8,2.13,2.53,2.97
4/5/2018,23.62%,0.2889763,9.56%,0.108090377,8.17%,10.19%,1.94,2.19,2.72,3.07
4/6/2018,23.38%,0.284186814,9.55%,0.108010581,8.17%,10.19%,1.91,2.15,2.69,3.01
4/9/2018,23.68%,0.284142141,9.54%,0.107846821,8.17%,10.19%,1.94,2.15,2.73,3.01
4/10/2018,23.98%,0.293455312,9.53%,0.108004891,8.17%,10.19%,1.97,2.23,2.76,3.12
4/11/2018,24.18%,0.292869061,9.51%,0.107843471,8.17%,10.19%,1.98,2.22,2.79,3.11
4/12/2018,23.96%,0.293001129,9.50%,0.107681466,8.17%,10.19%,1.96,2.22,2.76,3.11
4/13/2018,24.01%,0.286492151,9.49%,0.107677825,8.17%,10.19%,1.97,2.17,2.77,3.04
4/16/2018,23.74%,0.279893507,9.48%,0.107681138,8.17%,10.19%,1.95,2.12,2.73,2.96
4/17/2018,23.20%,0.280008299,9.48%,0.107520812,8.17%,10.19%,1.9,2.12,2.67,2.96
4/18/2018,23.25%,0.288755279,9.46%,0.107652262,8.17%,10.19%,1.9,2.19,2.67,3.06
4/19/2018,22.90%,0.294287714,9.46%,0.107607634,8.17%,10.19%,1.87,2.23,2.63,3.12
4/20/2018,22.38%,0.280476803,9.45%,0.108162379,8.17%,10.19%,1.82,2.12,2.56,2.97
4/23/2018,21.36%,0.271476005,9.49%,0.108313633,8.17%,10.19%,1.74,2.05,2.44,2.87
4/24/2018,21.11%,0.267403684,9.48%,0.108219779,8.17%,10.19%,1.71,2.02,2.41,2.82
4/25/2018,20.12%,0.255279767,9.51%,0.108637355,8.17%,10.19%,1.63,1.92,2.29,2.69
4/26/2018,20.49%,0.257737843,9.51%,0.10850264,8.17%,10.19%,1.66,1.94,2.33,2.71
4/27/2018,21.42%,0.266514403,9.53%,0.108651876,8.17%,10.19%,1.74,2.01,2.45,2.81
4/30/2018,21.88%,0.272232319,9.53%,0.108622677,8.17%,10.19%,1.78,2.06,2.5,2.87
5/1/2018,21.64%,0.269836618,9.52%,0.108488535,8.17%,10.19%,1.76,2.04,2.47,2.85
5/2/2018,20.52%,0.260381378,9.57%,0.108686169,8.17%,10.19%,1.66,1.96,2.33,2.74
5/3/2018,19.47%,0.248862238,9.61%,0.109062606,8.17%,10.19%,1.57,1.87,2.21,2.61
5/4/2018,18.55%,0.246846431,9.64%,0.108923226,8.73%,10.29%,1.49,1.85,2.09,2.59
5/7/2018,18.61%,0.248797966,9.62%,0.108782895,8.73%,10.29%,1.49,1.87,2.1,2.61
5/8/2018,18.44%,0.250593038,9.61%,0.108640829,8.73%,10.29%,1.48,1.88,2.08,2.63
5/9/2018,17.58%,0.250694815,9.64%,0.108486427,9.58%,10.29%,1.4,1.88,1.97,2.63
5/10/2018,18.04%,0.259838678,9.63%,0.108678722,9.58%,10.29%,1.44,1.96,2.03,2.73
5/11/2018,18.22%,0.265158873,9.62%,0.108640295,9.58%,10.29%,1.46,2,2.05,2.79
5/14/2018,17.38%,0.26774574,9.64%,0.108514025,9.63%,10.29%,1.39,2.02,1.95,2.82
5/15/2018,16.27%,0.252641829,9.70%,0.109285115,10.78%,10.29%,1.29,1.9,1.81,2.65
5/16/2018,16.53%,0.255588301,9.69%,0.109167545,10.78%,10.29%,1.31,1.92,1.84,2.69
5/17/2018,15.90%,0.246531087,9.70%,0.109355567,11.09%,10.29%,1.26,1.85,1.76,2.58
5/18/2018,14.43%,0.241064579,9.80%,0.10932981,12.63%,10.29%,1.13,1.8,1.59,2.52
5/21/2018,14.35%,0.239448289,9.78%,0.109189281,12.68%,10.29%,1.12,1.79,1.58,2.5
5/22/2018,15.14%,0.243001601,9.81%,0.10909161,12.68%,10.29%,1.19,1.82,1.67,2.54
5/23/2018,14.44%,0.235537783,9.82%,0.109180023,12.68%,10.45%,1.13,1.76,1.58,2.46
5/24/2018,14.17%,0.236522488,9.81%,0.109033578,12.74%,10.45%,1.1,1.77,1.55,2.47
5/25/2018,14.77%,0.237315061,9.82%,0.108886305,12.74%,10.45%,1.16,1.77,1.63,2.48
5/28/2018,14.80%,0.236893032,9.81%,0.108737897,12.74%,10.45%,1.16,1.77,1.63,2.47
5/29/2018,14.42%,0.228278194,9.80%,0.10891507,12.74%,10.91%,1.13,1.7,1.58,2.38
5/30/2018,14.12%,0.217556201,9.79%,0.109277585,12.74%,11.98%,1.1,1.62,1.55,2.26
5/31/2018,14.38%,0.222987785,9.78%,0.109261961,12.74%,11.98%,1.12,1.66,1.58,2.32
6/1/2018,14.35%,0.22949326,9.77%,0.109303642,12.74%,11.98%,1.12,1.71,1.57,2.39
6/4/2018,14.78%,0.241083814,9.77%,0.109755105,12.74%,11.98%,1.16,1.8,1.63,2.52
6/5/2018,14.22%,0.238756267,9.77%,0.109631199,12.74%,11.98%,1.11,1.78,1.56,2.49
6/6/2018,14.21%,0.242277735,9.76%,0.10953791,12.74%,11.98%,1.11,1.81,1.55,2.53
6/7/2018,13.49%,0.241606446,9.78%,0.10939308,13.05%,11.98%,1.04,1.81,1.47,2.53
6/8/2018,14.06%,0.230576441,9.78%,0.10978343,13.05%,11.98%,1.09,1.72,1.54,2.4
6/11/2018,13.75%,0.232877127,9.77%,0.109660391,13.05%,11.98%,1.07,1.74,1.5,2.43
6/12/2018,14.18%,0.233078986,9.77%,0.109514619,13.05%,11.98%,1.1,1.74,1.55,2.43
6/13/2018,14.29%,0.229012482,9.76%,0.109444552,13.05%,11.98%,1.11,1.7,1.56,2.38
6/14/2018,13.96%,0.221330082,9.75%,0.109569132,13.05%,11.98%,1.08,1.64,1.52,2.3
6/15/2018,13.77%,0.212148741,9.74%,0.109813946,13.05%,11.98%,1.07,1.57,1.5,2.2
6/18/2018,13.33%,0.206010587,9.74%,0.109846887,13.05%,12.35%,1.03,1.52,1.45,2.13
6/19/2018,12.74%,0.190403412,9.75%,0.110850505,13.57%,14.00%,0.98,1.4,1.37,1.95
6/20/2018,12.86%,0.195939499,9.74%,0.110853223,13.57%,14.00%,0.99,1.44,1.39,2.01
6/21/2018,12.15%,0.186040863,9.76%,0.111179321,14.17%,14.36%,0.93,1.36,1.3,1.9
6/22/2018,12.78%,0.191135796,9.77%,0.111160857,14.17%,14.36%,0.98,1.4,1.38,1.96
6/25/2018,13.30%,0.179754394,9.77%,0.111644251,14.17%,14.94%,1.02,1.31,1.44,1.83
6/26/2018,12.94%,0.177093563,9.77%,0.111535072,14.17%,15.18%,0.99,1.29,1.4,1.8
6/27/2018,11.66%,0.165524841,9.86%,0.112055958,14.61%,16.40%,0.88,1.2,1.24,1.67
6/28/2018,10.90%,0.161720327,9.88%,0.11198561,15.46%,16.77%,0.81,1.17,1.15,1.63
6/29/2018,12.11%,0.17760882,9.96%,0.113136448,15.46%,16.77%,0.92,1.29,1.29,1.81
7/2/2018,11.43%,0.169964209,9.97%,0.113281073,15.46%,16.77%,0.86,1.23,1.21,1.72
7/3/2018,11.85%,0.168456811,9.97%,0.113147829,15.46%,16.77%,0.9,1.22,1.26,1.71
7/4/2018,11.98%,0.167132617,9.96%,0.113012539,15.46%,16.77%,0.91,1.21,1.28,1.69
7/5/2018,11.97%,0.166468662,9.95%,0.112871039,15.46%,16.77%,0.91,1.2,1.28,1.68
7/6/2018,12.41%,0.170073572,9.95%,0.112793599,15.46%,16.77%,0.95,1.23,1.33,1.72
7/9/2018,13.30%,0.181466867,9.98%,0.113312419,15.46%,16.77%,1.02,1.32,1.44,1.85
7/10/2018,13.65%,0.18164772,9.98%,0.113169388,15.46%,16.77%,1.05,1.32,1.48,1.85
7/11/2018,13.08%,0.173357864,9.99%,0.113370741,15.46%,16.77%,1,1.26,1.41,1.76
7/12/2018,13.60%,0.176983075,9.99%,0.113294459,15.46%,16.77%,1.05,1.29,1.47,1.8
7/13/2018,13.83%,0.180290329,9.98%,0.113207297,15.46%,16.77%,1.07,1.31,1.5,1.84
7/16/2018,13.44%,0.176182224,9.98%,0.113151635,15.46%,16.77%,1.03,1.28,1.45,1.79
7/17/2018,14.04%,0.176223203,9.99%,0.113010463,15.46%,16.77%,1.09,1.28,1.53,1.79
7/18/2018,13.55%,0.174529416,9.99%,0.112884835,15.46%,16.77%,1.04,1.27,1.47,1.77
7/19/2018,12.74%,0.168622148,10.02%,0.112925205,15.46%,16.77%,0.97,1.22,1.37,1.7
7/20/2018,13.68%,0.174618857,10.06%,0.112972478,15.46%,16.77%,1.05,1.27,1.48,1.77
7/23/2018,13.74%,0.173893287,10.05%,0.112835787,15.46%,16.77%,1.06,1.26,1.49,1.76
7/24/2018,14.13%,0.180823585,10.05%,0.112946114,15.46%,16.77%,1.09,1.32,1.54,1.84
7/25/2018,14.24%,0.186222245,10.04%,0.112956774,15.46%,16.77%,1.1,1.36,1.55,1.9
7/26/2018,13.99%,0.186079,10.03%,0.112818396,15.46%,16.77%,1.08,1.36,1.52,1.9
7/27/2018,13.98%,0.187735494,10.02%,0.112694193,15.46%,16.77%,1.08,1.37,1.52,1.92
7/30/2018,13.93%,0.185848718,10.00%,0.112575322,15.46%,16.77%,1.07,1.36,1.51,1.9
7/31/2018,13.75%,0.183615942,9.99%,0.112464483,15.46%,16.77%,1.06,1.34,1.49,1.87
8/1/2018,14.15%,0.182832791,9.99%,0.11233126,15.46%,16.77%,1.09,1.33,1.54,1.86
8/2/2018,13.36%,0.169591078,10.02%,0.113106155,15.46%,16.77%,1.03,1.23,1.44,1.71
8/3/2018,13.89%,0.173253937,10.03%,0.113040467,15.46%,16.77%,1.07,1.25,1.5,1.75
8/6/2018,13.59%,0.17126431,10.02%,0.112925599,15.46%,16.77%,1.05,1.24,1.47,1.73
8/7/2018,13.84%,0.17665574,10.01%,0.112944745,15.46%,16.77%,1.07,1.28,1.5,1.79
8/8/2018,13.69%,0.176194925,10.00%,0.112810457,15.46%,16.77%,1.05,1.28,1.48,1.79
8/9/2018,13.95%,0.175132024,9.99%,0.112681669,15.46%,16.77%,1.08,1.27,1.51,1.77
8/10/2018,12.79%,0.164128554,10.07%,0.113193323,15.46%,16.77%,0.97,1.18,1.37,1.65
8/13/2018,12.06%,0.151171434,10.09%,0.113966902,15.46%,16.77%,0.91,1.08,1.28,1.51
8/14/2018,12.54%,0.150358105,10.09%,0.113835305,15.46%,16.77%,0.95,1.07,1.34,1.5
8/15/2018,11.91%,0.13741272,10.11%,0.114627787,15.46%,18.04%,0.9,0.97,1.26,1.35
8/16/2018,11.60%,0.13589357,10.10%,0.114505627,15.46%,18.18%,0.87,0.96,1.22,1.34
8/17/2018,12.06%,0.136480526,10.10%,0.114372373,15.46%,18.18%,0.91,0.96,1.28,1.34
8/20/2018,12.56%,0.143292528,10.11%,0.114503263,15.46%,18.18%,0.95,1.01,1.34,1.42
8/21/2018,12.46%,0.149937981,10.10%,0.114618751,15.46%,18.18%,0.94,1.07,1.33,1.49
8/22/2018,12.55%,0.153712929,10.08%,0.114563892,15.46%,18.18%,0.95,1.1,1.34,1.53
8/23/2018,12.51%,0.15179916,10.07%,0.114450821,15.46%,18.18%,0.95,1.08,1.33,1.51
8/24/2018,12.58%,0.152714803,10.06%,0.114321896,15.46%,18.18%,0.95,1.09,1.34,1.52
8/27/2018,13.46%,0.164458528,10.10%,0.114967728,15.46%,18.18%,1.03,1.18,1.45,1.65
8/28/2018,13.38%,0.165028383,10.09%,0.114835957,15.46%,18.18%,1.02,1.19,1.44,1.66
8/29/2018,13.26%,0.164617297,10.08%,0.114703984,15.46%,18.18%,1.01,1.18,1.42,1.65
8/30/2018,12.55%,0.156378452,10.10%,0.11494712,15.46%,18.18%,0.95,1.12,1.34,1.56
8/31/2018,12.68%,0.154833427,10.09%,0.114828344,15.46%,18.18%,0.96,1.1,1.35,1.54
9/3/2018,11.99%,0.148945131,10.11%,0.114892855,15.46%,18.18%,0.9,1.06,1.27,1.48
9/4/2018,11.37%,0.144210385,10.13%,0.11488995,15.46%,18.18%,0.85,1.02,1.19,1.43
9/5/2018,10.46%,0.132240114,10.17%,0.115581149,15.46%,18.18%,0.77,0.92,1.08,1.29
9/6/2018,10.23%,0.129924816,10.16%,0.11548113,15.46%,18.31%,0.75,0.91,1.05,1.27
9/7/2018,11.11%,0.132635884,10.21%,0.115392661,15.46%,18.31%,0.83,0.93,1.16,1.3
9/10/2018,10.23%,0.124912198,10.25%,0.115614037,15.46%,18.86%,0.75,0.87,1.05,1.21
9/11/2018,9.41%,0.119654689,10.29%,0.115649286,15.62%,19.49%,0.68,0.82,0.95,1.15
9/12/2018,9.56%,0.120328365,10.27%,0.115521008,15.62%,19.49%,0.69,0.83,0.97,1.16
9/13/2018,9.96%,0.128371157,10.27%,0.115784203,15.62%,19.49%,0.72,0.89,1.02,1.25
9/14/2018,10.61%,0.134892534,10.29%,0.115908509,15.62%,19.49%,0.78,0.94,1.1,1.32
9/17/2018,10.01%,0.127062218,10.31%,0.116141503,15.62%,19.49%,0.73,0.88,1.02,1.23
9/18/2018,10.31%,0.128926745,10.30%,0.116031814,15.62%,19.49%,0.75,0.9,1.06,1.25
9/19/2018,10.42%,0.135807223,10.29%,0.116186704,15.62%,19.49%,0.76,0.95,1.07,1.33
9/20/2018,10.53%,0.139117575,10.28%,0.116121689,15.62%,19.49%,0.77,0.98,1.09,1.37
9/21/2018,10.87%,0.147693138,10.28%,0.116429036,15.62%,19.49%,0.8,1.05,1.13,1.46
9/24/2018,9.35%,0.141847016,10.43%,0.11649966,15.62%,19.49%,0.67,1,0.94,1.4
9/25/2018,9.67%,0.141178988,10.42%,0.116373208,15.62%,19.49%,0.7,0.99,0.98,1.39
9/26/2018,9.46%,0.143484837,10.42%,0.116275588,15.62%,19.49%,0.68,1.01,0.96,1.42
9/27/2018,9.55%,0.14659959,10.41%,0.116204267,15.62%,19.49%,0.69,1.04,0.97,1.45
9/28/2018,8.80%,0.144383134,10.43%,0.116105711,16.09%,19.49%,0.62,1.02,0.87,1.42
10/1/2018,9.04%,0.143134843,10.43%,0.115987588,16.09%,19.49%,0.64,1.01,0.9,1.41
10/2/2018,8.76%,0.134896201,10.42%,0.116265841,16.09%,19.49%,0.62,0.94,0.87,1.32
10/3/2018,8.44%,0.135702306,10.42%,0.116142357,16.51%,19.49%,0.59,0.95,0.83,1.33
10/4/2018,7.25%,0.120460105,10.51%,0.117409995,18.14%,19.49%,0.49,0.83,0.68,1.16
10/5/2018,6.21%,0.114350024,10.58%,0.117513655,19.56%,19.54%,0.4,0.78,0.56,1.09
10/8/2018,6.32%,0.1109403,10.57%,0.117459377,19.56%,19.95%,0.4,0.75,0.57,1.05
10/9/2018,6.37%,0.109782549,10.56%,0.117340641,19.56%,20.07%,0.41,0.74,0.58,1.04
10/10/2018,6.67%,0.104477491,10.55%,0.11739308,19.56%,20.74%,0.44,0.7,0.61,0.98
10/11/2018,5.07%,0.085365534,10.73%,0.119566165,21.06%,23.22%,0.3,0.55,0.42,0.76
10/12/2018,6.38%,0.100786593,10.86%,0.121002799,21.06%,23.22%,0.41,0.67,0.58,0.94
10/15/2018,5.94%,0.095436402,10.86%,0.121053743,21.06%,23.22%,0.37,0.63,0.52,0.88
10/16/2018,6.78%,0.103102014,10.90%,0.121299261,21.06%,23.22%,0.44,0.69,0.62,0.96
10/17/2018,6.49%,0.102314145,10.89%,0.121173405,21.06%,23.22%,0.42,0.68,0.59,0.95
10/18/2018,5.98%,0.09435587,10.90%,0.121443478,21.06%,23.22%,0.37,0.62,0.53,0.86
10/19/2018,5.96%,0.094487708,10.89%,0.121314023,21.06%,23.22%,0.37,0.62,0.52,0.87
10/22/2018,6.18%,0.10112787,10.88%,0.121468646,21.06%,23.22%,0.39,0.67,0.55,0.94
10/23/2018,5.73%,0.087486014,10.89%,0.122509698,21.06%,23.22%,0.35,0.56,0.49,0.79
10/24/2018,5.04%,0.082794858,10.91%,0.122523077,21.06%,23.33%,0.29,0.53,0.41,0.73
10/25/2018,5.15%,0.080205816,10.90%,0.122437933,21.06%,23.65%,0.3,0.5,0.42,0.71
10/26/2018,5.42%,0.074353695,10.90%,0.122535035,21.06%,24.41%,0.33,0.46,0.46,0.64
10/29/2018,5.19%,0.071309878,10.89%,0.122468469,21.06%,24.79%,0.3,0.43,0.43,0.61
10/30/2018,5.39%,0.072078174,10.88%,0.122343569,21.06%,24.79%,0.32,0.44,0.45,0.61
10/31/2018,5.75%,0.083711879,10.88%,0.123132398,21.06%,24.79%,0.35,0.53,0.5,0.74
11/1/2018,6.37%,0.09278478,10.90%,0.123546286,21.06%,24.79%,0.41,0.6,0.57,0.84
11/2/2018,7.29%,0.107416207,10.95%,0.124807284,21.06%,24.79%,0.49,0.72,0.68,1.01
11/5/2018,7.56%,0.104669864,10.95%,0.124724825,21.06%,24.79%,0.51,0.7,0.72,0.98
11/6/2018,7.17%,0.104420532,10.95%,0.124595555,21.06%,24.79%,0.48,0.7,0.67,0.97
11/7/2018,7.42%,0.107497341,10.94%,0.124525496,21.06%,24.79%,0.5,0.72,0.7,1.01
11/8/2018,6.67%,0.104756263,10.97%,0.124444344,21.06%,24.79%,0.43,0.7,0.61,0.98
11/9/2018,6.87%,0.094463741,10.96%,0.124982861,21.06%,24.79%,0.45,0.62,0.63,0.86
11/12/2018,6.13%,0.088574027,10.99%,0.125077783,21.06%,24.79%,0.38,0.57,0.54,0.8
11/13/2018,6.22%,0.088167485,10.98%,0.12495021,21.06%,24.79%,0.39,0.57,0.55,0.79
11/14/2018,6.12%,0.08922792,10.97%,0.124828997,21.06%,24.79%,0.38,0.57,0.54,0.8
11/15/2018,6.28%,0.096399957,10.96%,0.125038593,21.06%,24.79%,0.4,0.63,0.56,0.88
11/16/2018,6.75%,0.0993286,10.97%,0.124965717,21.06%,24.79%,0.44,0.65,0.62,0.92
11/19/2018,6.95%,0.100265605,10.96%,0.124843604,21.06%,24.79%,0.46,0.66,0.64,0.93
11/20/2018,6.94%,0.091055199,10.95%,0.125261828,21.06%,24.79%,0.45,0.59,0.64,0.82
11/21/2018,7.19%,0.092298164,10.94%,0.125144346,21.06%,24.79%,0.48,0.6,0.67,0.84
11/22/2018,7.49%,0.092682352,10.94%,0.125018246,21.06%,24.79%,0.5,0.6,0.71,0.84
11/23/2018,7.23%,0.088596276,10.93%,0.125002174,21.06%,24.79%,0.48,0.57,0.67,0.79
11/26/2018,6.99%,0.092655025,10.93%,0.124984895,21.06%,24.79%,0.46,0.6,0.64,0.84
11/27/2018,7.34%,0.094501886,10.93%,0.124881035,21.06%,24.79%,0.49,0.62,0.69,0.86
11/28/2018,7.47%,0.100837593,10.92%,0.125020708,21.06%,24.79%,0.5,0.67,0.7,0.93
11/29/2018,7.83%,0.104205376,10.92%,0.124968814,21.06%,24.79%,0.53,0.69,0.74,0.97
11/30/2018,8.10%,0.102128024,10.91%,0.124872092,21.06%,24.79%,0.55,0.68,0.78,0.94
12/3/2018,8.15%,0.114218529,10.90%,0.125710835,21.06%,24.79%,0.56,0.77,0.78,1.08
12/4/2018,7.75%,0.112546146,10.90%,0.125603543,21.06%,24.79%,0.52,0.76,0.73,1.06
12/5/2018,7.29%,0.10553169,10.91%,0.125794004,21.06%,24.79%,0.48,0.7,0.68,0.98
12/6/2018,6.26%,0.092568218,10.98%,0.126749375,21.06%,24.79%,0.39,0.6,0.55,0.84
12/7/2018,6.14%,0.093741881,10.97%,0.126632448,21.06%,24.79%,0.38,0.61,0.54,0.85
12/10/2018,5.54%,0.083192518,10.99%,0.127238958,21.06%,24.79%,0.33,0.52,0.46,0.73
12/11/2018,5.78%,0.084154181,10.98%,0.12711919,21.06%,24.79%,0.35,0.53,0.49,0.74
12/12/2018,6.76%,0.091855697,11.05%,0.127395004,21.06%,24.79%,0.44,0.59,0.61,0.83
12/13/2018,7.06%,0.09533539,11.05%,0.127349637,21.06%,24.79%,0.46,0.62,0.65,0.87
12/14/2018,6.62%,0.087641814,11.05%,0.127615516,21.06%,24.79%,0.42,0.56,0.6,0.78
12/17/2018,6.46%,0.08523819,11.04%,0.127529674,21.06%,24.79%,0.41,0.54,0.57,0.75
12/18/2018,6.47%,0.08240656,11.03%,0.127459653,21.06%,24.79%,0.41,0.52,0.58,0.72
12/19/2018,6.82%,0.084858224,11.03%,0.127375672,21.06%,24.79%,0.44,0.54,0.62,0.75
12/20/2018,6.98%,0.080447703,11.02%,0.127384415,21.06%,24.79%,0.45,0.5,0.64,0.7
12/21/2018,6.33%,0.078965801,11.05%,0.12727588,21.06%,24.79%,0.4,0.49,0.56,0.68
12/24/2018,6.03%,0.076343431,11.04%,0.127200328,21.06%,24.79%,0.37,0.47,0.52,0.65
12/25/2018,5.93%,0.074769218,11.03%,0.127094632,21.06%,24.79%,0.36,0.45,0.51,0.64
12/26/2018,5.76%,0.074754631,11.02%,0.126971664,21.06%,24.79%,0.35,0.45,0.49,0.64
12/27/2018,5.94%,0.076940881,11.02%,0.126882213,21.06%,24.79%,0.36,0.47,0.51,0.66
12/28/2018,6.74%,0.082428972,11.06%,0.126971101,21.06%,24.79%,0.43,0.52,0.61,0.72
12/31/2018,6.98%,0.083977385,11.05%,0.126865306,21.06%,24.79%,0.45,0.53,0.64,0.74
1/1/2019,6.94%,0.083952673,11.04%,0.126743508,21.06%,24.79%,0.45,0.53,0.63,0.74
1/2/2019,6.17%,0.078237703,11.08%,0.126849832,21.06%,24.79%,0.38,0.48,0.54,0.67
1/3/2019,5.85%,0.074730048,11.08%,0.126815862,21.06%,24.79%,0.35,0.45,0.5,0.63
1/4/2019,6.30%,0.082909906,11.09%,0.127172464,21.06%,24.79%,0.39,0.52,0.55,0.72
1/7/2019,6.27%,0.089717969,11.08%,0.12737638,21.06%,24.79%,0.39,0.57,0.55,0.8
1/8/2019,6.30%,0.088312011,11.06%,0.127269238,21.06%,24.79%,0.39,0.56,0.55,0.78
1/9/2019,7.20%,0.09816947,11.12%,0.127827454,21.06%,24.79%,0.47,0.64,0.66,0.89
1/10/2019,7.50%,0.10021789,11.12%,0.127734549,21.06%,24.79%,0.5,0.66,0.7,0.92
1/11/2019,7.68%,0.101296038,11.11%,0.127621441,21.06%,24.79%,0.51,0.66,0.72,0.93
1/14/2019,7.68%,0.096699236,11.10%,0.127645371,21.06%,24.79%,0.51,0.63,0.72,0.88
1/15/2019,7.69%,0.102978908,11.09%,0.127796692,21.06%,24.79%,0.51,0.68,0.72,0.95
1/16/2019,7.69%,0.104993633,11.08%,0.127703775,21.06%,24.79%,0.51,0.69,0.72,0.97
1/17/2019,7.67%,0.104586325,11.07%,0.127585146,21.06%,24.79%,0.51,0.69,0.72,0.96
1/18/2019,7.44%,0.109017346,11.06%,0.127599263,21.06%,24.79%,0.49,0.73,0.69,1.01
1/21/2019,7.27%,0.109042962,11.06%,0.127479956,21.06%,24.79%,0.48,0.73,0.67,1.01
1/22/2019,6.88%,0.10482768,11.06%,0.127482321,21.06%,24.79%,0.44,0.69,0.62,0.97
1/23/2019,7.07%,0.105111884,11.05%,0.127364059,21.06%,24.79%,0.46,0.69,0.64,0.97
