Trade_Dt,Annl Fund ,Annl Benchmark,Ann'l Fund Vol,Ann'l Benchmark Vol,Max Drawdown - Fund,Max Drawdown - Bench Mark,Sharpe - Fund,Sharpe - Benchmark,Sortino - Fund,Sortino - Benchmark
1/24/2019,7.50%,0.108941223,11.06%,0.127346113,21.06%,24.79%,0.49,0.72,0.7,1.01
1/25/2019,7.43%,0.115284651,11.05%,0.127503768,21.06%,24.79%,0.49,0.77,0.69,1.08
1/28/2019,7.32%,0.112905655,11.04%,0.12742447,21.06%,24.79%,0.48,0.76,0.67,1.06
1/29/2019,7.41%,0.113538413,11.03%,0.127309241,21.06%,24.79%,0.49,0.76,0.68,1.06
1/30/2019,7.79%,0.116765353,11.03%,0.127262425,21.06%,24.79%,0.52,0.79,0.73,1.1
1/31/2019,8.31%,0.123154861,11.04%,0.127423418,21.06%,24.79%,0.56,0.84,0.79,1.17
2/1/2019,8.63%,0.123073972,11.04%,0.127306312,21.06%,24.79%,0.59,0.84,0.83,1.17
2/4/2019,8.45%,0.121773582,11.03%,0.127201171,21.06%,24.79%,0.58,0.83,0.81,1.15
2/5/2019,8.64%,0.12343704,11.03%,0.127103088,21.06%,24.79%,0.59,0.84,0.83,1.17
2/6/2019,8.27%,0.121528973,11.03%,0.127011953,21.06%,24.79%,0.56,0.82,0.79,1.15
2/7/2019,8.21%,0.118118621,11.02%,0.126975916,21.06%,24.79%,0.56,0.8,0.78,1.11
2/8/2019,8.01%,0.114970181,11.01%,0.126928952,21.06%,24.79%,0.54,0.77,0.76,1.08
2/11/2019,7.75%,0.114527327,11.01%,0.126814972,21.06%,24.79%,0.52,0.77,0.72,1.07
2/12/2019,8.00%,0.117634804,11.00%,0.126766605,21.06%,24.79%,0.54,0.79,0.75,1.11
2/13/2019,7.49%,0.117269457,11.01%,0.126652738,21.06%,24.79%,0.49,0.79,0.69,1.1
2/14/2019,7.87%,0.115772501,11.02%,0.126554092,21.06%,24.79%,0.53,0.78,0.74,1.09
2/15/2019,7.21%,0.111388523,11.04%,0.12657467,21.06%,24.79%,0.47,0.74,0.66,1.04
2/18/2019,7.18%,0.114151067,11.03%,0.126514058,21.06%,24.79%,0.46,0.76,0.65,1.07
2/19/2019,7.13%,0.114052155,11.02%,0.126400328,21.06%,24.79%,0.46,0.76,0.65,1.07
2/20/2019,7.17%,0.119818424,11.02%,0.126521842,21.06%,24.79%,0.46,0.81,0.65,1.13
2/21/2019,7.28%,0.120427242,11.01%,0.126410883,21.06%,24.79%,0.47,0.81,0.66,1.14
2/22/2019,7.37%,0.12418888,11.00%,0.126396542,21.06%,24.79%,0.48,0.84,0.68,1.18
2/25/2019,7.57%,0.128247686,10.99%,0.126398191,21.06%,24.79%,0.5,0.88,0.7,1.22
2/26/2019,7.54%,0.126767629,10.98%,0.126301002,21.06%,24.79%,0.5,0.86,0.7,1.21
2/27/2019,7.59%,0.124801936,10.97%,0.126215929,21.06%,24.79%,0.5,0.85,0.7,1.18
2/28/2019,7.27%,0.119707272,10.97%,0.126285993,21.06%,24.79%,0.47,0.81,0.66,1.13
3/1/2019,7.27%,0.119785865,10.96%,0.126174015,21.06%,24.79%,0.47,0.81,0.66,1.13
3/4/2019,7.27%,0.120548943,10.95%,0.126066282,21.06%,24.79%,0.47,0.81,0.66,1.14
3/5/2019,8.03%,0.121076065,10.99%,0.125956731,21.06%,24.79%,0.54,0.82,0.76,1.14
3/6/2019,8.06%,0.121248513,10.98%,0.125845784,21.06%,24.79%,0.54,0.82,0.76,1.14
3/7/2019,7.77%,0.115328513,10.98%,0.125984894,21.06%,24.79%,0.51,0.77,0.72,1.08
3/8/2019,7.58%,0.108761985,10.98%,0.126184623,21.06%,24.79%,0.5,0.72,0.7,1.01
3/11/2019,8.38%,0.113801702,11.02%,0.126259491,21.06%,24.79%,0.57,0.76,0.8,1.06
3/12/2019,8.33%,0.118477569,11.01%,0.126307272,21.06%,24.79%,0.56,0.8,0.79,1.11
3/13/2019,8.21%,0.117815929,11.01%,0.126200118,21.06%,24.79%,0.55,0.79,0.78,1.11
3/14/2019,8.19%,0.116582583,11.00%,0.126101215,21.06%,24.79%,0.55,0.78,0.77,1.09
3/15/2019,8.59%,0.120615142,11.00%,0.126109122,21.06%,24.79%,0.59,0.81,0.82,1.14
3/18/2019,8.92%,0.125932481,11.00%,0.126203713,21.06%,24.79%,0.61,0.86,0.86,1.2
3/19/2019,8.76%,0.12649658,10.99%,0.126096272,21.06%,24.79%,0.6,0.86,0.84,1.2
3/20/2019,8.58%,0.125140339,10.99%,0.126000444,21.06%,24.79%,0.58,0.85,0.82,1.19
3/21/2019,8.56%,0.12548747,10.98%,0.125892195,21.06%,24.79%,0.58,0.85,0.82,1.19
3/22/2019,7.99%,0.120663298,11.00%,0.1259517,21.06%,24.79%,0.53,0.81,0.75,1.14
3/25/2019,7.93%,0.114994221,10.99%,0.126077202,21.06%,24.79%,0.53,0.77,0.74,1.07
3/26/2019,8.51%,0.116042511,11.01%,0.125976541,21.06%,24.79%,0.58,0.78,0.81,1.08
3/27/2019,8.22%,0.113013187,11.01%,0.125936456,21.06%,24.79%,0.55,0.75,0.78,1.05
3/28/2019,8.69%,0.11358215,11.02%,0.125830686,21.06%,24.79%,0.59,0.76,0.83,1.06
3/29/2019,9.06%,0.119286919,11.02%,0.125965538,21.06%,24.79%,0.63,0.8,0.88,1.12
4/1/2019,9.54%,0.12451185,11.03%,0.126059237,21.06%,24.79%,0.67,0.84,0.94,1.18
4/2/2019,9.48%,0.124765936,11.02%,0.12595205,21.06%,24.79%,0.66,0.84,0.93,1.18
4/3/2019,9.28%,0.128523163,11.02%,0.125947848,21.06%,24.79%,0.64,0.87,0.91,1.22
4/4/2019,8.82%,0.128715918,11.03%,0.125840935,21.06%,24.79%,0.6,0.88,0.85,1.22
4/5/2019,9.01%,0.130454167,11.02%,0.125755826,21.06%,24.79%,0.62,0.89,0.87,1.24
4/8/2019,8.75%,0.131713415,11.02%,0.12566054,21.06%,24.79%,0.6,0.9,0.84,1.26
4/9/2019,9.03%,0.133663299,11.02%,0.125581615,21.06%,24.79%,0.62,0.92,0.87,1.28
4/10/2019,9.11%,0.134704646,11.01%,0.125483206,21.06%,24.79%,0.63,0.92,0.88,1.29
4/11/2019,8.81%,0.130714618,11.01%,0.125493973,21.06%,24.79%,0.6,0.89,0.85,1.25
4/12/2019,8.67%,0.131230867,11.00%,0.125390148,21.06%,24.79%,0.59,0.9,0.83,1.25
4/15/2019,8.66%,0.129774919,10.99%,0.125300677,21.06%,24.79%,0.59,0.88,0.83,1.24
4/16/2019,8.78%,0.132773913,10.98%,0.125261814,21.06%,24.79%,0.6,0.91,0.84,1.27
4/17/2019,8.52%,0.13382751,10.98%,0.12516485,21.06%,24.79%,0.58,0.92,0.81,1.28
4/18/2019,8.22%,0.13190371,10.98%,0.125087896,21.06%,24.79%,0.55,0.9,0.77,1.26
4/19/2019,8.17%,0.131675701,10.97%,0.124983877,21.06%,24.79%,0.55,0.9,0.77,1.26
4/22/2019,7.66%,0.129932859,10.98%,0.124902683,21.06%,24.79%,0.5,0.88,0.71,1.24
4/23/2019,7.63%,0.130052238,10.98%,0.12479881,21.06%,24.79%,0.5,0.89,0.7,1.24
4/24/2019,7.59%,0.12757896,10.97%,0.124741513,21.06%,24.79%,0.5,0.87,0.7,1.21
4/25/2019,7.71%,0.123991396,10.96%,0.124735779,21.06%,24.79%,0.51,0.84,0.71,1.17
4/26/2019,7.79%,0.124364395,10.95%,0.12463346,21.06%,24.79%,0.51,0.84,0.72,1.17
4/29/2019,7.88%,0.126270559,10.94%,0.124557836,21.06%,24.79%,0.52,0.85,0.73,1.2
4/30/2019,8.14%,0.124494204,10.94%,0.124479453,21.06%,24.79%,0.54,0.84,0.76,1.18
5/1/2019,8.12%,0.124827005,10.93%,0.124377653,21.06%,24.79%,0.54,0.84,0.76,1.18
5/2/2019,7.75%,0.124025855,10.93%,0.124280436,21.06%,24.79%,0.51,0.84,0.72,1.17
5/3/2019,7.87%,0.125503781,10.93%,0.124194931,21.06%,24.79%,0.52,0.85,0.73,1.19
5/6/2019,6.91%,0.116646454,11.00%,0.124692406,21.06%,24.79%,0.44,0.78,0.61,1.09
5/7/2019,6.73%,0.11410944,11.00%,0.124641068,21.06%,24.79%,0.42,0.76,0.59,1.06
5/8/2019,6.52%,0.111311061,10.99%,0.124601248,21.06%,24.79%,0.4,0.74,0.56,1.03
5/9/2019,6.24%,0.101297962,10.99%,0.125284134,21.06%,24.79%,0.38,0.66,0.53,0.92
5/10/2019,6.26%,0.10334682,10.98%,0.125215458,21.06%,24.79%,0.38,0.67,0.53,0.94
5/13/2019,5.26%,0.095779815,11.07%,0.125569785,21.06%,24.79%,0.29,0.61,0.41,0.85
5/14/2019,5.14%,0.094743521,11.06%,0.125476778,21.06%,24.79%,0.28,0.6,0.39,0.84
5/15/2019,5.22%,0.095254878,11.06%,0.125377075,21.06%,24.79%,0.29,0.61,0.4,0.85
5/16/2019,5.07%,0.092996267,11.05%,0.1253177,21.06%,24.79%,0.27,0.59,0.39,0.82
5/17/2019,5.04%,0.086401015,11.04%,0.125572238,21.06%,24.79%,0.27,0.54,0.38,0.75
5/20/2019,5.50%,0.085242261,11.05%,0.125482358,21.06%,24.79%,0.31,0.53,0.44,0.74
5/21/2019,5.93%,0.087318463,11.06%,0.125416954,21.06%,24.79%,0.35,0.54,0.49,0.76
5/22/2019,6.11%,0.086827432,11.06%,0.125318222,21.06%,24.79%,0.36,0.54,0.51,0.75
5/23/2019,5.48%,0.081159482,11.09%,0.125485642,21.06%,24.79%,0.31,0.49,0.43,0.69
5/24/2019,5.71%,0.081913472,11.08%,0.125389698,21.06%,24.79%,0.33,0.5,0.46,0.7
5/27/2019,5.57%,0.083029186,11.08%,0.125299656,21.06%,24.79%,0.32,0.51,0.45,0.71
5/28/2019,5.81%,0.082515857,11.07%,0.125201888,21.06%,24.79%,0.34,0.5,0.48,0.71
5/29/2019,5.67%,0.081218912,11.07%,0.125116584,21.06%,24.79%,0.33,0.49,0.46,0.69
5/30/2019,5.81%,0.085284489,11.06%,0.125157944,21.06%,24.79%,0.34,0.53,0.48,0.74
5/31/2019,5.86%,0.086600898,11.05%,0.125072856,21.06%,24.79%,0.34,0.54,0.48,0.75
6/3/2019,6.52%,0.091047416,11.09%,0.125141325,21.06%,24.79%,0.4,0.57,0.56,0.8
6/4/2019,6.17%,0.089718082,11.09%,0.125057298,21.06%,24.79%,0.37,0.56,0.52,0.78
6/5/2019,5.92%,0.089424957,11.09%,0.124959117,21.06%,24.79%,0.35,0.56,0.49,0.78
6/6/2019,5.75%,0.088498298,11.08%,0.124867871,21.06%,24.79%,0.33,0.55,0.47,0.77
6/7/2019,5.74%,0.090352442,11.07%,0.124798326,21.06%,24.79%,0.33,0.57,0.47,0.79
6/10/2019,6.02%,0.096498523,11.07%,0.125022726,21.06%,24.79%,0.36,0.62,0.5,0.86
6/11/2019,6.41%,0.100812599,11.08%,0.125080992,21.06%,24.79%,0.39,0.65,0.55,0.91
6/12/2019,6.25%,0.098343992,11.07%,0.12503412,21.06%,24.79%,0.38,0.63,0.53,0.88
6/13/2019,6.36%,0.096542709,11.07%,0.124963743,21.06%,24.79%,0.38,0.62,0.54,0.86
6/14/2019,5.90%,0.093471941,11.08%,0.124946061,21.06%,24.79%,0.35,0.59,0.48,0.83
6/17/2019,5.72%,0.091628218,11.07%,0.124877732,21.06%,24.79%,0.33,0.58,0.46,0.81
6/18/2019,5.90%,0.097008971,11.07%,0.125028908,21.06%,24.79%,0.34,0.62,0.48,0.87
6/19/2019,6.09%,0.102918295,11.06%,0.125228826,21.06%,24.79%,0.36,0.67,0.51,0.93
6/20/2019,6.73%,0.109309181,11.10%,0.125475725,21.06%,24.79%,0.42,0.72,0.59,1
6/21/2019,6.74%,0.108915402,11.09%,0.125379645,21.06%,24.79%,0.42,0.71,0.59,1
6/24/2019,6.65%,0.109192928,11.08%,0.125282994,21.06%,24.79%,0.41,0.72,0.58,1
6/25/2019,6.32%,0.106099984,11.08%,0.125266109,21.06%,24.79%,0.38,0.69,0.54,0.97
6/26/2019,6.51%,0.107122606,11.08%,0.125177837,21.06%,24.79%,0.4,0.7,0.56,0.98
6/27/2019,6.82%,0.110055373,11.08%,0.125153135,21.06%,24.79%,0.43,0.72,0.6,1.01
6/28/2019,6.88%,0.109895908,11.07%,0.125056928,21.06%,24.79%,0.43,0.72,0.6,1.01
7/1/2019,6.96%,0.113542983,11.06%,0.125072111,21.06%,24.79%,0.44,0.75,0.61,1.05
7/2/2019,7.02%,0.113660848,11.05%,0.124976104,21.06%,24.79%,0.44,0.75,0.62,1.05
7/3/2019,7.23%,0.111947103,11.05%,0.124905136,21.06%,24.79%,0.46,0.74,0.65,1.03
7/4/2019,7.43%,0.114003792,11.05%,0.124844701,21.06%,24.79%,0.48,0.75,0.67,1.05
7/5/2019,7.26%,0.111949986,11.04%,0.124785005,21.06%,24.79%,0.46,0.74,0.65,1.03
7/8/2019,6.59%,0.106445837,11.08%,0.124944638,21.06%,24.79%,0.4,0.69,0.57,0.97
7/9/2019,6.87%,0.104803979,11.08%,0.124872691,21.06%,24.79%,0.43,0.68,0.6,0.95
7/10/2019,7.31%,0.107278138,11.09%,0.124829762,21.06%,24.79%,0.47,0.7,0.66,0.98
7/11/2019,7.94%,0.109718075,11.12%,0.124785436,21.06%,24.79%,0.52,0.72,0.73,1.01
7/12/2019,7.64%,0.107886847,11.12%,0.124719674,21.06%,24.79%,0.5,0.7,0.7,0.99
7/15/2019,7.33%,0.110544854,11.12%,0.124685405,21.06%,24.79%,0.47,0.73,0.66,1.02
7/16/2019,7.01%,0.111469092,11.13%,0.124598167,21.06%,24.79%,0.44,0.73,0.62,1.03
7/17/2019,6.83%,0.109435714,11.12%,0.124539759,21.06%,24.79%,0.42,0.72,0.6,1
7/18/2019,6.73%,0.108022313,11.11%,0.124463277,21.06%,24.79%,0.42,0.71,0.59,0.99
7/19/2019,6.22%,0.110223083,11.13%,0.124411046,21.06%,24.79%,0.37,0.72,0.52,1.01
7/22/2019,5.78%,0.108620582,11.15%,0.124339936,21.06%,24.79%,0.33,0.71,0.47,0.99
7/23/2019,5.35%,0.109130668,11.16%,0.124248699,21.06%,24.79%,0.3,0.71,0.42,1
7/24/2019,5.17%,0.108940231,11.15%,0.124155883,21.06%,24.79%,0.28,0.71,0.39,1
7/25/2019,5.29%,0.108597628,11.14%,0.124064016,21.06%,24.79%,0.29,0.71,0.41,0.99
7/26/2019,5.39%,0.106204811,11.14%,0.124021599,21.06%,24.79%,0.3,0.69,0.42,0.97
7/29/2019,5.21%,0.104904188,11.13%,0.123944134,21.06%,24.79%,0.28,0.68,0.4,0.95
7/30/2019,5.02%,0.103753588,11.13%,0.123863663,21.06%,24.79%,0.27,0.67,0.38,0.94
7/31/2019,5.14%,0.101210437,11.12%,0.123829121,21.06%,24.79%,0.28,0.65,0.39,0.91
8/1/2019,4.95%,0.096148234,11.12%,0.123964813,21.06%,24.79%,0.26,0.61,0.37,0.85
8/2/2019,5.10%,0.087661429,11.11%,0.124513249,21.06%,24.79%,0.27,0.54,0.38,0.76
8/5/2019,3.73%,0.074995615,11.30%,0.125850004,21.06%,24.79%,0.15,0.44,0.22,0.62
8/6/2019,3.79%,0.074777336,11.30%,0.125757378,21.06%,24.79%,0.16,0.44,0.22,0.62
8/7/2019,3.68%,0.074669885,11.29%,0.125664598,21.06%,24.79%,0.15,0.44,0.21,0.61
8/8/2019,4.68%,0.079368166,11.39%,0.125777328,21.06%,24.79%,0.24,0.48,0.33,0.67
8/9/2019,4.94%,0.077995888,11.39%,0.125702316,21.06%,24.79%,0.26,0.47,0.37,0.65
8/12/2019,4.40%,0.075238274,11.41%,0.125680601,21.06%,24.79%,0.21,0.44,0.3,0.62
8/13/2019,4.10%,0.072961997,11.42%,0.125636953,21.06%,24.79%,0.19,0.43,0.26,0.59
8/14/2019,3.66%,0.071081382,11.43%,0.125578323,21.06%,24.79%,0.15,0.41,0.21,0.57
8/15/2019,3.50%,0.070617995,11.42%,0.125488491,21.06%,24.79%,0.13,0.41,0.19,0.57
8/16/2019,3.85%,0.073384187,11.43%,0.125468778,21.06%,24.79%,0.16,0.43,0.23,0.6
8/19/2019,4.06%,0.076323576,11.43%,0.125458293,21.06%,24.79%,0.18,0.45,0.26,0.63
8/20/2019,3.82%,0.077190729,11.42%,0.12537369,21.06%,24.79%,0.16,0.46,0.23,0.64
8/21/2019,3.64%,0.078301368,11.42%,0.125293764,21.06%,24.79%,0.15,0.47,0.21,0.65
8/22/2019,3.21%,0.075211695,11.43%,0.125292607,21.44%,24.79%,0.11,0.44,0.15,0.62
8/23/2019,2.70%,0.074302703,11.45%,0.12520967,22.49%,24.79%,0.06,0.44,0.09,0.61
8/26/2019,2.39%,0.069074125,11.45%,0.125377359,23.12%,24.79%,0.04,0.39,0.05,0.55
8/27/2019,2.45%,0.070513738,11.45%,0.125306198,23.12%,24.79%,0.04,0.41,0.06,0.57
8/28/2019,2.44%,0.070766114,11.44%,0.12521618,23.12%,24.79%,0.04,0.41,0.06,0.57
8/29/2019,2.66%,0.072660244,11.44%,0.125159922,23.12%,24.79%,0.06,0.42,0.09,0.59
8/30/2019,3.02%,0.078253739,11.44%,0.125370788,23.12%,24.79%,0.09,0.47,0.13,0.65
