trade_dt,Country,VaR90D%
8/1/2017,Japan,-3.45248E-05
8/1/2017,Philippines,-0.001725139
8/1/2017,Chile,-0.000165714
8/1/2017,Mexico,-0.001628218
8/1/2017,Indonesia,-0.00039242
8/1/2017,Thailand,7.21587E-06
8/1/2017,United States,-0.000305455
8/1/2017,China,-0.000200404
8/1/2017,Brazil,-0.005987719
8/2/2017,China,-0.000205763
8/2/2017,Chile,-0.000151656
8/2/2017,Mexico,-0.001561033
8/2/2017,Thailand,1.24462E-05
8/2/2017,United States,-0.00029017
8/2/2017,Indonesia,-0.000421388
8/2/2017,India,-0.005520365
8/2/2017,Brazil,-0.006420626
8/2/2017,Philippines,-0.00175801
8/2/2017,Japan,-4.40116E-05
8/2/2017,Taiwan,-0.00019244
8/3/2017,Chile,-0.000145161
8/3/2017,China,-0.000209316
8/3/2017,Philippines,-0.001790139
8/3/2017,India,-0.005549028
8/3/2017,Indonesia,-0.000408544
8/3/2017,Brazil,-0.006359943
8/3/2017,Taiwan,-0.000191457
8/3/2017,United States,-0.000296572
8/3/2017,Thailand,8.26491E-06
8/3/2017,Mexico,-0.001567752
8/3/2017,Japan,-3.98772E-05
8/4/2017,Philippines,-0.001742995
8/4/2017,Chile,-0.000143767
8/4/2017,Mexico,-0.00155047
8/4/2017,Taiwan,-0.000178012
8/4/2017,Japan,-3.91256E-05
8/4/2017,China,-0.000209875
8/4/2017,United States,-0.00029445
8/4/2017,Indonesia,-0.000439139
8/4/2017,India,-0.00553351
8/4/2017,Thailand,7.10104E-06
8/4/2017,Brazil,-0.006297521
8/7/2017,Mexico,-0.001512129
8/7/2017,Chile,-0.000143167
8/7/2017,China,-0.000211324
8/7/2017,Philippines,-0.001763234
8/7/2017,Japan,-4.70165E-05
8/7/2017,United States,-0.000293621
8/7/2017,Thailand,4.81252E-06
8/7/2017,Brazil,-0.006320017
8/7/2017,India,-0.005629472
8/7/2017,Taiwan,-0.000187366
8/7/2017,Indonesia,-0.000410042
8/8/2017,Chile,-0.000137551
8/8/2017,Mexico,-0.001517821
8/8/2017,United States,-0.000291235
8/8/2017,Thailand,6.54591E-06
8/8/2017,China,-0.000212238
8/8/2017,Taiwan,-0.000181018
8/8/2017,Japan,-5.70222E-05
8/8/2017,Philippines,-0.001789983
8/8/2017,India,-0.005519716
8/8/2017,Brazil,-0.006302861
8/8/2017,Indonesia,-0.000415102
8/9/2017,Thailand,2.83806E-06
8/9/2017,United States,-0.000305003
8/9/2017,India,-0.005534379
8/9/2017,Brazil,-0.006207149
8/9/2017,Taiwan,-0.000181555
8/9/2017,Philippines,-0.001889959
8/9/2017,Japan,-9.60489E-05
8/9/2017,Chile,-0.000145381
8/9/2017,Mexico,-0.001539591
8/9/2017,China,-0.000208703
8/9/2017,Indonesia,-0.000468957
8/10/2017,Chile,-0.000140994
8/10/2017,Mexico,-0.001638342
8/10/2017,Thailand,1.13751E-05
8/10/2017,United States,-0.000351552
8/10/2017,Japan,2.98978E-05
8/10/2017,Indonesia,-0.000467313
8/10/2017,China,-0.000225081
8/10/2017,India,-0.00606758
8/10/2017,Taiwan,-0.000256581
8/10/2017,Brazil,-0.00605897
8/10/2017,Philippines,-0.001886066
8/11/2017,China,-0.000227666
8/11/2017,Brazil,-0.005944596
8/11/2017,Indonesia,-0.000476194
8/11/2017,Taiwan,-0.000256526
8/11/2017,Chile,-0.000133493
8/11/2017,Japan,2.9314E-05
8/11/2017,Mexico,-0.001621165
8/11/2017,Philippines,-0.001848837
8/11/2017,India,-0.006142396
8/11/2017,United States,-0.000347463
8/11/2017,Thailand,9.67696E-06
8/14/2017,China,-0.000221717
8/14/2017,Indonesia,-0.000496014
8/14/2017,Taiwan,-0.000258201
8/14/2017,Brazil,-0.005791797
8/14/2017,India,-0.006421451
8/14/2017,Philippines,-0.001723353
8/14/2017,Thailand,1.98279E-05
8/14/2017,United States,-0.000351617
8/14/2017,Japan,1.69875E-05
8/14/2017,Chile,-0.000126476
8/14/2017,Mexico,-0.001622528
8/15/2017,Mexico,-0.001537462
8/15/2017,Taiwan,-0.000275955
8/15/2017,Chile,-0.000123392
8/15/2017,Japan,-1.04853E-05
8/15/2017,Philippines,-0.00178675
8/15/2017,China,-0.000222157
8/15/2017,Indonesia,-0.000486735
8/15/2017,United States,-0.000335147
8/15/2017,Brazil,-0.00562397
8/15/2017,Thailand,-8.03089E-06
8/15/2017,India,-0.00636103
8/16/2017,Chile,-2.09297E-05
8/16/2017,United States,-0.000310861
8/16/2017,Thailand,-5.97357E-05
8/16/2017,Japan,0.000211171
8/16/2017,Mexico,-0.00148661
8/16/2017,China,-0.0002428
8/16/2017,Indonesia,-0.000654094
8/16/2017,India,-0.006323244
8/16/2017,Taiwan,-0.000436622
8/16/2017,Brazil,-0.00258668
8/16/2017,Philippines,-0.001251544
8/17/2017,India,-0.006452318
8/17/2017,Taiwan,-0.000396727
8/17/2017,Indonesia,-0.000584834
8/17/2017,Thailand,-6.67821E-05
8/17/2017,United States,-0.00030037
8/17/2017,Brazil,-0.002273516
8/17/2017,China,-0.000252165
8/17/2017,Chile,2.90088E-06
8/17/2017,Mexico,-0.001462103
8/17/2017,Japan,0.000233521
8/17/2017,Philippines,-0.001098001
8/18/2017,China,-0.000243519
8/18/2017,Philippines,-0.001060529
8/18/2017,Chile,3.43844E-06
8/18/2017,Mexico,-0.001410403
8/18/2017,Japan,0.000231663
8/18/2017,Thailand,-6.78414E-05
8/18/2017,United States,-0.00030038
8/18/2017,Indonesia,-0.000597749
8/18/2017,Brazil,-0.0022794
8/18/2017,India,-0.006465303
8/18/2017,Taiwan,-0.000365786
8/21/2017,Chile,1.12435E-06
8/21/2017,Mexico,-0.00157726
8/21/2017,Japan,0.000285278
8/21/2017,Thailand,-8.6561E-05
8/21/2017,China,-0.000210804
8/21/2017,United States,-0.000319768
8/21/2017,Indonesia,-0.000417032
8/21/2017,India,-0.006370546
8/21/2017,Brazil,-0.001710556
8/21/2017,Philippines,-0.001190369
8/21/2017,Taiwan,-0.00042634
8/22/2017,Philippines,-0.001161004
8/22/2017,Chile,-1.36117E-05
8/22/2017,Mexico,-0.001577943
8/22/2017,Indonesia,-0.00039165
8/22/2017,China,-0.000203281
8/22/2017,Taiwan,-0.000430654
8/22/2017,Brazil,-0.001819126
8/22/2017,Thailand,-9.40744E-05
8/22/2017,United States,-0.00032461
8/22/2017,India,-0.006306559
8/22/2017,Japan,0.00029469
8/23/2017,Philippines,-0.001146762
8/23/2017,Japan,0.000313981
8/23/2017,Taiwan,-0.000453799
8/23/2017,Mexico,-0.001549729
8/23/2017,Chile,-1.42979E-05
8/23/2017,China,-0.000204956
8/23/2017,Thailand,-9.68558E-05
8/23/2017,United States,-0.000345948
8/23/2017,Brazil,-0.001843002
8/23/2017,India,-0.006114315
8/23/2017,Indonesia,-0.000415903
8/24/2017,United States,-0.00034498
8/24/2017,Thailand,-9.65084E-05
8/24/2017,Mexico,-0.001483418
8/24/2017,Japan,0.000275587
8/24/2017,Philippines,-0.001101254
8/24/2017,Chile,-1.36849E-05
8/24/2017,China,-0.000213029
8/24/2017,Taiwan,-0.000453744
8/24/2017,India,-0.006166969
8/24/2017,Brazil,-0.001860315
8/24/2017,Indonesia,-0.000410705
8/25/2017,United States,-0.00013367
8/25/2017,India,-0.006131027
8/25/2017,Brazil,-0.001831383
8/25/2017,China,-0.000222518
8/25/2017,Thailand,-9.91933E-05
8/25/2017,Indonesia,-0.000416008
8/25/2017,Japan,0.000278508
8/25/2017,Chile,-5.91219E-06
8/25/2017,Mexico,-0.001449883
8/25/2017,Taiwan,-0.000452255
8/25/2017,Philippines,-0.001121313
8/28/2017,United States,-0.000125624
8/28/2017,Thailand,-0.000105157
8/28/2017,Indonesia,-0.000337549
8/28/2017,Brazil,-0.001794293
8/28/2017,Taiwan,-0.000450137
8/28/2017,India,-0.006880461
8/28/2017,Mexico,-0.001026879
8/28/2017,Philippines,-0.000952761
8/28/2017,Chile,-5.40921E-06
8/28/2017,China,-0.000220407
8/28/2017,Japan,0.000240361
8/29/2017,Japan,0.000210143
8/29/2017,Philippines,-0.001108862
8/29/2017,Chile,-6.37053E-06
8/29/2017,Mexico,-0.001127137
8/29/2017,China,-0.000247083
8/29/2017,Indonesia,-0.000313676
8/29/2017,Brazil,-0.00183508
8/29/2017,United States,-0.000129893
8/29/2017,India,-0.006508551
8/29/2017,Thailand,-6.10813E-05
8/29/2017,Taiwan,-0.000458677
8/30/2017,Taiwan,-0.000537504
8/30/2017,Japan,0.000223426
8/30/2017,Philippines,-0.000930075
8/30/2017,Chile,-7.41106E-06
8/30/2017,Mexico,-0.001159428
8/30/2017,China,-0.000247907
8/30/2017,Indonesia,-0.000253589
8/30/2017,Thailand,-4.61069E-05
8/30/2017,United States,-0.000125749
8/30/2017,India,-0.006762219
8/30/2017,Brazil,-0.001801696
8/31/2017,India,-0.006731542
8/31/2017,Philippines,-0.000919996
8/31/2017,Brazil,-0.00182778
8/31/2017,Taiwan,-0.000570642
8/31/2017,Chile,-7.18947E-06
8/31/2017,Mexico,-0.001149334
8/31/2017,Japan,0.000226253
8/31/2017,Thailand,-4.72295E-05
8/31/2017,United States,-0.000126
8/31/2017,China,-0.000253575
8/31/2017,Indonesia,-0.000250632
9/1/2017,United States,-0.00012488
9/1/2017,Thailand,-4.83879E-05
9/1/2017,India,-0.006707365
9/1/2017,Indonesia,-0.000249573
9/1/2017,Brazil,-0.001823375
9/1/2017,China,-0.000252014
9/1/2017,Philippines,-0.000904304
9/1/2017,Japan,0.000217314
9/1/2017,Mexico,-0.001132063
9/1/2017,Taiwan,-0.000564366
9/4/2017,Thailand,-2.06681E-05
9/4/2017,United States,-0.000128823
9/4/2017,Japan,0.000222479
9/4/2017,Mexico,-0.00105967
9/4/2017,China,-0.000243614
9/4/2017,Indonesia,-0.000243216
9/4/2017,Philippines,-0.000808343
9/4/2017,Brazil,-0.001905291
9/4/2017,India,-0.006706483
9/4/2017,Taiwan,-0.000597991
9/5/2017,Indonesia,-0.000239513
9/5/2017,China,-0.00024518
9/5/2017,United States,-0.000181144
9/5/2017,Thailand,-6.12603E-06
9/5/2017,Brazil,-0.001899928
9/5/2017,India,-0.006704917
9/5/2017,Mexico,-0.001069616
9/5/2017,Philippines,-0.000823135
9/5/2017,Japan,0.000224194
9/5/2017,Taiwan,-0.00060899
9/6/2017,Mexico,-0.001070338
9/6/2017,Japan,0.000196662
9/6/2017,Philippines,-0.000759941
9/6/2017,Taiwan,-0.000517589
9/6/2017,India,-0.006610622
9/6/2017,Brazil,-0.001935894
9/6/2017,Indonesia,-0.000239089
9/6/2017,China,-0.000244337
9/6/2017,United States,-0.000239779
9/6/2017,Thailand,-5.52289E-06
9/7/2017,Mexico,-0.001141826
9/7/2017,China,-0.000232319
9/7/2017,Thailand,-2.98414E-05
9/7/2017,United States,-0.000324018
9/7/2017,Japan,0.0001571
9/7/2017,Taiwan,-0.000521412
9/7/2017,India,-0.00667002
9/7/2017,Philippines,-0.000911182
9/7/2017,Indonesia,-0.00021387
9/7/2017,Brazil,-0.00189158
9/8/2017,Thailand,-2.3727E-05
9/8/2017,United States,-0.000393774
9/8/2017,India,-0.006634097
9/8/2017,Brazil,-0.001910261
9/8/2017,Taiwan,-0.00055714
9/8/2017,Indonesia,-0.000215559
9/8/2017,Mexico,-0.001052457
9/8/2017,China,-0.000233696
9/8/2017,Philippines,-0.000896195
9/8/2017,Japan,0.000152334
9/11/2017,India,-0.006664041
9/11/2017,Taiwan,-0.000549395
9/11/2017,Brazil,-0.001861199
9/11/2017,Philippines,-0.000907458
9/11/2017,Thailand,-2.48591E-05
9/11/2017,Mexico,-0.001163446
9/11/2017,United States,-0.000417061
9/11/2017,Japan,0.000128195
9/11/2017,China,-0.000250162
9/11/2017,Indonesia,-0.000164827
9/12/2017,Thailand,-1.19097E-05
9/12/2017,United States,-0.00043026
9/12/2017,India,-0.006547723
9/12/2017,Japan,0.000142411
9/12/2017,China,-0.000266425
9/12/2017,Taiwan,-0.000571292
9/12/2017,Indonesia,-0.000109163
9/12/2017,Brazil,-0.0017466
9/12/2017,Philippines,-0.000963799
9/12/2017,Mexico,-0.001113158
9/13/2017,Indonesia,-0.000133938
9/13/2017,India,-0.006481443
9/13/2017,Brazil,-0.001769169
9/13/2017,China,-0.000272281
9/13/2017,United States,-0.000414749
9/13/2017,Mexico,-0.001117854
9/13/2017,Thailand,3.07592E-06
9/13/2017,Philippines,-0.000860103
9/13/2017,Taiwan,-0.00055654
9/13/2017,Japan,0.000124114
9/14/2017,Japan,0.000124458
9/14/2017,Mexico,-0.001101196
9/14/2017,Philippines,-0.000823145
9/14/2017,Taiwan,-0.000561388
9/14/2017,China,-0.000281789
9/14/2017,Indonesia,-0.000152481
9/14/2017,Brazil,-0.001797047
9/14/2017,India,-0.006469142
9/14/2017,United States,-0.000427521
9/14/2017,Thailand,-6.76453E-06
9/15/2017,United States,-0.00045359
9/15/2017,Mexico,-0.001041313
9/15/2017,Thailand,3.38159E-07
9/15/2017,Japan,0.00012188
9/15/2017,Taiwan,-0.00056
9/15/2017,Brazil,-0.001869799
9/15/2017,India,-0.006386599
9/15/2017,Philippines,-0.000840639
9/15/2017,Indonesia,-0.000164131
9/15/2017,China,-0.000279998
9/18/2017,Philippines,-0.00073371
9/18/2017,Japan,0.00010737
9/18/2017,China,-0.000323137
9/18/2017,Mexico,-0.001012088
9/18/2017,Taiwan,-0.000534295
9/18/2017,Indonesia,-0.00016992
9/18/2017,United States,-0.000432162
9/18/2017,India,-0.006607836
9/18/2017,Brazil,-0.00190067
9/18/2017,Thailand,1.57253E-05
9/19/2017,United States,-0.000435048
9/19/2017,Thailand,1.65571E-05
9/19/2017,Indonesia,-0.000167606
9/19/2017,Brazil,-0.001907748
9/19/2017,India,-0.006561086
9/19/2017,Taiwan,-0.000537597
9/19/2017,Japan,0.000109913
9/19/2017,China,-0.000326708
9/19/2017,Philippines,-0.000718841
9/19/2017,Mexico,-0.001034057
9/20/2017,India,-0.006542481
9/20/2017,Brazil,-0.001945765
9/20/2017,Indonesia,-0.00018382
9/20/2017,Thailand,2.7069E-05
9/20/2017,United States,-0.000449601
9/20/2017,China,-0.000333235
9/20/2017,Taiwan,-0.000534228
9/20/2017,Mexico,-0.001045825
9/20/2017,Philippines,-0.000666839
9/20/2017,Japan,8.4031E-05
9/21/2017,China,-0.000363426
9/21/2017,Indonesia,-0.000209751
9/21/2017,Mexico,-0.001090658
9/21/2017,Thailand,1.17972E-05
9/21/2017,United States,-0.000462801
9/21/2017,Japan,8.93417E-06
9/21/2017,Brazil,-0.001912866
9/21/2017,Taiwan,-0.000519723
9/21/2017,India,-0.006499271
9/21/2017,Philippines,-0.000606944
9/22/2017,India,-0.006202467
9/22/2017,Taiwan,-0.000569681
9/22/2017,Philippines,-0.000626513
9/22/2017,Mexico,-0.001096445
9/22/2017,Japan,7.53323E-06
9/22/2017,China,-0.000372014
9/22/2017,United States,-0.000451286
9/22/2017,Thailand,6.2477E-06
9/22/2017,Indonesia,-0.000216077
9/22/2017,Brazil,-0.00203672
9/25/2017,China,-0.000406134
9/25/2017,India,-0.006555415
9/25/2017,Philippines,-0.000926512
9/25/2017,Indonesia,-0.000447781
9/25/2017,Taiwan,-0.000528258
9/25/2017,Brazil,-0.001940698
9/25/2017,Thailand,-5.31278E-05
9/25/2017,United States,-0.000348872
9/25/2017,Mexico,-0.000920119
9/25/2017,Japan,2.3241E-05
9/26/2017,Mexico,-0.000916174
9/26/2017,Japan,2.83658E-05
9/26/2017,Taiwan,-0.000530207
9/26/2017,Philippines,-0.000929092
9/26/2017,United States,-0.000351397
9/26/2017,India,-0.006596281
9/26/2017,Brazil,-0.001966789
9/26/2017,China,-0.000404346
9/26/2017,Thailand,-5.49696E-05
9/26/2017,Indonesia,-0.000456553
9/27/2017,United States,-0.000352659
9/27/2017,Thailand,-3.30712E-05
9/27/2017,India,-0.006687895
9/27/2017,Brazil,-0.002017793
9/27/2017,China,-0.000411463
9/27/2017,Indonesia,-0.000423423
9/27/2017,Mexico,-0.00097321
9/27/2017,Taiwan,-0.000558353
9/27/2017,Japan,3.84066E-05
9/27/2017,Philippines,-0.000952923
9/28/2017,Indonesia,-0.000407249
9/28/2017,Brazil,-0.002673737
9/28/2017,Philippines,-0.000926757
9/28/2017,India,-0.006581266
9/28/2017,Mexico,-0.001015406
9/28/2017,Thailand,-5.55493E-05
9/28/2017,United States,-0.000266916
9/28/2017,China,-0.000374095
9/28/2017,Japan,5.01525E-05
9/28/2017,Taiwan,-0.000581822
9/29/2017,Philippines,-0.000922328
9/29/2017,Mexico,-0.001007761
9/29/2017,China,-0.000348292
9/29/2017,Japan,4.54956E-05
9/29/2017,Indonesia,-0.00039819
9/29/2017,India,-0.006666554
9/29/2017,Taiwan,-0.00043298
9/29/2017,Brazil,-0.00294043
9/29/2017,Thailand,-8.52916E-05
9/29/2017,United States,-0.000260866
10/2/2017,China,-0.000256215
10/2/2017,Indonesia,-0.000447864
10/2/2017,Mexico,-0.00098452
10/2/2017,Japan,6.27274E-05
10/2/2017,Thailand,-0.000121726
10/2/2017,United States,-0.000241701
10/2/2017,Taiwan,-0.000414099
10/2/2017,India,-0.006414726
10/2/2017,Philippines,-0.000887513
10/2/2017,Brazil,-0.00316091
10/3/2017,Indonesia,-0.000496422
10/3/2017,China,-0.000342496
10/3/2017,Taiwan,-0.000402973
10/3/2017,Brazil,-0.00349349
10/3/2017,Philippines,-0.000957675
10/3/2017,Mexico,-0.000956663
10/3/2017,Japan,6.8378E-05
10/3/2017,Thailand,-8.54678E-05
10/3/2017,United States,-0.000188698
10/3/2017,India,-0.006216483
10/4/2017,Taiwan,-0.000395102
10/4/2017,Philippines,-0.000846706
10/4/2017,Japan,6.79871E-05
10/4/2017,China,-0.000349913
10/4/2017,Mexico,-0.000941321
10/4/2017,Indonesia,-0.000506241
10/4/2017,United States,-0.000123395
10/4/2017,India,-0.006353915
10/4/2017,Brazil,-0.003467763
10/4/2017,Thailand,-9.57143E-05
10/5/2017,China,-0.000356057
10/5/2017,United States,-0.000119855
10/5/2017,Thailand,-0.000102299
10/5/2017,Indonesia,-0.000595431
10/5/2017,Brazil,-0.003770794
10/5/2017,India,-0.006196817
10/5/2017,Philippines,-0.00077654
10/5/2017,Japan,3.24113E-05
10/5/2017,Mexico,-0.000938196
10/5/2017,Taiwan,-0.000406457
10/6/2017,China,-0.000351811
10/6/2017,Indonesia,-0.000594587
10/6/2017,India,-0.006152105
10/6/2017,Taiwan,-0.000378905
10/6/2017,Brazil,-0.003767
10/6/2017,Philippines,-0.000771443
10/6/2017,United States,-0.00011956
10/6/2017,Mexico,-0.000921371
10/6/2017,Japan,2.10899E-05
10/6/2017,Thailand,-0.000102081
10/9/2017,Philippines,-0.000769388
10/9/2017,Indonesia,-0.000606673
10/9/2017,Brazil,-0.003883146
10/9/2017,India,-0.006218987
10/9/2017,China,-0.000339295
10/9/2017,United States,-0.000120799
10/9/2017,Mexico,-0.000908707
10/9/2017,Thailand,-0.000103114
10/9/2017,Taiwan,-0.000381685
10/9/2017,Japan,2.0399E-05
10/10/2017,Mexico,-0.000656326
10/10/2017,Philippines,-0.000695242
10/10/2017,China,-0.000314965
10/10/2017,Japan,-7.16408E-06
10/10/2017,United States,-0.000113645
10/10/2017,Thailand,-0.000135729
10/10/2017,India,-0.006327414
10/10/2017,Brazil,-0.004002514
10/10/2017,Indonesia,-0.000640161
10/10/2017,Taiwan,-0.000322271
10/11/2017,Thailand,-0.000156367
10/11/2017,United States,-0.000110651
10/11/2017,Indonesia,-0.000638774
10/11/2017,China,-0.000337937
10/11/2017,Philippines,-0.000834643
10/11/2017,Mexico,-0.000661971
10/11/2017,Japan,-6.58242E-05
10/11/2017,Taiwan,-0.000197151
10/11/2017,India,-0.006107191
10/11/2017,Brazil,-0.003919314
10/12/2017,India,-0.00627693
10/12/2017,Brazil,-0.003842884
10/12/2017,Philippines,-0.000843008
10/12/2017,Taiwan,-0.000193739
10/12/2017,Mexico,-0.000578595
10/12/2017,Japan,-6.05314E-05
10/12/2017,China,-0.000347772
10/12/2017,Thailand,-0.000161454
10/12/2017,United States,-0.000107854
10/12/2017,Indonesia,-0.000598688
10/13/2017,United States,-0.000108722
10/13/2017,Thailand,-0.000159106
10/13/2017,Mexico,-0.000482304
10/13/2017,Japan,-6.92124E-05
10/13/2017,China,-0.000344013
10/13/2017,Brazil,-0.003864288
10/13/2017,Indonesia,-0.000585271
10/13/2017,Philippines,-0.000887837
10/13/2017,Taiwan,-0.000186574
10/13/2017,India,-0.006275565
10/16/2017,China,-0.000318569
10/16/2017,Indonesia,-0.000575447
10/16/2017,Brazil,-0.003900234
10/16/2017,India,-0.006418752
10/16/2017,Thailand,-0.000180953
10/16/2017,United States,-0.000107882
10/16/2017,Mexico,-0.000505385
10/16/2017,Japan,-6.41256E-05
10/16/2017,Philippines,-0.000791126
10/16/2017,Taiwan,-0.000145334
10/17/2017,Philippines,-0.000786898
10/17/2017,India,-0.006382215
10/17/2017,Brazil,-0.004063173
10/17/2017,Taiwan,-0.000172114
10/17/2017,China,-0.000321468
10/17/2017,Indonesia,-0.000568567
10/17/2017,United States,-0.000108379
10/17/2017,Mexico,-0.000443759
10/17/2017,Thailand,-0.000197033
10/17/2017,Japan,-2.79503E-05
10/18/2017,Mexico,-0.000370473
10/18/2017,Taiwan,-0.000180096
10/18/2017,Philippines,-0.000768908
10/18/2017,Japan,-3.9784E-05
10/18/2017,Brazil,-0.004317994
10/18/2017,United States,-0.000107985
10/18/2017,India,-0.00627295
10/18/2017,Thailand,-0.000220647
10/18/2017,Indonesia,-0.000569215
10/18/2017,China,-0.000312559
10/19/2017,Mexico,-0.000331364
10/19/2017,Thailand,-0.000234585
10/19/2017,United States,-0.000111331
10/19/2017,Japan,-4.64885E-05
10/19/2017,Taiwan,-0.000191587
10/19/2017,Indonesia,-0.000548208
10/19/2017,China,-0.000298259
10/19/2017,Brazil,-0.004281728
10/19/2017,India,-0.006366437
10/19/2017,Philippines,-0.000715414
10/20/2017,Taiwan,-0.000192402
10/20/2017,Indonesia,-0.000533305
10/20/2017,India,-0.006297711
10/20/2017,Brazil,-0.004395086
10/20/2017,Thailand,-0.000237964
10/20/2017,United States,-0.000110384
10/20/2017,Philippines,-0.000702184
10/20/2017,Japan,-4.63284E-05
10/20/2017,Mexico,-0.000314208
10/20/2017,China,-0.000292762
10/23/2017,Brazil,-0.004216258
10/23/2017,India,-0.00659291
10/23/2017,Taiwan,-0.000201558
10/23/2017,Philippines,-0.000634055
10/23/2017,China,-0.000309761
10/23/2017,Indonesia,-0.000535285
10/23/2017,Mexico,-0.000253211
10/23/2017,Thailand,-0.000233264
10/23/2017,United States,-0.000111482
10/23/2017,Japan,-6.11924E-05
10/24/2017,Mexico,-0.000220136
10/24/2017,Indonesia,-0.000547594
10/24/2017,Thailand,-0.000236673
10/24/2017,United States,-0.000112536
10/24/2017,China,-0.000311615
10/24/2017,Brazil,-0.004141772
10/24/2017,India,-0.006636871
10/24/2017,Taiwan,-0.000212203
10/24/2017,Philippines,-0.000738016
10/24/2017,Japan,-4.64442E-05
10/25/2017,China,-0.000315484
10/25/2017,Mexico,-0.00021014
10/25/2017,Philippines,-0.000789529
10/25/2017,Indonesia,-0.000530023
10/25/2017,India,-0.006506728
10/25/2017,Brazil,-0.004134807
10/25/2017,Taiwan,-0.000227579
10/25/2017,United States,-0.000112106
10/25/2017,Thailand,-0.000248935
10/25/2017,Japan,-4.98536E-05
10/26/2017,Philippines,-0.000821988
10/26/2017,Mexico,-0.000266344
10/26/2017,Japan,-3.627E-05
10/26/2017,Taiwan,-0.000188772
10/26/2017,China,-0.000359088
10/26/2017,United States,-0.000115517
10/26/2017,Thailand,-0.000230263
10/26/2017,India,-0.00653884
10/26/2017,Brazil,-0.00411538
10/26/2017,Indonesia,-0.000545711
10/27/2017,Thailand,-0.000226708
10/27/2017,United States,-0.000115956
10/27/2017,Mexico,-0.00027257
10/27/2017,Japan,-3.70156E-05
10/27/2017,China,-0.000356842
10/27/2017,Indonesia,-0.000546547
10/27/2017,India,-0.006397986
10/27/2017,Philippines,-0.000841868
10/27/2017,Brazil,-0.004017253
10/27/2017,Taiwan,-0.000193849
10/30/2017,United States,-0.000115056
10/30/2017,Mexico,-0.000202738
10/30/2017,China,-0.000347007
10/30/2017,Thailand,-0.000246699
10/30/2017,Japan,-5.63045E-05
10/30/2017,Taiwan,-0.000175047
10/30/2017,Philippines,-0.000887076
10/30/2017,Indonesia,-0.000513174
10/30/2017,Brazil,-0.004047575
10/30/2017,India,-0.006073119
10/31/2017,United States,-0.000212021
10/31/2017,Thailand,-0.000245062
10/31/2017,India,-0.006169478
10/31/2017,Taiwan,-0.000191142
10/31/2017,Brazil,-0.003668577
10/31/2017,Indonesia,-0.00046441
10/31/2017,Philippines,-0.000889442
10/31/2017,Mexico,-0.000173394
10/31/2017,China,-0.000342254
10/31/2017,Japan,-4.33733E-05
11/1/2017,Japan,-4.48846E-05
11/1/2017,Mexico,-0.000212673
11/1/2017,Indonesia,-0.000492056
11/1/2017,China,-0.00033622
11/1/2017,Thailand,-0.000242489
11/1/2017,United States,-0.000277168
11/1/2017,India,-0.006044682
11/1/2017,Brazil,-0.003676581
11/1/2017,Taiwan,-0.00019258
11/1/2017,Philippines,-0.000900865
11/2/2017,Japan,-4.29147E-05
11/2/2017,Taiwan,-0.000157319
11/2/2017,Mexico,-0.000205008
11/2/2017,Philippines,-0.001001879
11/2/2017,China,-0.00034266
11/2/2017,Indonesia,-0.000471471
11/2/2017,Thailand,-0.00022707
11/2/2017,United States,-0.000276661
11/2/2017,Brazil,-0.003612237
11/2/2017,India,-0.006120887
11/3/2017,Philippines,-0.001275887
11/3/2017,India,-0.006123702
11/3/2017,Taiwan,-0.000188296
11/3/2017,Japan,-4.82637E-05
11/3/2017,United States,-0.000311486
11/3/2017,Mexico,-0.000214453
11/3/2017,Thailand,-0.000212037
11/3/2017,China,-0.000321675
11/3/2017,Brazil,-0.003582126
11/3/2017,Indonesia,-0.000415797
11/6/2017,Japan,-7.5008E-05
11/6/2017,Mexico,-0.000390485
11/6/2017,Taiwan,-0.000199578
11/6/2017,Philippines,-0.001423165
11/6/2017,Thailand,-0.00022527
11/6/2017,United States,-0.000340051
11/6/2017,China,-0.000330475
11/6/2017,Brazil,-0.003316148
11/6/2017,Indonesia,-0.000503583
11/6/2017,India,-0.005985348
11/7/2017,United States,-0.000371104
11/7/2017,Japan,-3.87824E-05
11/7/2017,Thailand,-0.00023375
11/7/2017,Mexico,-0.000351628
11/7/2017,China,-0.000327497
11/7/2017,Indonesia,-0.000484767
11/7/2017,India,-0.006022862
11/7/2017,Brazil,-0.003209941
11/7/2017,Philippines,-0.001439251
11/7/2017,Taiwan,-0.000209888
11/8/2017,Indonesia,-0.000478541
11/8/2017,China,-0.000297513
11/8/2017,United States,-0.000315723
11/8/2017,Thailand,-0.000314075
11/8/2017,Brazil,-0.003557352
11/8/2017,India,-0.005123887
11/8/2017,Mexico,-8.47473E-05
11/8/2017,Philippines,-0.001579289
11/8/2017,Japan,-0.000245268
11/8/2017,Taiwan,-9.67163E-05
11/9/2017,Mexico,-0.000141195
11/9/2017,Philippines,-0.00165515
11/9/2017,Japan,-0.000254245
11/9/2017,India,-0.004847243
11/9/2017,Taiwan,-9.31131E-05
11/9/2017,Brazil,-0.003278474
11/9/2017,Indonesia,-0.000487856
11/9/2017,Thailand,-0.000311815
11/9/2017,United States,-0.000335509
11/9/2017,China,-0.000298949
11/10/2017,Mexico,-0.000337459
11/10/2017,Thailand,-0.000363408
11/10/2017,United States,-0.000355489
11/10/2017,China,-0.000294967
11/10/2017,Taiwan,-8.65193E-05
