trade_dt,Country,VaR90D%
5/16/2018,South Korea,-0.000112735
5/16/2018,Mexico,-0.002225378
5/16/2018,Japan,-0.00041302
5/16/2018,Taiwan,-0.000135201
5/16/2018,Philippines,-0.001090653
5/17/2018,Philippines,-0.001135345
5/17/2018,Mexico,-0.002287861
5/17/2018,Japan,-0.000418756
5/17/2018,Thailand,-0.000584767
5/17/2018,United States,-0.00032917
5/17/2018,India,-0.007760037
5/17/2018,South Korea,-0.000111364
5/17/2018,China,-0.000697584
5/17/2018,Brazil,-0.002947323
5/17/2018,Indonesia,-0.000387306
5/17/2018,Taiwan,-0.000135738
5/18/2018,United States,-0.000279191
5/18/2018,Mexico,-0.002320722
5/18/2018,China,-0.000618932
5/18/2018,Thailand,-0.000608092
5/18/2018,Japan,-0.000420988
5/18/2018,Taiwan,-0.000193955
5/18/2018,Philippines,-0.001179058
5/18/2018,Brazil,-0.003063621
5/18/2018,India,-0.007937467
5/18/2018,Indonesia,-0.000424793
5/18/2018,South Korea,-0.000130569
5/21/2018,Philippines,-0.001180843
5/21/2018,Mexico,-0.002365788
5/21/2018,Japan,-0.000425414
5/21/2018,Taiwan,-0.000202058
5/21/2018,China,-0.000631316
5/21/2018,Indonesia,-0.000441147
5/21/2018,South Korea,-0.00012242
5/21/2018,Thailand,-0.000618981
5/21/2018,United States,-0.000279962
5/21/2018,Brazil,-0.00319172
5/21/2018,India,-0.00782951
5/22/2018,Taiwan,-6.66935E-05
5/22/2018,India,-0.007755546
5/22/2018,Philippines,-0.001087474
5/22/2018,Mexico,-0.002309425
5/22/2018,Thailand,-0.000576878
5/22/2018,Japan,-0.000417505
5/22/2018,United States,-0.000278096
5/22/2018,Indonesia,-0.000470429
5/22/2018,Brazil,-0.004046804
5/22/2018,South Korea,-0.000121723
5/22/2018,China,-0.000580344
5/23/2018,India,-0.007723234
5/23/2018,Thailand,-0.00056524
5/23/2018,United States,-0.000280009
5/23/2018,Japan,-0.000443138
5/23/2018,South Korea,-0.000145773
5/23/2018,Indonesia,-0.000465718
5/23/2018,Taiwan,-8.63097E-05
5/23/2018,Brazil,-0.004048303
5/23/2018,China,-0.00062347
5/23/2018,Mexico,-0.00234959
5/23/2018,Philippines,-0.001095129
5/24/2018,China,-0.000726051
5/24/2018,Mexico,-0.002290523
5/24/2018,Indonesia,-0.000467339
5/24/2018,South Korea,-0.000165662
5/24/2018,Brazil,-0.003859221
5/24/2018,Thailand,-0.000532313
5/24/2018,United States,-0.000259676
5/24/2018,India,-0.006932168
5/24/2018,Japan,-0.000434622
5/24/2018,Philippines,-0.001172537
5/24/2018,Taiwan,-8.35317E-05
5/25/2018,Taiwan,-6.38924E-05
5/25/2018,Japan,-0.000332534
5/25/2018,Philippines,-0.000973148
5/25/2018,Mexico,-0.002373086
5/25/2018,China,-0.000577315
5/25/2018,Indonesia,-0.000560127
5/25/2018,South Korea,-0.000206848
5/25/2018,Thailand,-0.000571123
5/25/2018,United States,-0.000206081
5/25/2018,Brazil,-0.003506434
5/25/2018,India,-0.007770082
5/28/2018,China,-0.000524833
5/28/2018,Mexico,-0.002364759
5/28/2018,Philippines,-0.001012168
5/28/2018,Japan,-0.000353373
5/28/2018,India,-0.008088052
5/28/2018,Taiwan,-9.22882E-05
5/28/2018,Brazil,-0.003073573
5/28/2018,Thailand,-0.000542737
5/28/2018,Indonesia,-0.000620988
5/28/2018,South Korea,-0.000230352
5/28/2018,United States,-0.000190677
5/29/2018,Mexico,-0.002321931
5/29/2018,Thailand,-0.000549916
5/29/2018,United States,-0.000187113
5/29/2018,China,-0.000446987
5/29/2018,Taiwan,-9.26621E-05
5/29/2018,Japan,-0.000369662
5/29/2018,Philippines,-0.000988112
5/29/2018,Indonesia,-0.000616882
5/29/2018,South Korea,-0.000226102
5/29/2018,Brazil,-0.003183148
5/29/2018,India,-0.008072143
5/30/2018,Thailand,-0.000547102
5/30/2018,United States,-0.000188132
5/30/2018,India,-0.008143634
5/30/2018,Brazil,-0.003129056
5/30/2018,Taiwan,-0.000144459
5/30/2018,Indonesia,-0.000569037
5/30/2018,China,-0.000413779
5/30/2018,South Korea,-0.000247901
5/30/2018,Philippines,-0.000984552
5/30/2018,Mexico,-0.002329691
5/30/2018,Japan,-0.000351752
5/31/2018,Thailand,-0.00051556
5/31/2018,Brazil,-0.003137761
5/31/2018,India,-0.00805744
5/31/2018,China,-0.000474158
5/31/2018,United States,-0.000188199
5/31/2018,Indonesia,-0.000524594
5/31/2018,South Korea,-0.000283048
5/31/2018,Mexico,-0.00224136
5/31/2018,Philippines,-0.001066814
5/31/2018,Japan,-0.000386343
5/31/2018,Taiwan,-0.000130624
6/1/2018,Mexico,-0.002147245
6/1/2018,Japan,-0.00034325
6/1/2018,Thailand,-0.000509227
6/1/2018,China,-0.000584351
6/1/2018,United States,-0.000193189
6/1/2018,Indonesia,-0.000527163
6/1/2018,South Korea,-0.000320377
6/1/2018,India,-0.00801607
6/1/2018,Brazil,-0.003125513
6/1/2018,Philippines,-0.001084326
6/1/2018,Taiwan,-0.00011484
6/4/2018,United States,-0.000206835
6/4/2018,Thailand,-0.000513931
6/4/2018,China,-0.000629377
6/4/2018,South Korea,-0.000371114
6/4/2018,India,-0.007445696
6/4/2018,Brazil,-0.00341174
6/4/2018,Indonesia,-0.000361017
6/4/2018,Philippines,-0.001230818
6/4/2018,Mexico,-0.002276316
6/4/2018,Taiwan,-0.000149613
6/4/2018,Japan,-0.000446867
6/5/2018,Japan,-0.000421134
6/5/2018,Mexico,-0.002330032
6/5/2018,Taiwan,-0.0001334
6/5/2018,Philippines,-0.001101232
6/5/2018,United States,-0.000209879
6/5/2018,India,-0.007438255
6/5/2018,Brazil,-0.003472263
6/5/2018,Thailand,-0.000509955
6/5/2018,China,-0.000685749
6/5/2018,South Korea,-0.000401035
6/5/2018,Indonesia,-0.0003062
6/6/2018,Mexico,-0.002361698
6/6/2018,Thailand,-0.000496324
6/6/2018,United States,-0.000219523
6/6/2018,Japan,-0.000402713
6/6/2018,India,-0.007757829
6/6/2018,Taiwan,-0.000142253
6/6/2018,Brazil,-0.003385306
6/6/2018,Philippines,-0.001118489
6/6/2018,Indonesia,-0.000282707
6/6/2018,South Korea,-0.000407707
6/6/2018,China,-0.000651455
6/7/2018,Thailand,-0.000506049
6/7/2018,United States,-0.000210832
6/7/2018,India,-0.007718126
6/7/2018,China,-0.000576705
6/7/2018,Taiwan,-9.92301E-05
6/7/2018,South Korea,-0.000392539
6/7/2018,Brazil,-0.003476913
6/7/2018,Indonesia,-0.000210844
6/7/2018,Japan,-0.000353172
6/7/2018,Philippines,-0.001037836
6/7/2018,Mexico,-0.002390635
6/8/2018,South Korea,-0.00045883
6/8/2018,Indonesia,-0.000145078
6/8/2018,India,-0.007390984
6/8/2018,Brazil,-0.004531682
6/8/2018,Philippines,-0.000876367
6/8/2018,China,-0.000500797
6/8/2018,United States,-0.000203908
6/8/2018,Mexico,-0.002351707
6/8/2018,Thailand,-0.000427913
6/8/2018,Japan,-0.000313195
6/8/2018,Taiwan,-7.74848E-05
6/11/2018,Brazil,-0.004595766
6/11/2018,Thailand,-0.000404699
6/11/2018,United States,-0.000207086
6/11/2018,India,-0.007330443
6/11/2018,China,-0.000500751
6/11/2018,Indonesia,-0.000141769
6/11/2018,South Korea,-0.00041618
6/11/2018,Taiwan,-7.50098E-05
6/11/2018,Mexico,-0.002360618
6/11/2018,Japan,-0.000332738
6/11/2018,Philippines,-0.000955659
6/12/2018,China,-0.000674379
6/12/2018,South Korea,-0.000419523
6/12/2018,Brazil,-0.00451297
6/12/2018,Indonesia,-0.0001276
6/12/2018,Thailand,-0.000365924
6/12/2018,United States,-0.00020352
6/12/2018,Japan,-0.000349964
6/12/2018,Mexico,-0.002305171
6/12/2018,India,-0.007448413
6/12/2018,Taiwan,-0.000146901
6/12/2018,Philippines,-0.000947658
6/13/2018,India,-0.00761621
6/13/2018,Taiwan,-0.000164629
6/13/2018,Japan,-0.000344339
6/13/2018,Philippines,-0.000880565
6/13/2018,China,-0.000657447
6/13/2018,Mexico,-0.00233103
6/13/2018,Indonesia,-0.00011882
6/13/2018,United States,-0.000200441
6/13/2018,South Korea,-0.000419599
6/13/2018,Thailand,-0.000370986
6/13/2018,Brazil,-0.00448843
6/14/2018,Thailand,-0.000373042
6/14/2018,United States,-0.000200438
6/14/2018,Japan,-0.000328571
6/14/2018,China,-0.00059195
6/14/2018,Mexico,-0.002274333
6/14/2018,Philippines,-0.000976195
6/14/2018,Indonesia,-0.000114487
6/14/2018,South Korea,-0.000434236
6/14/2018,India,-0.007570204
6/14/2018,Taiwan,-0.000147309
6/14/2018,Brazil,-0.004564129
6/15/2018,Indonesia,-0.00012263
6/15/2018,South Korea,-0.000433993
6/15/2018,Thailand,-0.000388943
6/15/2018,United States,-0.000200184
6/15/2018,China,-0.000608305
6/15/2018,India,-0.007544498
6/15/2018,Brazil,-0.004448938
6/15/2018,Mexico,-0.002233523
6/15/2018,Taiwan,-0.000151687
6/15/2018,Japan,-0.000329279
6/15/2018,Philippines,-0.000964676
6/18/2018,Thailand,-0.000406872
6/18/2018,United States,-0.000199397
6/18/2018,India,-0.007516241
6/18/2018,Taiwan,-0.000177334
6/18/2018,Brazil,-0.004345277
6/18/2018,Indonesia,-0.00015729
6/18/2018,South Korea,-0.000438337
6/18/2018,China,-0.000653186
6/18/2018,Mexico,-0.002271199
6/18/2018,Philippines,-0.001008299
6/18/2018,Japan,-0.000331698
6/19/2018,Philippines,-0.000970188
6/19/2018,India,-0.007389979
6/19/2018,Brazil,-0.004776109
6/19/2018,Indonesia,-0.000151699
6/19/2018,South Korea,-0.000455172
6/19/2018,Thailand,-0.000404845
6/19/2018,United States,-0.000198978
6/19/2018,China,-0.000612997
6/19/2018,Mexico,-0.0023171
6/19/2018,Japan,-0.000316286
6/19/2018,Taiwan,-0.000174577
6/20/2018,Philippines,-0.000942664
6/20/2018,South Korea,-0.000451889
6/20/2018,China,-0.00062865
6/20/2018,Japan,-0.000331423
6/20/2018,Mexico,-0.002491686
6/20/2018,Thailand,-0.000421932
6/20/2018,United States,-0.000189998
6/20/2018,India,-0.007310252
6/20/2018,Taiwan,-0.000197895
6/20/2018,Brazil,-0.004599806
6/20/2018,Indonesia,-0.000123065
6/21/2018,United States,-0.000183878
6/21/2018,Brazil,-0.00465255
6/21/2018,India,-0.007263038
6/21/2018,Taiwan,-0.000216736
6/21/2018,Philippines,-0.000984619
6/21/2018,Japan,-0.000271762
6/21/2018,Mexico,-0.002476227
6/21/2018,China,-0.000532001
6/21/2018,Thailand,-0.000424257
6/21/2018,South Korea,-0.000368121
6/21/2018,Indonesia,-6.8984E-05
6/22/2018,United States,-0.000189528
6/22/2018,Thailand,-0.000381396
6/22/2018,India,-0.007164927
6/22/2018,Brazil,-0.004737045
6/22/2018,Taiwan,-0.000206808
6/22/2018,Japan,-0.000314258
6/22/2018,Philippines,-0.000942814
6/22/2018,Mexico,-0.002767144
6/22/2018,China,-0.00052527
6/22/2018,Indonesia,2.30068E-05
6/22/2018,South Korea,-0.00040612
6/25/2018,Mexico,-0.002747218
6/25/2018,Philippines,-0.000931635
6/25/2018,Japan,-0.000202948
6/25/2018,Taiwan,-0.000184796
6/25/2018,China,-0.000127857
6/25/2018,South Korea,-0.000340125
6/25/2018,India,-0.006837999
6/25/2018,United States,-0.00017541
6/25/2018,Thailand,-0.000367737
6/25/2018,Brazil,-0.005129749
6/25/2018,Indonesia,-8.38469E-06
6/26/2018,China,-0.000109215
6/26/2018,United States,-0.000175662
6/26/2018,South Korea,-0.000351036
6/26/2018,Indonesia,4.15915E-06
6/26/2018,India,-0.00663842
6/26/2018,Thailand,-0.000374505
6/26/2018,Brazil,-0.005332464
6/26/2018,Taiwan,-0.000197511
6/26/2018,Japan,-0.000198692
6/26/2018,Philippines,-0.000929397
6/26/2018,Mexico,-0.002740285
6/27/2018,China,-0.000244748
6/27/2018,Indonesia,-1.10526E-05
6/27/2018,South Korea,-0.000273978
6/27/2018,Brazil,-0.0055584
6/27/2018,India,-0.006882918
6/27/2018,Philippines,-0.00093441
6/27/2018,Taiwan,-0.000155364
6/27/2018,Japan,-0.000229111
6/27/2018,Thailand,-0.000355584
6/27/2018,United States,-0.000187774
6/27/2018,Mexico,-0.002772662
6/28/2018,Japan,-0.00022843
6/28/2018,Philippines,-0.000928812
6/28/2018,Mexico,-0.002765332
6/28/2018,Taiwan,-0.000147404
6/28/2018,Indonesia,-2.50872E-05
6/28/2018,Brazil,-0.005678958
6/28/2018,China,-0.000301547
6/28/2018,South Korea,-0.00031451
6/28/2018,Thailand,-0.000351727
6/28/2018,United States,-0.000187553
6/28/2018,India,-0.006924501
6/29/2018,Taiwan,-0.000210494
6/29/2018,Brazil,-0.005847747
6/29/2018,Thailand,-0.00027362
6/29/2018,India,-0.007080522
6/29/2018,South Korea,-0.000456349
6/29/2018,Indonesia,1.16676E-05
6/29/2018,United States,-0.000250304
6/29/2018,China,-0.00043661
6/29/2018,Mexico,-0.003141107
6/29/2018,Philippines,-0.000961436
6/29/2018,Japan,-0.00030158
7/2/2018,China,-0.000509878
7/2/2018,Indonesia,7.31807E-06
7/2/2018,South Korea,-0.000474434
7/2/2018,Philippines,-0.000907534
7/2/2018,Mexico,-0.003205516
7/2/2018,Japan,-0.000328661
7/2/2018,Taiwan,-0.000197661
7/2/2018,Thailand,-0.000293794
7/2/2018,United States,-0.000251633
7/2/2018,Brazil,-0.005785833
7/2/2018,India,-0.007184175
7/3/2018,India,-0.007161581
7/3/2018,Philippines,-0.000928733
7/3/2018,Taiwan,-0.000219866
7/3/2018,Mexico,-0.003476686
7/3/2018,Japan,-0.000322724
7/3/2018,South Korea,-0.000437297
7/3/2018,Thailand,-0.00032046
7/3/2018,China,-0.000470845
7/3/2018,United States,-0.000249078
7/3/2018,Indonesia,1.51557E-05
7/3/2018,Brazil,-0.00573207
7/4/2018,China,-0.000394287
7/4/2018,United States,-0.000250314
7/4/2018,Mexico,-0.003530502
7/4/2018,Thailand,-0.000291661
7/4/2018,Indonesia,1.00451E-05
7/4/2018,South Korea,-0.000512494
7/4/2018,Brazil,-0.005755259
7/4/2018,India,-0.00661505
7/4/2018,Philippines,-0.000860729
7/4/2018,Japan,-0.000254575
7/4/2018,Taiwan,-0.000252862
7/5/2018,Mexico,-0.003848387
7/5/2018,China,-0.000411226
7/5/2018,Philippines,-0.000818271
7/5/2018,India,-0.006465235
7/5/2018,Brazil,-0.005604686
7/5/2018,Taiwan,-0.000237107
7/5/2018,Indonesia,1.24677E-05
7/5/2018,South Korea,-0.000494238
7/5/2018,Thailand,-0.000298739
7/5/2018,United States,-0.000242484
7/5/2018,Japan,-0.000244347
7/6/2018,Mexico,-0.003971364
7/6/2018,Philippines,-0.00078471
7/6/2018,Japan,-0.000264721
7/6/2018,Taiwan,-0.000259258
7/6/2018,Thailand,-0.000308814
7/6/2018,United States,-0.00026944
7/6/2018,South Korea,-0.000481268
7/6/2018,China,-0.000399467
7/6/2018,India,-0.006420887
7/6/2018,Brazil,-0.005590017
7/6/2018,Indonesia,9.10271E-06
7/9/2018,Mexico,-0.003430527
7/9/2018,China,-0.000521393
7/9/2018,Philippines,-0.000785832
7/9/2018,Japan,-0.000283509
7/9/2018,Thailand,-0.000202023
7/9/2018,United States,-0.000273443
7/9/2018,India,-0.006854943
7/9/2018,Brazil,-0.005593732
7/9/2018,Taiwan,-0.000329968
7/9/2018,Indonesia,-4.89446E-06
7/9/2018,South Korea,-0.000572511
7/10/2018,Mexico,-0.003150283
7/10/2018,Thailand,-0.000205067
7/10/2018,United States,-0.000284244
7/10/2018,China,-0.000459202
7/10/2018,Japan,-0.000273971
7/10/2018,Taiwan,-0.000315239
7/10/2018,Philippines,-0.000787197
7/10/2018,India,-0.006799731
7/10/2018,Brazil,-0.005986103
7/10/2018,Indonesia,-1.44252E-05
7/10/2018,South Korea,-0.000600675
7/11/2018,Thailand,-0.000207005
7/11/2018,India,-0.006823034
7/11/2018,United States,-0.000287515
7/11/2018,Brazil,-0.006013772
7/11/2018,Indonesia,-1.02868E-05
7/11/2018,Taiwan,-0.000317524
7/11/2018,Japan,-0.000272993
7/11/2018,Mexico,-0.003168417
7/11/2018,Philippines,-0.000780592
7/11/2018,South Korea,-0.000603692
7/11/2018,China,-0.000450911
7/12/2018,Mexico,-0.00306928
7/12/2018,Thailand,-0.000223461
7/12/2018,Japan,-0.000229593
7/12/2018,South Korea,-0.000648965
7/12/2018,Indonesia,-6.40991E-06
7/12/2018,China,-0.000608094
7/12/2018,Taiwan,-0.000414628
7/12/2018,Brazil,-0.00656265
7/12/2018,India,-0.0064829
7/12/2018,Philippines,-0.000823707
7/12/2018,United States,-0.000308085
7/13/2018,Mexico,-0.003010749
7/13/2018,Taiwan,-0.000409658
7/13/2018,Japan,-0.000232363
7/13/2018,Philippines,-0.000817902
7/13/2018,China,-0.000582415
7/13/2018,Indonesia,-7.06486E-06
7/13/2018,South Korea,-0.000640843
7/13/2018,Brazil,-0.006445878
7/13/2018,United States,-0.000304754
7/13/2018,India,-0.006418062
7/13/2018,Thailand,-0.000225123
7/16/2018,China,-0.000549144
7/16/2018,South Korea,-0.000640154
7/16/2018,Philippines,-0.000789205
7/16/2018,Indonesia,2.04474E-05
7/16/2018,Brazil,-0.006778199
7/16/2018,India,-0.006407851
7/16/2018,Taiwan,-0.000386545
7/16/2018,Mexico,-0.002989029
7/16/2018,Japan,-0.000228634
7/16/2018,United States,-0.000310442
7/16/2018,Thailand,-0.000220757
7/17/2018,Taiwan,-0.000386829
7/17/2018,Mexico,-0.002819828
7/17/2018,Japan,-0.000276502
7/17/2018,Philippines,-0.000864595
7/17/2018,China,-0.000578375
7/17/2018,Indonesia,1.19139E-05
7/17/2018,South Korea,-0.000619697
7/17/2018,United States,-0.000348833
7/17/2018,India,-0.006761874
7/17/2018,Thailand,-0.000244165
7/17/2018,Brazil,-0.006627162
7/18/2018,Mexico,-0.002553819
7/18/2018,Thailand,-0.000245849
7/18/2018,United States,-0.000404088
7/18/2018,Japan,-0.000280843
7/18/2018,China,-0.000616852
7/18/2018,Indonesia,1.50397E-05
7/18/2018,South Korea,-0.000610571
7/18/2018,Brazil,-0.006601534
7/18/2018,India,-0.006736977
7/18/2018,Taiwan,-0.000390956
7/18/2018,Philippines,-0.00086036
7/19/2018,India,-0.006861517
7/19/2018,South Korea,-0.000637934
7/19/2018,Thailand,-0.000250672
7/19/2018,United States,-0.000426269
7/19/2018,China,-0.000668619
7/19/2018,Indonesia,6.62137E-06
7/19/2018,Brazil,-0.006574494
7/19/2018,Mexico,-0.002529632
7/19/2018,Japan,-0.00028809
7/19/2018,Taiwan,-0.000483418
7/19/2018,Philippines,-0.000946454
7/20/2018,Mexico,-0.0026956
7/20/2018,Philippines,-0.000776126
7/20/2018,China,-0.000667986
7/20/2018,Japan,-0.00031625
7/20/2018,United States,-0.000469002
7/20/2018,Thailand,-0.000338575
7/20/2018,Indonesia,1.70233E-06
7/20/2018,South Korea,-0.000627341
7/20/2018,India,-0.007130576
7/20/2018,Brazil,-0.006934659
7/20/2018,Taiwan,-0.000434162
7/23/2018,Mexico,-0.002641515
7/23/2018,Japan,-0.000338169
7/23/2018,China,-0.000717605
7/23/2018,Thailand,-0.000331254
7/23/2018,United States,-0.000465735
7/23/2018,South Korea,-0.000611609
7/23/2018,Indonesia,7.54512E-06
7/23/2018,India,-0.007240733
7/23/2018,Brazil,-0.006817321
7/23/2018,Taiwan,-0.000412313
7/23/2018,Philippines,-0.000654559
7/24/2018,Japan,-0.000324629
7/24/2018,Mexico,-0.002730297
7/24/2018,Taiwan,-0.00035428
7/24/2018,Philippines,-0.000615255
7/24/2018,South Korea,-0.000587973
7/24/2018,China,-0.0008419
7/24/2018,Brazil,-0.006696633
7/24/2018,Indonesia,7.60567E-06
7/24/2018,United States,-0.00051048
7/24/2018,Thailand,-0.000282229
7/24/2018,India,-0.007070033
7/25/2018,Japan,-0.000344959
7/25/2018,Taiwan,-0.000353152
7/25/2018,Philippines,-0.000611893
7/25/2018,India,-0.0069849
7/25/2018,Mexico,-0.002588343
7/25/2018,United States,-0.000609412
7/25/2018,China,-0.000865275
7/25/2018,Thailand,-0.000282519
7/25/2018,South Korea,-0.000571512
7/25/2018,Indonesia,-1.27612E-06
7/25/2018,Brazil,-0.006627832
7/26/2018,Thailand,-0.000273145
7/26/2018,United States,-0.000639023
7/26/2018,Japan,-0.000373303
7/26/2018,Indonesia,2.4053E-05
7/26/2018,South Korea,-0.00056988
7/26/2018,India,-0.006789314
7/26/2018,Taiwan,-0.000410991
7/26/2018,Brazil,-0.00637078
7/26/2018,Philippines,-0.000532896
7/26/2018,Mexico,-0.002560458
7/26/2018,China,-0.000879368
7/27/2018,South Korea,-0.000563736
7/27/2018,China,-0.000873573
7/27/2018,Brazil,-0.006225672
7/27/2018,Indonesia,1.76123E-05
7/27/2018,Thailand,-0.000272658
7/27/2018,United States,-0.000637159
7/27/2018,India,-0.00674523
7/27/2018,Japan,-0.000388603
7/27/2018,Mexico,-0.002421566
7/27/2018,Taiwan,-0.000411112
7/27/2018,Philippines,-0.000540723
7/30/2018,Thailand,-0.000262602
7/30/2018,United States,-0.00066626
7/30/2018,India,-0.006447639
7/30/2018,Indonesia,1.92019E-05
7/30/2018,South Korea,-0.00054926
7/30/2018,Taiwan,-0.000388056
7/30/2018,Brazil,-0.006303269
7/30/2018,Japan,-0.000388105
7/30/2018,Mexico,-0.002399322
7/30/2018,Philippines,-0.000633833
7/30/2018,China,-0.00096851
7/31/2018,Mexico,-0.002392104
7/31/2018,China,-0.000971661
7/31/2018,Japan,-0.00037835
7/31/2018,Philippines,-0.000645324
7/31/2018,Indonesia,1.92725E-05
7/31/2018,South Korea,-0.000548774
7/31/2018,Brazil,-0.006346235
7/31/2018,Thailand,-0.000265893
7/31/2018,United States,-0.000669602
7/31/2018,India,-0.006458152
7/31/2018,Taiwan,-0.000383545
8/1/2018,Japan,-0.000375707
8/1/2018,Mexico,-0.002345993
8/1/2018,Taiwan,-0.000321238
8/1/2018,China,-0.000923276
8/1/2018,South Korea,-0.000530309
8/1/2018,Thailand,-0.000283563
8/1/2018,United States,-0.000692988
8/1/2018,Philippines,-0.000548544
8/1/2018,India,-0.00648038
8/1/2018,Brazil,-0.006307488
8/1/2018,Indonesia,4.38054E-05
8/2/2018,United States,-0.000721218
8/2/2018,India,-0.006446127
8/2/2018,Taiwan,-0.000303454
8/2/2018,Brazil,-0.006309704
8/2/2018,Philippines,-0.000640967
8/2/2018,Mexico,-0.002335154
8/2/2018,Thailand,-0.000284053
8/2/2018,Japan,-0.00040076
8/2/2018,China,-0.00099719
8/2/2018,Indonesia,6.24559E-05
8/2/2018,South Korea,-0.000557892
8/3/2018,Thailand,-0.000303296
8/3/2018,United States,-0.000722219
8/3/2018,Brazil,-0.006637777
8/3/2018,India,-0.006328209
8/3/2018,China,-0.000840482
8/3/2018,Indonesia,8.66074E-05
8/3/2018,South Korea,-0.000553038
8/3/2018,Mexico,-0.002461945
8/3/2018,Philippines,-0.000592753
8/3/2018,Japan,-0.000387319
8/3/2018,Taiwan,-0.000306824
8/6/2018,United States,-0.000764492
8/6/2018,Thailand,-0.000313271
8/6/2018,Mexico,-0.002516284
8/6/2018,Japan,-0.000388703
8/6/2018,South Korea,-0.000554285
8/6/2018,Philippines,-0.000571012
8/6/2018,China,-0.000848704
8/6/2018,Taiwan,-0.000308399
8/6/2018,Indonesia,7.06271E-05
8/6/2018,Brazil,-0.00670932
8/6/2018,India,-0.006317893
8/7/2018,Indonesia,4.97306E-05
8/7/2018,South Korea,-0.000570311
8/7/2018,China,-0.000952654
8/7/2018,United States,-0.000783903
8/7/2018,India,-0.006491931
8/7/2018,Thailand,-0.000316339
8/7/2018,Brazil,-0.006577307
8/7/2018,Philippines,-0.000454546
8/7/2018,Mexico,-0.002525935
8/7/2018,Japan,-0.000370509
8/7/2018,Taiwan,-0.000298489
8/8/2018,Mexico,-0.002465373
8/8/2018,Japan,-0.00038846
8/8/2018,Philippines,-0.000447612
8/8/2018,Taiwan,-0.000302993
8/8/2018,India,-0.006608454
8/8/2018,Brazil,-0.006181631
8/8/2018,Indonesia,4.77195E-05
8/8/2018,South Korea,-0.00059236
8/8/2018,Thailand,-0.000338196
8/8/2018,United States,-0.000757886
8/8/2018,China,-0.000909641
8/9/2018,Japan,-0.000371408
8/9/2018,Mexico,-0.002358271
8/9/2018,Thailand,-0.000315822
8/9/2018,United States,-0.000750584
8/9/2018,Philippines,-0.000385279
8/9/2018,India,-0.006839916
8/9/2018,Taiwan,-0.0003003
8/9/2018,South Korea,-0.000606932
8/9/2018,China,-0.000946137
8/9/2018,Brazil,-0.006124808
8/9/2018,Indonesia,4.25724E-05
8/10/2018,United States,-0.000783386
8/10/2018,Thailand,-0.000294153
8/10/2018,Brazil,-0.006034704
8/10/2018,India,-0.006808148
8/10/2018,South Korea,-0.00060117
8/10/2018,Taiwan,-0.000353338
8/10/2018,Indonesia,3.24438E-05
8/10/2018,Japan,-0.00051662
8/10/2018,Philippines,-0.000560188
8/10/2018,China,-0.000879406
8/10/2018,Mexico,-0.002418426
8/13/2018,Brazil,-0.005996773
8/13/2018,Taiwan,-0.000394065
8/13/2018,India,-0.006582754
8/13/2018,Philippines,-0.000609162
8/13/2018,Mexico,-0.002325297
8/13/2018,Thailand,-0.000273458
8/13/2018,United States,-0.000785217
8/13/2018,Japan,-0.000532603
8/13/2018,China,-0.000886977
8/13/2018,South Korea,-0.000732115
8/13/2018,Indonesia,3.43552E-05
8/14/2018,India,-0.006711066
8/14/2018,United States,-0.000771448
8/14/2018,Thailand,-0.000244279
8/14/2018,China,-0.000835561
8/14/2018,South Korea,-0.000889018
8/14/2018,Indonesia,0.000103445
8/14/2018,Brazil,-0.006187578
8/14/2018,Japan,-0.000528599
8/14/2018,Mexico,-0.002378199
8/14/2018,Philippines,-0.000586505
8/14/2018,Taiwan,-0.000288167
8/15/2018,Brazil,-0.005416087
8/15/2018,South Korea,-0.000835534
8/15/2018,Indonesia,0.000183057
8/15/2018,China,-0.000946065
8/15/2018,United States,-0.000757758
8/15/2018,Thailand,-0.000277494
8/15/2018,Mexico,-0.002296686
8/15/2018,Japan,-0.000684487
8/15/2018,Taiwan,-0.000128863
8/15/2018,India,-0.006841051
8/15/2018,Philippines,-0.000788898
8/16/2018,Taiwan,-0.000127171
8/16/2018,Philippines,-0.000750902
8/16/2018,Japan,-0.00070238
8/16/2018,China,-0.00091191
8/16/2018,Mexico,-0.0022992
8/16/2018,Brazil,-0.005361144
8/16/2018,Thailand,-0.00028595
8/16/2018,United States,-0.000749231
8/16/2018,India,-0.00684544
8/16/2018,Indonesia,0.000176721
8/16/2018,South Korea,-0.000823613
8/17/2018,Thailand,-0.000234002
8/17/2018,United States,-0.000802686
8/17/2018,Japan,-0.00070963
8/17/2018,Mexico,-0.002108308
8/17/2018,South Korea,-0.000792044
8/17/2018,China,-0.001038046
8/17/2018,Indonesia,0.000202547
8/17/2018,Taiwan,-9.21953E-05
8/17/2018,Brazil,-0.004830243
8/17/2018,India,-0.006342684
8/17/2018,Philippines,-0.000745955
8/20/2018,Mexico,-0.002187879
8/20/2018,Japan,-0.000675845
8/20/2018,Philippines,-0.000674467
8/20/2018,India,-0.006546645
8/20/2018,Taiwan,-9.98592E-05
8/20/2018,China,-0.001076567
8/20/2018,Indonesia,0.000179911
8/20/2018,South Korea,-0.000728888
8/20/2018,Thailand,-0.00027308
8/20/2018,United States,-0.000958433
8/20/2018,Brazil,-0.004647641
8/21/2018,Thailand,-0.000295464
8/21/2018,United States,-0.001069695
8/21/2018,Indonesia,0.000167532
8/21/2018,South Korea,-0.00074751
