trade_dt,India,China,Brazil,Mexico,Taiwan,Philippines
8-Aug-18,0.77,0.44,0.5,0.02,0.02,0.09
9-Aug-18,0.78,0.46,0.5,0.02,0.02,0.09
10-Aug-18,0.77,0.44,0.52,0.02,0.02,0.08
11-Aug-18,0.75,0.45,0.55,0.02,0.02,0.09
12-Aug-18,0.74,0.44,0.56,0.02,0.02,0.09
13-Aug-18,0.74,0.44,0.56,0.02,0.02,0.09
14-Aug-18,0.72,0.44,0.57,0.03,0.02,0.09
15-Aug-18,0.74,0.45,0.55,0.03,0.02,0.09
16-Aug-18,0.72,0.44,0.56,0.03,0.02,0.09
17-Aug-18,0.72,0.44,0.55,0.03,0.02,0.09
18-Aug-18,0.72,0.44,0.55,0.03,0.02,0.09
19-Aug-18,0.73,0.44,0.55,0.03,0.02,0.09
20-Aug-18,0.73,0.44,0.54,0.03,0.02,0.08
21-Aug-18,0.74,0.44,0.52,0.03,0.02,0.09
22-Aug-18,0.74,0.44,0.55,0.03,0.02,0.09
23-Aug-18,0.74,0.44,0.55,0.03,0.02,0.09
24-Aug-18,0.73,0.44,0.55,0.03,0.02,0.09
25-Aug-18,0.72,0.43,0.54,0.03,0.02,0.08
26-Aug-18,0.73,0.44,0.52,0.03,0.02,0.08
27-Aug-18,0.7,0.43,0.54,0.03,0.02,0.08
28-Aug-18,0.68,0.44,0.54,0.03,0.02,0.08
29-Aug-18,0.68,0.44,0.54,0.03,0.02,0.08
30-Aug-18,0.68,0.44,0.56,0.03,0.02,0.07
31-Aug-18,0.68,0.44,0.55,0.03,0.02,0.07
1-Sep-18,0.66,0.45,0.55,0.03,0.02,0.07
2-Sep-18,0.64,0.45,0.55,0.03,0.02,0.07
3-Sep-18,0.64,0.44,0.56,0.03,0.02,0.08
4-Sep-18,0.65,0.44,0.56,0.03,0.02,0.08
5-Sep-18,0.65,0.43,0.59,0.03,0.02,0.07
6-Sep-18,0.66,0.43,0.6,0.03,0.02,0.07
7-Sep-18,0.65,0.44,0.58,0.03,0.02,0.07
8-Sep-18,0.67,0.47,0.58,0.03,0.02,0.08
9-Sep-18,0.69,0.46,0.59,0.03,0.02,0.07
10-Sep-18,0.69,0.48,0.57,0.03,0.02,0.07
11-Sep-18,0.7,0.49,0.55,0.03,0.02,0.07
12-Sep-18,0.73,0.47,0.54,0.03,0.02,0.08
13-Sep-18,0.76,0.45,0.54,0.03,0.02,0.07
14-Sep-18,0.72,0.46,0.59,0.03,0.02,0.07
15-Sep-18,0.71,0.45,0.58,0.03,0.02,0.06
16-Sep-18,0.71,0.45,0.57,0.03,0.02,0.07
17-Sep-18,0.73,0.45,0.56,0.03,0.02,0.06
18-Sep-18,0.72,0.44,0.57,0.03,0.02,0.07
19-Sep-18,0.71,0.46,0.57,0.03,0.02,0.06
20-Sep-18,0.69,0.45,0.59,0.03,0.02,0.06
21-Sep-18,0.68,0.44,0.59,0.03,0.02,0.06
22-Sep-18,0.68,0.45,0.59,0.02,0.02,0.06
23-Sep-18,0.73,0.45,0.57,0.02,0.02,0.06
24-Sep-18,0.72,0.45,0.57,0.02,0.03,0.06
25-Sep-18,0.73,0.44,0.56,0.02,0.02,0.06
26-Sep-18,0.71,0.44,0.57,0.02,0.02,0.06
27-Sep-18,0.7,0.44,0.56,0.03,0.02,0.06
28-Sep-18,0.69,0.46,0.55,0.02,0.02,0.05
29-Sep-18,0.68,0.46,0.54,0.02,0.02,0.05
30-Sep-18,0.68,0.45,0.55,0.02,0.02,0.05
1-Oct-18,0.65,0.45,0.56,0.02,0.02,0.05
2-Oct-18,0.69,0.44,0.54,0.02,0.02,0.05
3-Oct-18,0.69,0.44,0.54,0.02,0.02,0.05
4-Oct-18,0.65,0.44,0.56,0.03,0.02,0.05
5-Oct-18,0.63,0.44,0.57,0.03,0.02,0.05
6-Oct-18,0.63,0.44,0.56,0.03,0.02,0.04
7-Oct-18,0.61,0.43,0.57,0.03,0.02,0.04
8-Oct-18,0.61,0.43,0.57,0.02,0.02,0.04
9-Oct-18,0.62,0.43,0.55,0.02,0.02,0.04
10-Oct-18,0.61,0.44,0.55,0.03,0.02,0.04
11-Oct-18,0.62,0.45,0.54,0.02,0.02,0.04
12-Oct-18,0.65,0.47,0.54,0.02,0.03,0.04
13-Oct-18,0.67,0.48,0.55,0.02,0.03,0.05
14-Oct-18,0.66,0.48,0.54,0.02,0.03,0.05
15-Oct-18,0.66,0.47,0.54,0.02,0.03,0.05
16-Oct-18,0.66,0.48,0.54,0.02,0.02,0.05
17-Oct-18,0.65,0.47,0.55,0.02,0.02,0.04
18-Oct-18,0.64,0.47,0.57,0.02,0.02,0.05
19-Oct-18,0.64,0.46,0.58,0.02,0.02,0.04
20-Oct-18,0.61,0.46,0.61,0.02,0.02,0.04
21-Oct-18,0.62,0.45,0.63,0.02,0.02,0.05
22-Oct-18,0.62,0.45,0.63,0.02,0.02,0.05
23-Oct-18,0.62,0.45,0.62,0.03,0.02,0.05
24-Oct-18,0.61,0.45,0.63,0.03,0.02,0.05
25-Oct-18,0.6,0.44,0.66,0.03,0.02,0.05
26-Oct-18,0.59,0.43,0.63,0.04,0.02,0.05
27-Oct-18,0.57,0.45,0.63,0.04,0.02,0.05
28-Oct-18,0.53,0.45,0.63,0.04,0.03,0.05
29-Oct-18,0.5,0.47,0.62,0.04,0.03,0.05
30-Oct-18,0.47,0.47,0.62,0.04,0.03,0.05
31-Oct-18,0.47,0.48,0.61,0.04,0.03,0.05
1-Nov-18,0.47,0.46,0.63,0.05,0.03,0.05
2-Nov-18,0.46,0.45,0.64,0.04,0.03,0.05
3-Nov-18,0.44,0.45,0.66,0.04,0.03,0.05
4-Nov-18,0.44,0.44,0.66,0.04,0.03,0.06
5-Nov-18,0.43,0.43,0.65,0.04,0.03,0.05
6-Nov-18,0.44,0.42,0.63,0.04,0.03,0.05
7-Nov-18,0.45,0.42,0.63,0.04,0.03,0.05
8-Nov-18,0.46,0.42,0.64,0.04,0.03,0.05
9-Nov-18,0.45,0.41,0.63,0.04,0.03,0.06
10-Nov-18,0.43,0.41,0.66,0.04,0.03,0.07
11-Nov-18,0.42,0.4,0.66,0.04,0.03,0.07
12-Nov-18,0.43,0.41,0.64,0.04,0.03,0.07
13-Nov-18,0.41,0.41,0.64,0.04,0.03,0.07
14-Nov-18,0.42,0.4,0.61,0.04,0.03,0.07
15-Nov-18,0.42,0.42,0.58,0.04,0.03,0.07
16-Nov-18,0.41,0.41,0.59,0.04,0.03,0.06
17-Nov-18,0.4,0.42,0.57,0.04,0.03,0.07
18-Nov-18,0.38,0.39,0.57,0.04,0.03,0.07
19-Nov-18,0.38,0.35,0.6,0.04,0.03,0.07
20-Nov-18,0.37,0.31,0.6,0.04,0.04,0.08
21-Nov-18,0.38,0.31,0.58,0.04,0.04,0.08
22-Nov-18,0.4,0.29,0.59,0.04,0.04,0.08
23-Nov-18,0.4,0.27,0.59,0.04,0.04,0.07
24-Nov-18,0.38,0.26,0.61,0.04,0.04,0.07
25-Nov-18,0.37,0.26,0.64,0.03,0.04,0.07
26-Nov-18,0.37,0.25,0.63,0.04,0.04,0.08
