Trade_Dt,Annl Fund ,Annl Benchmark,Ann'l Fund Vol,Ann'l Benchmark Vol,Max Drawdown - Fund,Max Drawdown - Bench Mark,Sharpe - Fund,Sharpe - Benchmark,Sortino - Fund,Sortino - Benchmark
6/25/2018,13.30%,0.179754394,9.77%,0.111644251,14.17%,14.17%,1.02,1.02,1.44,1.44
6/26/2018,12.94%,0.177093563,9.77%,0.111535072,14.17%,14.17%,0.99,0.99,1.4,1.4
6/27/2018,11.66%,0.165524841,9.86%,0.112055958,14.61%,14.61%,0.88,0.88,1.24,1.24
6/28/2018,10.90%,0.161720327,9.88%,0.11198561,15.46%,15.46%,0.81,0.81,1.15,1.15
6/29/2018,12.11%,0.17760882,9.96%,0.113136448,15.46%,15.46%,0.92,0.92,1.29,1.29
07-02-2018,11.43%,0.169964209,9.97%,0.113281073,15.46%,15.46%,0.86,0.86,1.21,1.21
07-03-2018,11.85%,0.168456811,9.97%,0.113147829,15.46%,15.46%,0.9,0.9,1.26,1.26
07-04-2018,11.98%,0.167132617,9.96%,0.113012539,15.46%,15.46%,0.91,0.91,1.28,1.28
07-05-2018,11.97%,0.166468662,9.95%,0.112871039,15.46%,15.46%,0.91,0.91,1.28,1.28
07-06-2018,12.41%,0.170073572,9.95%,0.112793599,15.46%,15.46%,0.95,0.95,1.33,1.33
07-09-2018,13.30%,0.181466867,9.98%,0.113312419,15.46%,15.46%,1.02,1.02,1.44,1.44
07-10-2018,13.65%,0.18164772,9.98%,0.113169388,15.46%,15.46%,1.05,1.05,1.48,1.48
07-11-2018,13.08%,0.173357864,9.99%,0.113370741,15.46%,15.46%,1,1,1.41,1.41
07-12-2018,13.60%,0.176983075,9.99%,0.113294459,15.46%,15.46%,1.05,1.05,1.47,1.47
7/13/2018,13.83%,0.180290329,9.98%,0.113207297,15.46%,15.46%,1.07,1.07,1.5,1.5
7/16/2018,13.44%,0.176182224,9.98%,0.113151635,15.46%,15.46%,1.03,1.03,1.45,1.45
7/17/2018,14.04%,0.176223203,9.99%,0.113010463,15.46%,15.46%,1.09,1.09,1.53,1.53
7/18/2018,13.55%,0.174529416,9.99%,0.112884835,15.46%,15.46%,1.04,1.04,1.47,1.47
7/19/2018,12.74%,0.168622148,10.02%,0.112925205,15.46%,15.46%,0.97,0.97,1.37,1.37
7/20/2018,13.68%,0.174618857,10.06%,0.112972478,15.46%,15.46%,1.05,1.05,1.48,1.48
7/23/2018,13.74%,0.173893287,10.05%,0.112835787,15.46%,15.46%,1.06,1.06,1.49,1.49
7/24/2018,14.13%,0.180823585,10.05%,0.112946114,15.46%,15.46%,1.09,1.09,1.54,1.54
7/25/2018,14.24%,0.186222245,10.04%,0.112956774,15.46%,15.46%,1.1,1.1,1.55,1.55
7/26/2018,13.99%,0.186079,10.03%,0.112818396,15.46%,15.46%,1.08,1.08,1.52,1.52
7/27/2018,13.98%,0.187735494,10.02%,0.112694193,15.46%,15.46%,1.08,1.08,1.52,1.52
7/30/2018,13.93%,0.185848718,10.00%,0.112575322,15.46%,15.46%,1.07,1.07,1.51,1.51
7/31/2018,13.75%,0.183615942,9.99%,0.112464483,15.46%,15.46%,1.06,1.06,1.49,1.49
08-01-2018,14.15%,0.182832791,9.99%,0.11233126,15.46%,15.46%,1.09,1.09,1.54,1.54
08-02-2018,13.36%,0.169591078,10.02%,0.113106155,15.46%,15.46%,1.03,1.03,1.44,1.44
08-03-2018,13.89%,0.173253937,10.03%,0.113040467,15.46%,15.46%,1.07,1.07,1.5,1.5
08-06-2018,13.59%,0.17126431,10.02%,0.112925599,15.46%,15.46%,1.05,1.05,1.47,1.47
08-07-2018,13.84%,0.17665574,10.01%,0.112944745,15.46%,15.46%,1.07,1.07,1.5,1.5
08-08-2018,13.69%,0.176194925,10.00%,0.112810457,15.46%,15.46%,1.05,1.05,1.48,1.48
08-09-2018,13.95%,0.175132024,9.99%,0.112681669,15.46%,15.46%,1.08,1.08,1.51,1.51
08-10-2018,12.79%,0.164128554,10.07%,0.113193323,15.46%,15.46%,0.97,0.97,1.37,1.37
8/13/2018,12.06%,0.151171434,10.09%,0.113966902,15.46%,15.46%,0.91,0.91,1.28,1.28
8/14/2018,12.54%,0.150358105,10.09%,0.113835305,15.46%,15.46%,0.95,0.95,1.34,1.34
8/15/2018,11.91%,0.13741272,10.11%,0.114627787,15.46%,15.46%,0.9,0.9,1.26,1.26
8/16/2018,11.60%,0.13589357,10.10%,0.114505627,15.46%,15.46%,0.87,0.87,1.22,1.22
8/17/2018,12.06%,0.136480526,10.10%,0.114372373,15.46%,15.46%,0.91,0.91,1.28,1.28
8/20/2018,12.56%,0.143292528,10.11%,0.114503263,15.46%,15.46%,0.95,0.95,1.34,1.34
8/21/2018,12.46%,0.149937981,10.10%,0.114618751,15.46%,15.46%,0.94,0.94,1.33,1.33
8/22/2018,12.55%,0.153712929,10.08%,0.114563892,15.46%,15.46%,0.95,0.95,1.34,1.34
8/23/2018,12.51%,0.15179916,10.07%,0.114450821,15.46%,15.46%,0.95,0.95,1.33,1.33
8/24/2018,12.58%,0.152714803,10.06%,0.114321896,15.46%,15.46%,0.95,0.95,1.34,1.34
8/27/2018,13.46%,0.164458528,10.10%,0.114967728,15.46%,15.46%,1.03,1.03,1.45,1.45
8/28/2018,13.38%,0.165028383,10.09%,0.114835957,15.46%,15.46%,1.02,1.02,1.44,1.44
8/29/2018,13.26%,0.164617297,10.08%,0.114703984,15.46%,15.46%,1.01,1.01,1.42,1.42
8/30/2018,12.55%,0.156378452,10.10%,0.11494712,15.46%,15.46%,0.95,0.95,1.34,1.34
8/31/2018,12.68%,0.154833427,10.09%,0.114828344,15.46%,15.46%,0.96,0.96,1.35,1.35
09-03-2018,11.99%,0.148945131,10.11%,0.114892855,15.46%,15.46%,0.9,0.9,1.27,1.27
09-04-2018,11.37%,0.144210385,10.13%,0.11488995,15.46%,15.46%,0.85,0.85,1.19,1.19
09-05-2018,10.46%,0.132240114,10.17%,0.115581149,15.46%,15.46%,0.77,0.77,1.08,1.08
09-06-2018,10.23%,0.129924816,10.16%,0.11548113,15.46%,15.46%,0.75,0.75,1.05,1.05
09-07-2018,11.11%,0.132635884,10.21%,0.115392661,15.46%,15.46%,0.83,0.83,1.16,1.16
09-10-2018,10.23%,0.124912198,10.25%,0.115614037,15.46%,15.46%,0.75,0.75,1.05,1.05
09-11-2018,9.41%,0.119654689,10.29%,0.115649286,15.62%,15.62%,0.68,0.68,0.95,0.95
09-12-2018,9.56%,0.120328365,10.27%,0.115521008,15.62%,15.62%,0.69,0.69,0.97,0.97
9/13/2018,9.96%,0.128371157,10.27%,0.115784203,15.62%,15.62%,0.72,0.72,1.02,1.02
9/14/2018,10.61%,0.134892534,10.29%,0.115908509,15.62%,15.62%,0.78,0.78,1.1,1.1
9/17/2018,10.01%,0.127062218,10.31%,0.116141503,15.62%,15.62%,0.73,0.73,1.02,1.02
9/18/2018,10.31%,0.128926745,10.30%,0.116031814,15.62%,15.62%,0.75,0.75,1.06,1.06
9/19/2018,10.42%,0.135807223,10.29%,0.116186704,15.62%,15.62%,0.76,0.76,1.07,1.07
9/20/2018,10.53%,0.139117575,10.28%,0.116121689,15.62%,15.62%,0.77,0.77,1.09,1.09
9/21/2018,10.87%,0.147693138,10.28%,0.116429036,15.62%,15.62%,0.8,0.8,1.13,1.13
9/24/2018,9.35%,0.141847016,10.43%,0.11649966,15.62%,15.62%,0.67,0.67,0.94,0.94
9/25/2018,9.67%,0.141178988,10.42%,0.116373208,15.62%,15.62%,0.7,0.7,0.98,0.98
9/26/2018,9.46%,0.143484837,10.42%,0.116275588,15.62%,15.62%,0.68,0.68,0.96,0.96
9/27/2018,9.55%,0.14659959,10.41%,0.116204267,15.62%,15.62%,0.69,0.69,0.97,0.97
9/28/2018,8.80%,0.144383134,10.43%,0.116105711,16.09%,16.09%,0.62,0.62,0.87,0.87
10-01-2018,9.04%,0.143134843,10.43%,0.115987588,16.09%,16.09%,0.64,0.64,0.9,0.9
10-02-2018,8.76%,0.134896201,10.42%,0.116265841,16.09%,16.09%,0.62,0.62,0.87,0.87
10-03-2018,8.44%,0.135702306,10.42%,0.116142357,16.51%,16.51%,0.59,0.59,0.83,0.83
10-04-2018,7.25%,0.120460105,10.51%,0.117409995,18.14%,18.14%,0.49,0.49,0.68,0.68
10-05-2018,6.21%,0.114350024,10.58%,0.117513655,19.56%,19.56%,0.4,0.4,0.56,0.56
10-08-2018,6.32%,0.1109403,10.57%,0.117459377,19.56%,19.56%,0.4,0.4,0.57,0.57
10-09-2018,6.37%,0.109782549,10.56%,0.117340641,19.56%,19.56%,0.41,0.41,0.58,0.58
10-10-2018,6.67%,0.104477491,10.55%,0.11739308,19.56%,19.56%,0.44,0.44,0.61,0.61
10-11-2018,5.07%,0.085365534,10.73%,0.119566165,21.06%,21.06%,0.3,0.3,0.42,0.42
10-12-2018,6.38%,0.100786593,10.86%,0.121002799,21.06%,21.06%,0.41,0.41,0.58,0.58
10/15/2018,5.94%,0.095436402,10.86%,0.121053743,21.06%,21.06%,0.37,0.37,0.52,0.52
10/16/2018,6.78%,0.103102014,10.90%,0.121299261,21.06%,21.06%,0.44,0.44,0.62,0.62
10/17/2018,6.49%,0.102314145,10.89%,0.121173405,21.06%,21.06%,0.42,0.42,0.59,0.59
10/18/2018,5.98%,0.09435587,10.90%,0.121443478,21.06%,21.06%,0.37,0.37,0.53,0.53
10/19/2018,5.96%,0.094487708,10.89%,0.121314023,21.06%,21.06%,0.37,0.37,0.52,0.52
10/22/2018,6.18%,0.10112787,10.88%,0.121468646,21.06%,21.06%,0.39,0.39,0.55,0.55
10/23/2018,5.73%,0.087486014,10.89%,0.122509698,21.06%,21.06%,0.35,0.35,0.49,0.49
10/24/2018,5.04%,0.082794858,10.91%,0.122523077,21.06%,21.06%,0.29,0.29,0.41,0.41
10/25/2018,5.15%,0.080205816,10.90%,0.122437933,21.06%,21.06%,0.3,0.3,0.42,0.42
10/26/2018,5.42%,0.074353695,10.90%,0.122535035,21.06%,21.06%,0.33,0.33,0.46,0.46
10/29/2018,5.19%,0.071309878,10.89%,0.122468469,21.06%,21.06%,0.3,0.3,0.43,0.43
10/30/2018,5.39%,0.072078174,10.88%,0.122343569,21.06%,21.06%,0.32,0.32,0.45,0.45
10/31/2018,5.75%,0.083711879,10.88%,0.123132398,21.06%,21.06%,0.35,0.35,0.5,0.5
11-01-2018,6.37%,0.09278478,10.90%,0.123546286,21.06%,21.06%,0.41,0.41,0.57,0.57
11-02-2018,7.29%,0.107416207,10.95%,0.124807284,21.06%,21.06%,0.49,0.49,0.68,0.68
11-05-2018,7.56%,0.104669864,10.95%,0.124724825,21.06%,21.06%,0.51,0.51,0.72,0.72
11-06-2018,7.17%,0.104420532,10.95%,0.124595555,21.06%,21.06%,0.48,0.48,0.67,0.67
11-07-2018,7.42%,0.107497341,10.94%,0.124525496,21.06%,21.06%,0.5,0.5,0.7,0.7
11-08-2018,6.67%,0.104756263,10.97%,0.124444344,21.06%,21.06%,0.43,0.43,0.61,0.61
11-09-2018,6.87%,0.094463741,10.96%,0.124982861,21.06%,21.06%,0.45,0.45,0.63,0.63
11-12-2018,6.13%,0.088574027,10.99%,0.125077783,21.06%,21.06%,0.38,0.38,0.54,0.54
11/13/2018,6.22%,0.088167485,10.98%,0.12495021,21.06%,21.06%,0.39,0.39,0.55,0.55
11/14/2018,6.12%,0.08922792,10.97%,0.124828997,21.06%,21.06%,0.38,0.38,0.54,0.54
11/15/2018,6.28%,0.096399957,10.96%,0.125038593,21.06%,21.06%,0.4,0.4,0.56,0.56
11/16/2018,6.75%,0.0993286,10.97%,0.124965717,21.06%,21.06%,0.44,0.44,0.62,0.62
11/19/2018,6.95%,0.100265605,10.96%,0.124843604,21.06%,21.06%,0.46,0.46,0.64,0.64
11/20/2018,6.94%,0.091055199,10.95%,0.125261828,21.06%,21.06%,0.45,0.45,0.64,0.64
11/21/2018,7.19%,0.092298164,10.94%,0.125144346,21.06%,21.06%,0.48,0.48,0.67,0.67
11/22/2018,7.49%,0.092682352,10.94%,0.125018246,21.06%,21.06%,0.5,0.5,0.71,0.71
11/23/2018,7.23%,0.088596276,10.93%,0.125002174,21.06%,21.06%,0.48,0.48,0.67,0.67
11/26/2018,6.99%,0.092655025,10.93%,0.124984895,21.06%,21.06%,0.46,0.46,0.64,0.64
11/27/2018,7.34%,0.094501886,10.93%,0.124881035,21.06%,21.06%,0.49,0.49,0.69,0.69
11/28/2018,7.47%,0.100837593,10.92%,0.125020708,21.06%,21.06%,0.5,0.5,0.7,0.7
11/29/2018,7.83%,0.104205376,10.92%,0.124968814,21.06%,21.06%,0.53,0.53,0.74,0.74
11/30/2018,8.10%,0.102128024,10.91%,0.124872092,21.06%,21.06%,0.55,0.55,0.78,0.78
12-03-2018,8.15%,0.114218529,10.90%,0.125710835,21.06%,21.06%,0.56,0.56,0.78,0.78
12-04-2018,7.75%,0.112546146,10.90%,0.125603543,21.06%,21.06%,0.52,0.52,0.73,0.73
12-05-2018,7.29%,0.10553169,10.91%,0.125794004,21.06%,21.06%,0.48,0.48,0.68,0.68
12-06-2018,6.26%,0.092568218,10.98%,0.126749375,21.06%,21.06%,0.39,0.39,0.55,0.55
12-07-2018,6.14%,0.093741881,10.97%,0.126632448,21.06%,21.06%,0.38,0.38,0.54,0.54
12-10-2018,5.54%,0.083192518,10.99%,0.127238958,21.06%,21.06%,0.33,0.33,0.46,0.46
12-11-2018,5.78%,0.084154181,10.98%,0.12711919,21.06%,21.06%,0.35,0.35,0.49,0.49
12-12-2018,6.76%,0.091855697,11.05%,0.127395004,21.06%,21.06%,0.44,0.44,0.61,0.61
12/13/2018,7.06%,0.09533539,11.05%,0.127349637,21.06%,21.06%,0.46,0.46,0.65,0.65
12/14/2018,6.62%,0.087641814,11.05%,0.127615516,21.06%,21.06%,0.42,0.42,0.6,0.6
12/17/2018,6.46%,0.08523819,11.04%,0.127529674,21.06%,21.06%,0.41,0.41,0.57,0.57
12/18/2018,6.47%,0.08240656,11.03%,0.127459653,21.06%,21.06%,0.41,0.41,0.58,0.58
12/19/2018,6.82%,0.084858224,11.03%,0.127375672,21.06%,21.06%,0.44,0.44,0.62,0.62
12/20/2018,6.98%,0.080447703,11.02%,0.127384415,21.06%,21.06%,0.45,0.45,0.64,0.64
12/21/2018,6.33%,0.078965801,11.05%,0.12727588,21.06%,21.06%,0.4,0.4,0.56,0.56
12/24/2018,6.03%,0.076343431,11.04%,0.127200328,21.06%,21.06%,0.37,0.37,0.52,0.52
12/25/2018,5.93%,0.074769218,11.03%,0.127094632,21.06%,21.06%,0.36,0.36,0.51,0.51
12/26/2018,5.76%,0.074754631,11.02%,0.126971664,21.06%,21.06%,0.35,0.35,0.49,0.49
12/27/2018,5.94%,0.076940881,11.02%,0.126882213,21.06%,21.06%,0.36,0.36,0.51,0.51
12/28/2018,6.74%,0.082428972,11.06%,0.126971101,21.06%,21.06%,0.43,0.43,0.61,0.61
12/31/2018,6.98%,0.083977385,11.05%,0.126865306,21.06%,21.06%,0.45,0.45,0.64,0.64
01-01-2019,6.94%,0.083952673,11.04%,0.126743508,21.06%,21.06%,0.45,0.45,0.63,0.63
01-02-2019,6.17%,0.078237703,11.08%,0.126849832,21.06%,21.06%,0.38,0.38,0.54,0.54
01-03-2019,5.85%,0.074730048,11.08%,0.126815862,21.06%,21.06%,0.35,0.35,0.5,0.5
01-04-2019,6.30%,0.082909906,11.09%,0.127172464,21.06%,21.06%,0.39,0.39,0.55,0.55
01-07-2019,6.27%,0.089717969,11.08%,0.12737638,21.06%,21.06%,0.39,0.39,0.55,0.55
01-08-2019,6.30%,0.088312011,11.06%,0.127269238,21.06%,21.06%,0.39,0.39,0.55,0.55
01-09-2019,7.20%,0.09816947,11.12%,0.127827454,21.06%,21.06%,0.47,0.47,0.66,0.66
01-10-2019,7.50%,0.10021789,11.12%,0.127734549,21.06%,21.06%,0.5,0.5,0.7,0.7
01-11-2019,7.68%,0.101296038,11.11%,0.127621441,21.06%,21.06%,0.51,0.51,0.72,0.72
1/14/2019,7.68%,0.096699236,11.10%,0.127645371,21.06%,21.06%,0.51,0.51,0.72,0.72
1/15/2019,7.69%,0.102978908,11.09%,0.127796692,21.06%,21.06%,0.51,0.51,0.72,0.72
1/16/2019,7.69%,0.104993633,11.08%,0.127703775,21.06%,21.06%,0.51,0.51,0.72,0.72
1/17/2019,7.67%,0.104586325,11.07%,0.127585146,21.06%,21.06%,0.51,0.51,0.72,0.72
1/18/2019,7.44%,0.109017346,11.06%,0.127599263,21.06%,21.06%,0.49,0.49,0.69,0.69
1/21/2019,7.27%,0.109042962,11.06%,0.127479956,21.06%,21.06%,0.48,0.48,0.67,0.67
1/22/2019,6.88%,0.10482768,11.06%,0.127482321,21.06%,21.06%,0.44,0.44,0.62,0.62
1/23/2019,7.07%,0.105111884,11.05%,0.127364059,21.06%,21.06%,0.46,0.46,0.64,0.64
1/24/2019,7.50%,0.108941223,11.06%,0.127346113,21.06%,21.06%,0.49,0.49,0.7,0.7
1/25/2019,7.43%,0.115284651,11.05%,0.127503768,21.06%,21.06%,0.49,0.49,0.69,0.69
1/28/2019,7.32%,0.112905655,11.04%,0.12742447,21.06%,21.06%,0.48,0.48,0.67,0.67
1/29/2019,7.41%,0.113538413,11.03%,0.127309241,21.06%,21.06%,0.49,0.49,0.68,0.68
1/30/2019,7.79%,0.116765353,11.03%,0.127262425,21.06%,21.06%,0.52,0.52,0.73,0.73
1/31/2019,8.31%,0.123154861,11.04%,0.127423418,21.06%,21.06%,0.56,0.56,0.79,0.79
02-01-2019,8.63%,0.123073972,11.04%,0.127306312,21.06%,21.06%,0.59,0.59,0.83,0.83
02-04-2019,8.45%,0.121773582,11.03%,0.127201171,21.06%,21.06%,0.58,0.58,0.81,0.81
02-05-2019,8.64%,0.12343704,11.03%,0.127103088,21.06%,21.06%,0.59,0.59,0.83,0.83
02-06-2019,8.27%,0.121528973,11.03%,0.127011953,21.06%,21.06%,0.56,0.56,0.79,0.79
02-07-2019,8.21%,0.118118621,11.02%,0.126975916,21.06%,21.06%,0.56,0.56,0.78,0.78
02-08-2019,8.01%,0.114970181,11.01%,0.126928952,21.06%,21.06%,0.54,0.54,0.76,0.76
02-11-2019,7.75%,0.114527327,11.01%,0.126814972,21.06%,21.06%,0.52,0.52,0.72,0.72
02-12-2019,8.00%,0.117634804,11.00%,0.126766605,21.06%,21.06%,0.54,0.54,0.75,0.75
2/13/2019,7.49%,0.117269457,11.01%,0.126652738,21.06%,21.06%,0.49,0.49,0.69,0.69
2/14/2019,7.87%,0.115772501,11.02%,0.126554092,21.06%,21.06%,0.53,0.53,0.74,0.74
2/15/2019,7.21%,0.111388523,11.04%,0.12657467,21.06%,21.06%,0.47,0.47,0.66,0.66
2/18/2019,7.18%,0.114151067,11.03%,0.126514058,21.06%,21.06%,0.46,0.46,0.65,0.65
2/19/2019,7.13%,0.114052155,11.02%,0.126400328,21.06%,21.06%,0.46,0.46,0.65,0.65
2/20/2019,7.17%,0.119818424,11.02%,0.126521842,21.06%,21.06%,0.46,0.46,0.65,0.65
2/21/2019,7.28%,0.120427242,11.01%,0.126410883,21.06%,21.06%,0.47,0.47,0.66,0.66
2/22/2019,7.37%,0.12418888,11.00%,0.126396542,21.06%,21.06%,0.48,0.48,0.68,0.68
2/25/2019,7.57%,0.128247686,10.99%,0.126398191,21.06%,21.06%,0.5,0.5,0.7,0.7
2/26/2019,7.54%,0.126767629,10.98%,0.126301002,21.06%,21.06%,0.5,0.5,0.7,0.7
2/27/2019,7.59%,0.124801936,10.97%,0.126215929,21.06%,21.06%,0.5,0.5,0.7,0.7
2/28/2019,7.27%,0.119707272,10.97%,0.126285993,21.06%,21.06%,0.47,0.47,0.66,0.66
03-01-2019,7.27%,0.119785865,10.96%,0.126174015,21.06%,21.06%,0.47,0.47,0.66,0.66
03-04-2019,7.27%,0.120548943,10.95%,0.126066282,21.06%,21.06%,0.47,0.47,0.66,0.66
03-05-2019,8.03%,0.121076065,10.99%,0.125956731,21.06%,21.06%,0.54,0.54,0.76,0.76
03-06-2019,8.06%,0.121248513,10.98%,0.125845784,21.06%,21.06%,0.54,0.54,0.76,0.76
03-07-2019,7.77%,0.115328513,10.98%,0.125984894,21.06%,21.06%,0.51,0.51,0.72,0.72
03-08-2019,7.58%,0.108761985,10.98%,0.126184623,21.06%,21.06%,0.5,0.5,0.7,0.7
03-11-2019,8.38%,0.113801702,11.02%,0.126259491,21.06%,21.06%,0.57,0.57,0.8,0.8
03-12-2019,8.33%,0.118477569,11.01%,0.126307272,21.06%,21.06%,0.56,0.56,0.79,0.79
3/13/2019,8.21%,0.117815929,11.01%,0.126200118,21.06%,21.06%,0.55,0.55,0.78,0.78
3/14/2019,8.19%,0.116582583,11.00%,0.126101215,21.06%,21.06%,0.55,0.55,0.77,0.77
3/15/2019,8.59%,0.120615142,11.00%,0.126109122,21.06%,21.06%,0.59,0.59,0.82,0.82
3/18/2019,8.92%,0.125932481,11.00%,0.126203713,21.06%,21.06%,0.61,0.61,0.86,0.86
3/19/2019,8.76%,0.12649658,10.99%,0.126096272,21.06%,21.06%,0.6,0.6,0.84,0.84
3/20/2019,8.58%,0.125140339,10.99%,0.126000444,21.06%,21.06%,0.58,0.58,0.82,0.82
3/21/2019,8.56%,0.12548747,10.98%,0.125892195,21.06%,21.06%,0.58,0.58,0.82,0.82
3/22/2019,7.99%,0.120663298,11.00%,0.1259517,21.06%,21.06%,0.53,0.53,0.75,0.75
3/25/2019,7.93%,0.114994221,10.99%,0.126077202,21.06%,21.06%,0.53,0.53,0.74,0.74
3/26/2019,8.51%,0.116042511,11.01%,0.125976541,21.06%,21.06%,0.58,0.58,0.81,0.81
3/27/2019,8.22%,0.113013187,11.01%,0.125936456,21.06%,21.06%,0.55,0.55,0.78,0.78
3/28/2019,8.69%,0.11358215,11.02%,0.125830686,21.06%,21.06%,0.59,0.59,0.83,0.83
3/29/2019,9.06%,0.119286919,11.02%,0.125965538,21.06%,21.06%,0.63,0.63,0.88,0.88
04-01-2019,9.54%,0.12451185,11.03%,0.126059237,21.06%,21.06%,0.67,0.67,0.94,0.94
04-02-2019,9.48%,0.124765936,11.02%,0.12595205,21.06%,21.06%,0.66,0.66,0.93,0.93
04-03-2019,9.28%,0.128523163,11.02%,0.125947848,21.06%,21.06%,0.64,0.64,0.91,0.91
04-04-2019,8.82%,0.128715918,11.03%,0.125840935,21.06%,21.06%,0.6,0.6,0.85,0.85
04-05-2019,9.01%,0.130454167,11.02%,0.125755826,21.06%,21.06%,0.62,0.62,0.87,0.87
04-08-2019,8.75%,0.131713415,11.02%,0.12566054,21.06%,21.06%,0.6,0.6,0.84,0.84
04-09-2019,9.03%,0.133663299,11.02%,0.125581615,21.06%,21.06%,0.62,0.62,0.87,0.87
04-10-2019,9.11%,0.134704646,11.01%,0.125483206,21.06%,21.06%,0.63,0.63,0.88,0.88
04-11-2019,8.81%,0.130714618,11.01%,0.125493973,21.06%,21.06%,0.6,0.6,0.85,0.85
04-12-2019,8.67%,0.131230867,11.00%,0.125390148,21.06%,21.06%,0.59,0.59,0.83,0.83
4/15/2019,8.66%,0.129774919,10.99%,0.125300677,21.06%,21.06%,0.59,0.59,0.83,0.83
4/16/2019,8.78%,0.132773913,10.98%,0.125261814,21.06%,21.06%,0.6,0.6,0.84,0.84
4/17/2019,8.52%,0.13382751,10.98%,0.12516485,21.06%,21.06%,0.58,0.58,0.81,0.81
4/18/2019,8.22%,0.13190371,10.98%,0.125087896,21.06%,21.06%,0.55,0.55,0.77,0.77
4/19/2019,8.17%,0.131675701,10.97%,0.124983877,21.06%,21.06%,0.55,0.55,0.77,0.77
4/22/2019,7.66%,0.129932859,10.98%,0.124902683,21.06%,21.06%,0.5,0.5,0.71,0.71
4/23/2019,7.63%,0.130052238,10.98%,0.12479881,21.06%,21.06%,0.5,0.5,0.7,0.7
4/24/2019,7.59%,0.12757896,10.97%,0.124741513,21.06%,21.06%,0.5,0.5,0.7,0.7
4/25/2019,7.71%,0.123991396,10.96%,0.124735779,21.06%,21.06%,0.51,0.51,0.71,0.71
4/26/2019,7.79%,0.124364395,10.95%,0.12463346,21.06%,21.06%,0.51,0.51,0.72,0.72
4/29/2019,7.88%,0.126270559,10.94%,0.124557836,21.06%,21.06%,0.52,0.52,0.73,0.73
4/30/2019,8.14%,0.124494204,10.94%,0.124479453,21.06%,21.06%,0.54,0.54,0.76,0.76
05-01-2019,8.12%,0.124827005,10.93%,0.124377653,21.06%,21.06%,0.54,0.54,0.76,0.76
05-02-2019,7.75%,0.124025855,10.93%,0.124280436,21.06%,21.06%,0.51,0.51,0.72,0.72
05-03-2019,7.87%,0.125503781,10.93%,0.124194931,21.06%,21.06%,0.52,0.52,0.73,0.73
05-06-2019,6.91%,0.116646454,11.00%,0.124692406,21.06%,21.06%,0.44,0.44,0.61,0.61
05-07-2019,6.73%,0.11410944,11.00%,0.124641068,21.06%,21.06%,0.42,0.42,0.59,0.59
05-08-2019,6.52%,0.111311061,10.99%,0.124601248,21.06%,21.06%,0.4,0.4,0.56,0.56
05-09-2019,6.24%,0.101297962,10.99%,0.125284134,21.06%,21.06%,0.38,0.38,0.53,0.53
05-10-2019,6.26%,0.10334682,10.98%,0.125215458,21.06%,21.06%,0.38,0.38,0.53,0.53
5/13/2019,5.26%,0.095779815,11.07%,0.125569785,21.06%,21.06%,0.29,0.29,0.41,0.41
5/14/2019,5.14%,0.094743521,11.06%,0.125476778,21.06%,21.06%,0.28,0.28,0.39,0.39
5/15/2019,5.22%,0.095254878,11.06%,0.125377075,21.06%,21.06%,0.29,0.29,0.4,0.4
5/16/2019,5.07%,0.092996267,11.05%,0.1253177,21.06%,21.06%,0.27,0.27,0.39,0.39
5/17/2019,5.04%,0.086401015,11.04%,0.125572238,21.06%,21.06%,0.27,0.27,0.38,0.38
5/20/2019,5.50%,0.085242261,11.05%,0.125482358,21.06%,21.06%,0.31,0.31,0.44,0.44
5/21/2019,5.93%,0.087318463,11.06%,0.125416954,21.06%,21.06%,0.35,0.35,0.49,0.49
5/22/2019,6.11%,0.086827432,11.06%,0.125318222,21.06%,21.06%,0.36,0.36,0.51,0.51
5/23/2019,5.48%,0.081159482,11.09%,0.125485642,21.06%,21.06%,0.31,0.31,0.43,0.43
5/24/2019,5.71%,0.081913472,11.08%,0.125389698,21.06%,21.06%,0.33,0.33,0.46,0.46
5/27/2019,5.57%,0.083029186,11.08%,0.125299656,21.06%,21.06%,0.32,0.32,0.45,0.45
5/28/2019,5.81%,0.082515857,11.07%,0.125201888,21.06%,21.06%,0.34,0.34,0.48,0.48
5/29/2019,5.67%,0.081218912,11.07%,0.125116584,21.06%,21.06%,0.33,0.33,0.46,0.46
5/30/2019,5.81%,0.085284489,11.06%,0.125157944,21.06%,21.06%,0.34,0.34,0.48,0.48
5/31/2019,5.86%,0.086600898,11.05%,0.125072856,21.06%,21.06%,0.34,0.34,0.48,0.48
06-03-2019,6.52%,0.091047416,11.09%,0.125141325,21.06%,21.06%,0.4,0.4,0.56,0.56
06-04-2019,6.17%,0.089718082,11.09%,0.125057298,21.06%,21.06%,0.37,0.37,0.52,0.52
06-05-2019,5.92%,0.089424957,11.09%,0.124959117,21.06%,21.06%,0.35,0.35,0.49,0.49
06-06-2019,5.75%,0.088498298,11.08%,0.124867871,21.06%,21.06%,0.33,0.33,0.47,0.47
06-07-2019,5.74%,0.090352442,11.07%,0.124798326,21.06%,21.06%,0.33,0.33,0.47,0.47
06-10-2019,6.02%,0.096498523,11.07%,0.125022726,21.06%,21.06%,0.36,0.36,0.5,0.5
06-11-2019,6.41%,0.100812599,11.08%,0.125080992,21.06%,21.06%,0.39,0.39,0.55,0.55
