trade_dt,Ticker_Und,VaR90D%
6/19/2019,EEM US Equity,-0.00149
6/19/2019,CPN TB Equity,-0.00034
6/19/2019,MPI PM Equity,-0.00003
6/20/2019,1112 HK Equity,-0.00126
6/20/2019,HTHT US Equity,-0.00087
6/20/2019,SE US Equity,-0.00090
6/20/2019,520 HK Equity,-0.00083
6/20/2019,CVCB3 BZ Equity,-0.00131
6/20/2019,CPN TB Equity,-0.00033
6/20/2019,RAIL3 BZ Equity,-0.00090
6/20/2019,ICT PM Equity,-0.00016
6/20/2019,STNE US Equity,-0.00182
6/20/2019,ALSEA* MM Equity,-0.00036
6/20/2019,CIFC IN Equity,-0.00160
6/20/2019,6409 TT Equity,-0.00020
6/20/2019,MPI PM Equity,-0.00002
6/20/2019,PAG IN Equity,-0.00125
6/20/2019,PIDI IN Equity,0.00000
6/20/2019,345 HK Equity,-0.00051
6/20/2019,MXNUSD Curncy,0.00010
6/20/2019,035720 KS Equity,-0.00035
6/20/2019,MDIA3 BZ Equity,-0.00084
6/20/2019,TVSL IN Equity,-0.00165
6/20/2019,INFOE IN Equity,-0.00049
6/20/2019,EEM US Equity,-0.00156
6/20/2019,SECB PM Equity,-0.00025
6/20/2019,KLBN11 BZ Equity,-0.00074
6/20/2019,036570 KS Equity,-0.00090
6/20/2019,EIM IN Equity,0.00000
6/20/2019,002508 CH Equity,-0.00092
6/20/2019,MGLU3 BZ Equity,0.00000
6/20/2019,RBK IN Equity,-0.00130
6/21/2019,ALSEA* MM Equity,-0.00036
6/21/2019,1112 HK Equity,-0.00121
6/21/2019,002508 CH Equity,-0.00092
6/21/2019,RBK IN Equity,-0.00124
6/21/2019,PIDI IN Equity,0.00000
6/21/2019,EEM US Equity,-0.00169
6/21/2019,SECB PM Equity,-0.00026
6/21/2019,KLBN11 BZ Equity,-0.00075
6/21/2019,520 HK Equity,-0.00081
6/21/2019,MGLU3 BZ Equity,0.00000
6/21/2019,INFOE IN Equity,-0.00052
6/21/2019,6409 TT Equity,-0.00019
6/21/2019,CIFC IN Equity,-0.00152
6/21/2019,MDIA3 BZ Equity,-0.00085
6/21/2019,PAG IN Equity,-0.00125
6/21/2019,035720 KS Equity,-0.00036
6/21/2019,TVSL IN Equity,-0.00160
6/21/2019,CPN TB Equity,-0.00033
6/21/2019,ICT PM Equity,-0.00016
6/21/2019,STNE US Equity,-0.00179
6/21/2019,SE US Equity,-0.00100
6/21/2019,HTHT US Equity,-0.00090
6/21/2019,CVCB3 BZ Equity,-0.00138
6/21/2019,MPI PM Equity,NULL
6/21/2019,036570 KS Equity,-0.00090
6/21/2019,EIM IN Equity,0.00000
6/21/2019,MXNUSD Curncy,0.00010
6/21/2019,345 HK Equity,-0.00043
6/21/2019,RAIL3 BZ Equity,-0.00095
6/24/2019,STNE US Equity,-0.00176
6/24/2019,035720 KS Equity,-0.00035
6/24/2019,CIFC IN Equity,-0.00153
6/24/2019,002508 CH Equity,-0.00092
6/24/2019,INFOE IN Equity,-0.00053
6/24/2019,HTHT US Equity,-0.00088
6/24/2019,KLBN11 BZ Equity,-0.00077
6/24/2019,MGLU3 BZ Equity,0.00000
6/24/2019,RBK IN Equity,-0.00125
6/24/2019,PAG IN Equity,-0.00121
6/24/2019,ALSEA* MM Equity,-0.00034
6/24/2019,CPN TB Equity,-0.00033
6/24/2019,RAIL3 BZ Equity,-0.00094
6/24/2019,6409 TT Equity,-0.00019
6/24/2019,MXNUSD Curncy,0.00010
6/24/2019,SE US Equity,-0.00098
6/24/2019,EIM IN Equity,0.00000
6/24/2019,SECB PM Equity,-0.00027
6/24/2019,TVSL IN Equity,-0.00161
6/24/2019,520 HK Equity,-0.00081
6/24/2019,PIDI IN Equity,0.00000
6/24/2019,EEM US Equity,-0.00168
6/24/2019,1112 HK Equity,-0.00124
6/24/2019,MDIA3 BZ Equity,-0.00083
6/24/2019,ICT PM Equity,-0.00014
6/24/2019,345 HK Equity,-0.00042
6/24/2019,036570 KS Equity,-0.00091
6/24/2019,CVCB3 BZ Equity,-0.00138
6/25/2019,EEM US Equity,-0.00167
6/25/2019,ICT PM Equity,-0.00014
6/25/2019,STNE US Equity,-0.00173
6/25/2019,345 HK Equity,-0.00047
6/25/2019,CPN TB Equity,-0.00033
6/25/2019,MXNUSD Curncy,0.00010
6/25/2019,PAG IN Equity,-0.00121
6/25/2019,TVSL IN Equity,-0.00159
6/25/2019,KLBN11 BZ Equity,-0.00075
6/25/2019,PIDI IN Equity,0.00000
6/25/2019,ALSEA* MM Equity,-0.00034
6/25/2019,002508 CH Equity,-0.00093
6/25/2019,INFOE IN Equity,-0.00055
6/25/2019,CIFC IN Equity,-0.00156
6/25/2019,520 HK Equity,-0.00082
6/25/2019,6409 TT Equity,-0.00019
6/25/2019,HTHT US Equity,-0.00086
6/25/2019,RBK IN Equity,-0.00127
6/25/2019,EIM IN Equity,0.00000
6/25/2019,SE US Equity,-0.00097
6/25/2019,RAIL3 BZ Equity,-0.00091
6/25/2019,CVCB3 BZ Equity,-0.00131
6/25/2019,MGLU3 BZ Equity,0.00000
6/25/2019,036570 KS Equity,-0.00089
6/25/2019,MDIA3 BZ Equity,-0.00081
6/25/2019,035720 KS Equity,-0.00040
6/25/2019,SECB PM Equity,-0.00027
6/25/2019,1112 HK Equity,-0.00124
6/26/2019,GRUMAB MM Equity,-0.00002
6/26/2019,PIDI IN Equity,0.00000
6/26/2019,PAG IN Equity,-0.00117
6/26/2019,MDIA3 BZ Equity,-0.00079
6/26/2019,RAIL3 BZ Equity,-0.00088
6/26/2019,HTHT US Equity,-0.00088
6/26/2019,CVCB3 BZ Equity,-0.00127
6/26/2019,ICT PM Equity,-0.00014
6/26/2019,SE US Equity,-0.00098
6/26/2019,RBK IN Equity,-0.00127
6/26/2019,SECB PM Equity,-0.00028
6/26/2019,MXNUSD Curncy,0.00010
6/26/2019,035720 KS Equity,-0.00042
6/26/2019,520 HK Equity,-0.00082
6/26/2019,INFOE IN Equity,-0.00055
6/26/2019,MGLU3 BZ Equity,0.00000
6/26/2019,KLBN11 BZ Equity,-0.00076
6/26/2019,ALSEA* MM Equity,-0.00034
6/26/2019,CPN TB Equity,-0.00034
6/26/2019,345 HK Equity,-0.00051
6/26/2019,6409 TT Equity,-0.00020
6/26/2019,002508 CH Equity,-0.00093
6/26/2019,EEM US Equity,-0.00160
6/26/2019,1112 HK Equity,-0.00125
6/26/2019,CIFC IN Equity,-0.00160
6/26/2019,TVSL IN Equity,-0.00155
6/26/2019,EIM IN Equity,0.00000
6/26/2019,036570 KS Equity,-0.00089
6/26/2019,STNE US Equity,-0.00175
6/27/2019,MGLU3 BZ Equity,0.00000
6/27/2019,CIFC IN Equity,-0.00162
6/27/2019,6409 TT Equity,-0.00021
6/27/2019,ALSEA* MM Equity,-0.00031
6/27/2019,TVSL IN Equity,-0.00154
6/27/2019,KLBN11 BZ Equity,-0.00076
6/27/2019,MXNUSD Curncy,0.00010
6/27/2019,EIM IN Equity,0.00000
6/27/2019,1112 HK Equity,-0.00125
6/27/2019,EEM US Equity,-0.00097
6/27/2019,036570 KS Equity,-0.00091
6/27/2019,STNE US Equity,-0.00175
6/27/2019,SECB PM Equity,-0.00028
6/27/2019,MDIA3 BZ Equity,-0.00077
6/27/2019,035720 KS Equity,-0.00052
6/27/2019,CVCB3 BZ Equity,-0.00121
6/27/2019,520 HK Equity,-0.00091
6/27/2019,PAG IN Equity,-0.00120
6/27/2019,ICT PM Equity,-0.00015
6/27/2019,GRUMAB MM Equity,-0.00002
6/27/2019,PIDI IN Equity,0.00000
6/27/2019,RBK IN Equity,-0.00129
6/27/2019,002508 CH Equity,-0.00094
6/27/2019,CPN TB Equity,-0.00033
6/27/2019,RAIL3 BZ Equity,-0.00088
6/27/2019,345 HK Equity,-0.00052
6/27/2019,INFOE IN Equity,-0.00054
6/27/2019,SE US Equity,-0.00096
6/27/2019,HTHT US Equity,-0.00086
6/28/2019,KLBN11 BZ Equity,-0.00077
6/28/2019,MDIA3 BZ Equity,-0.00075
6/28/2019,520 HK Equity,-0.00101
6/28/2019,RBK IN Equity,-0.00134
6/28/2019,1112 HK Equity,-0.00129
6/28/2019,SE US Equity,-0.00096
6/28/2019,CPN TB Equity,-0.00033
6/28/2019,PAG IN Equity,-0.00129
6/28/2019,TVSL IN Equity,-0.00161
6/28/2019,SECB PM Equity,-0.00030
6/28/2019,INFOE IN Equity,-0.00058
6/28/2019,036570 KS Equity,-0.00098
6/28/2019,PIDI IN Equity,0.00000
6/28/2019,GRUMAB MM Equity,-0.00003
6/28/2019,ICT PM Equity,-0.00015
6/28/2019,035720 KS Equity,-0.00056
6/28/2019,HTHT US Equity,-0.00085
6/28/2019,CIFC IN Equity,-0.00173
6/28/2019,EEM US Equity,-0.00014
6/28/2019,RAIL3 BZ Equity,-0.00087
6/28/2019,MXNUSD Curncy,0.00009
6/28/2019,345 HK Equity,-0.00056
6/28/2019,002508 CH Equity,-0.00095
6/28/2019,MGLU3 BZ Equity,0.00000
6/28/2019,STNE US Equity,-0.00185
6/28/2019,ALSEA* MM Equity,-0.00030
6/28/2019,6409 TT Equity,-0.00025
6/28/2019,EIM IN Equity,0.00000
6/28/2019,CVCB3 BZ Equity,-0.00116
7/1/2019,MGLU3 BZ Equity,0.00000
7/1/2019,PIDI IN Equity,0.00000
7/1/2019,HTHT US Equity,-0.00089
7/1/2019,035720 KS Equity,-0.00055
7/1/2019,RAIL3 BZ Equity,-0.00089
7/1/2019,GRUMAB MM Equity,-0.00003
7/1/2019,6409 TT Equity,-0.00026
7/1/2019,MXNUSD Curncy,0.00009
7/1/2019,INFOE IN Equity,-0.00056
7/1/2019,SE US Equity,-0.00103
7/1/2019,ICT PM Equity,-0.00015
7/1/2019,CIFC IN Equity,-0.00169
7/1/2019,CPN TB Equity,-0.00037
7/1/2019,EEM US Equity,-0.00015
7/1/2019,ALSEA* MM Equity,-0.00030
7/1/2019,SECB PM Equity,-0.00031
7/1/2019,EIM IN Equity,0.00000
7/1/2019,345 HK Equity,-0.00058
7/1/2019,CVCB3 BZ Equity,-0.00116
7/1/2019,RBK IN Equity,-0.00137
7/1/2019,TVSL IN Equity,-0.00170
7/1/2019,KLBN11 BZ Equity,-0.00079
7/1/2019,1112 HK Equity,-0.00132
7/1/2019,002508 CH Equity,-0.00100
7/1/2019,PAG IN Equity,-0.00133
7/1/2019,MDIA3 BZ Equity,-0.00080
7/1/2019,STNE US Equity,-0.00182
7/1/2019,036570 KS Equity,-0.00090
7/1/2019,520 HK Equity,-0.00106
7/2/2019,035720 KS Equity,-0.00056
7/2/2019,EIM IN Equity,0.00000
7/2/2019,SECB PM Equity,-0.00031
7/2/2019,SE US Equity,-0.00106
7/2/2019,GRUMAB MM Equity,-0.00003
7/2/2019,TVSL IN Equity,-0.00167
7/2/2019,RBK IN Equity,-0.00136
7/2/2019,1112 HK Equity,-0.00135
7/2/2019,STNE US Equity,-0.00178
7/2/2019,6409 TT Equity,-0.00026
7/2/2019,KLBN11 BZ Equity,-0.00078
7/2/2019,MXNUSD Curncy,0.00009
7/2/2019,CVCB3 BZ Equity,-0.00114
7/2/2019,CPN TB Equity,-0.00037
7/2/2019,ICT PM Equity,-0.00015
7/2/2019,PAG IN Equity,-0.00133
7/2/2019,ALSEA* MM Equity,-0.00030
7/2/2019,345 HK Equity,-0.00057
7/2/2019,036570 KS Equity,-0.00087
7/2/2019,CIFC IN Equity,-0.00170
7/2/2019,EEM US Equity,-0.00015
7/2/2019,RAIL3 BZ Equity,-0.00089
7/2/2019,MGLU3 BZ Equity,0.00000
7/2/2019,520 HK Equity,-0.00109
7/2/2019,MDIA3 BZ Equity,-0.00081
7/2/2019,PIDI IN Equity,0.00000
7/2/2019,002508 CH Equity,-0.00096
7/2/2019,HTHT US Equity,-0.00086
7/2/2019,INFOE IN Equity,-0.00058
7/3/2019,MXNUSD Curncy,0.00009
7/3/2019,CVCB3 BZ Equity,-0.00113
7/3/2019,GRUMAB MM Equity,-0.00003
7/3/2019,6409 TT Equity,-0.00025
7/3/2019,035720 KS Equity,-0.00058
7/3/2019,EEM US Equity,-0.00015
7/3/2019,HTHT US Equity,-0.00084
7/3/2019,TVSL IN Equity,-0.00169
7/3/2019,MGLU3 BZ Equity,0.00000
7/3/2019,KLBN11 BZ Equity,-0.00079
7/3/2019,PIDI IN Equity,0.00000
7/3/2019,036570 KS Equity,-0.00087
7/3/2019,MDIA3 BZ Equity,-0.00082
7/3/2019,ALSEA* MM Equity,-0.00028
7/3/2019,INFOE IN Equity,-0.00057
7/3/2019,002508 CH Equity,-0.00088
7/3/2019,SECB PM Equity,-0.00031
7/3/2019,SE US Equity,-0.00107
7/3/2019,1112 HK Equity,-0.00133
7/3/2019,CPN TB Equity,-0.00037
7/3/2019,CIFC IN Equity,-0.00173
7/3/2019,345 HK Equity,-0.00055
7/3/2019,RAIL3 BZ Equity,-0.00091
7/3/2019,PAG IN Equity,-0.00131
7/3/2019,RBK IN Equity,-0.00131
7/3/2019,STNE US Equity,-0.00176
7/3/2019,EIM IN Equity,0.00000
7/3/2019,ICT PM Equity,-0.00015
7/3/2019,520 HK Equity,-0.00110
7/4/2019,INFOE IN Equity,-0.00057
7/4/2019,PAG IN Equity,-0.00133
7/4/2019,002508 CH Equity,-0.00088
7/4/2019,1112 HK Equity,-0.00140
7/4/2019,ALSEA* MM Equity,-0.00028
7/4/2019,EEM US Equity,-0.00015
7/4/2019,HTHT US Equity,-0.00083
7/4/2019,MGLU3 BZ Equity,0.00000
7/4/2019,CVCB3 BZ Equity,-0.00112
7/4/2019,345 HK Equity,-0.00055
7/4/2019,ICT PM Equity,-0.00015
7/4/2019,PIDI IN Equity,0.00000
7/4/2019,GRUMAB MM Equity,-0.00003
7/4/2019,CPN TB Equity,-0.00035
7/4/2019,035720 KS Equity,-0.00061
7/4/2019,EIM IN Equity,0.00000
7/4/2019,036570 KS Equity,-0.00087
7/4/2019,STNE US Equity,-0.00174
7/4/2019,6409 TT Equity,-0.00024
7/4/2019,MDIA3 BZ Equity,-0.00082
7/4/2019,CIFC IN Equity,-0.00173
7/4/2019,RBK IN Equity,-0.00131
7/4/2019,SECB PM Equity,-0.00031
7/4/2019,MXNUSD Curncy,0.00009
7/4/2019,520 HK Equity,-0.00110
7/4/2019,RAIL3 BZ Equity,-0.00093
7/4/2019,KLBN11 BZ Equity,-0.00080
7/4/2019,TVSL IN Equity,-0.00167
7/4/2019,SE US Equity,-0.00106
7/5/2019,CPN TB Equity,-0.00035
7/5/2019,MDIA3 BZ Equity,-0.00082
7/5/2019,036570 KS Equity,-0.00089
7/5/2019,ICT PM Equity,-0.00015
7/5/2019,PIDI IN Equity,0.00000
7/5/2019,EIM IN Equity,0.00000
7/5/2019,1112 HK Equity,-0.00139
7/5/2019,STNE US Equity,-0.00182
7/5/2019,GRUMAB MM Equity,-0.00003
7/5/2019,035720 KS Equity,-0.00067
7/5/2019,6409 TT Equity,-0.00024
7/5/2019,HTHT US Equity,-0.00083
7/5/2019,MGLU3 BZ Equity,0.00000
7/5/2019,CIFC IN Equity,-0.00171
7/5/2019,SE US Equity,-0.00107
7/5/2019,ALSEA* MM Equity,-0.00028
7/5/2019,EEM US Equity,-0.00013
7/5/2019,INFOE IN Equity,-0.00057
7/5/2019,520 HK Equity,-0.00109
7/5/2019,002508 CH Equity,-0.00088
7/5/2019,MXNUSD Curncy,0.00009
7/5/2019,CVCB3 BZ Equity,-0.00114
7/5/2019,TVSL IN Equity,-0.00164
7/5/2019,KLBN11 BZ Equity,-0.00081
7/5/2019,PAG IN Equity,-0.00128
7/5/2019,SECB PM Equity,-0.00030
7/5/2019,RAIL3 BZ Equity,-0.00094
7/5/2019,345 HK Equity,-0.00055
7/5/2019,RBK IN Equity,-0.00127
7/8/2019,PAG IN Equity,-0.00127
7/8/2019,CPN TB Equity,-0.00036
7/8/2019,CIFC IN Equity,-0.00168
7/8/2019,520 HK Equity,-0.00110
7/8/2019,ICT PM Equity,-0.00016
7/8/2019,STNE US Equity,-0.00183
7/8/2019,HTHT US Equity,-0.00081
7/8/2019,MGLU3 BZ Equity,0.00000
7/8/2019,CVCB3 BZ Equity,-0.00119
7/8/2019,002508 CH Equity,-0.00088
7/8/2019,INFOE IN Equity,-0.00059
7/8/2019,MDIA3 BZ Equity,-0.00085
7/8/2019,RAIL3 BZ Equity,-0.00097
7/8/2019,GRUMAB MM Equity,-0.00003
7/8/2019,036570 KS Equity,-0.00091
7/8/2019,6409 TT Equity,-0.00025
7/8/2019,345 HK Equity,-0.00055
7/8/2019,MXNUSD Curncy,0.00009
7/8/2019,TVSL IN Equity,-0.00162
7/8/2019,SECB PM Equity,-0.00030
7/8/2019,RBK IN Equity,-0.00127
7/8/2019,PIDI IN Equity,0.00000
7/8/2019,EIM IN Equity,0.00000
7/8/2019,EEM US Equity,-0.00014
7/8/2019,1112 HK Equity,-0.00138
7/8/2019,035720 KS Equity,-0.00073
7/8/2019,KLBN11 BZ Equity,-0.00083
7/8/2019,SE US Equity,-0.00108
7/8/2019,ALSEA* MM Equity,-0.00029
7/9/2019,HTHT US Equity,-0.00084
7/9/2019,STNE US Equity,-0.00197
7/9/2019,ICT PM Equity,-0.00015
7/9/2019,035720 KS Equity,-0.00084
7/9/2019,SECB PM Equity,-0.00030
7/9/2019,RAIL3 BZ Equity,-0.00096
7/9/2019,MDIA3 BZ Equity,-0.00084
7/9/2019,GRUMAB MM Equity,-0.00004
7/9/2019,PAG IN Equity,-0.00114
7/9/2019,CIFC IN Equity,-0.00172
7/9/2019,RBK IN Equity,-0.00126
7/9/2019,520 HK Equity,-0.00111
7/9/2019,MXNUSD Curncy,0.00009
7/9/2019,CPN TB Equity,-0.00035
7/9/2019,EIM IN Equity,0.00000
7/9/2019,SE US Equity,-0.00108
7/9/2019,EEM US Equity,-0.00006
7/9/2019,PIDI IN Equity,0.00000
7/9/2019,002508 CH Equity,-0.00081
7/9/2019,036570 KS Equity,-0.00095
7/9/2019,MGLU3 BZ Equity,0.00000
7/9/2019,6409 TT Equity,-0.00024
7/9/2019,INFOE IN Equity,-0.00058
7/9/2019,ALSEA* MM Equity,-0.00027
7/9/2019,TVSL IN Equity,-0.00170
7/9/2019,1112 HK Equity,-0.00132
7/9/2019,CVCB3 BZ Equity,-0.00118
7/9/2019,345 HK Equity,-0.00054
7/9/2019,KLBN11 BZ Equity,-0.00082
7/10/2019,MGLU3 BZ Equity,0.00000
7/10/2019,PIDI IN Equity,0.00000
7/10/2019,PAG IN Equity,-0.00111
7/10/2019,ALSEA* MM Equity,-0.00026
7/10/2019,CIFC IN Equity,-0.00164
7/10/2019,CPN TB Equity,-0.00036
7/10/2019,1112 HK Equity,-0.00137
7/10/2019,CVCB3 BZ Equity,-0.00128
7/10/2019,MDIA3 BZ Equity,-0.00090
7/10/2019,RAIL3 BZ Equity,-0.00099
7/10/2019,520 HK Equity,-0.00109
7/10/2019,345 HK Equity,-0.00055
7/10/2019,INFOE IN Equity,-0.00056
7/10/2019,EIM IN Equity,0.00000
7/10/2019,KLBN11 BZ Equity,-0.00085
7/10/2019,036570 KS Equity,-0.00093
7/10/2019,HTHT US Equity,-0.00082
7/10/2019,EEM US Equity,-0.00012
7/10/2019,002508 CH Equity,-0.00074
7/10/2019,SECB PM Equity,-0.00029
7/10/2019,GRUMAB MM Equity,-0.00004
7/10/2019,RBK IN Equity,-0.00120
7/10/2019,TVSL IN Equity,-0.00158
7/10/2019,SE US Equity,-0.00110
7/10/2019,035720 KS Equity,-0.00085
7/10/2019,6409 TT Equity,-0.00024
7/10/2019,MXNUSD Curncy,0.00008
7/10/2019,ICT PM Equity,-0.00015
7/10/2019,STNE US Equity,-0.00205
7/11/2019,6409 TT Equity,-0.00025
7/11/2019,MDIA3 BZ Equity,-0.00093
7/11/2019,035720 KS Equity,-0.00085
7/11/2019,1112 HK Equity,-0.00137
7/11/2019,036570 KS Equity,-0.00092
7/11/2019,TVSL IN Equity,-0.00163
7/11/2019,GRUMAB MM Equity,-0.00004
7/11/2019,MXNUSD Curncy,0.00008
7/11/2019,ALSEA* MM Equity,-0.00028
7/11/2019,520 HK Equity,-0.00107
7/11/2019,ICT PM Equity,-0.00015
7/11/2019,CIFC IN Equity,-0.00159
7/11/2019,SE US Equity,-0.00107
7/11/2019,EIM IN Equity,0.00000
7/11/2019,PIDI IN Equity,0.00000
7/11/2019,STNE US Equity,-0.00230
7/11/2019,RAIL3 BZ Equity,-0.00093
7/11/2019,INFOE IN Equity,-0.00059
7/11/2019,SECB PM Equity,-0.00032
7/11/2019,002508 CH Equity,-0.00074
7/11/2019,EEM US Equity,-0.00011
7/11/2019,HTHT US Equity,-0.00080
7/11/2019,345 HK Equity,-0.00052
7/11/2019,CPN TB Equity,-0.00033
7/11/2019,CVCB3 BZ Equity,-0.00132
7/11/2019,MGLU3 BZ Equity,0.00000
7/11/2019,RBK IN Equity,-0.00120
7/11/2019,PAG IN Equity,-0.00114
7/11/2019,KLBN11 BZ Equity,-0.00080
7/12/2019,TVSL IN Equity,-0.00165
7/12/2019,1112 HK Equity,-0.00137
7/12/2019,6409 TT Equity,-0.00024
7/12/2019,MXNUSD Curncy,0.00008
7/12/2019,ICT PM Equity,-0.00015
7/12/2019,SECB PM Equity,-0.00033
7/12/2019,HTHT US Equity,-0.00080
7/12/2019,ALSEA* MM Equity,-0.00029
7/12/2019,PAG IN Equity,-0.00111
7/12/2019,RBK IN Equity,-0.00122
7/12/2019,CIFC IN Equity,-0.00160
7/12/2019,SE US Equity,-0.00104
7/12/2019,002508 CH Equity,-0.00074
7/12/2019,GRUMAB MM Equity,-0.00004
7/12/2019,PIDI IN Equity,0.00000
7/12/2019,036570 KS Equity,-0.00094
7/12/2019,CVCB3 BZ Equity,-0.00135
7/12/2019,MDIA3 BZ Equity,-0.00091
7/12/2019,CPN TB Equity,-0.00033
7/12/2019,035720 KS Equity,-0.00089
7/12/2019,EEM US Equity,-0.00004
7/12/2019,KLBN11 BZ Equity,-0.00081
7/12/2019,MGLU3 BZ Equity,0.00000
7/12/2019,EIM IN Equity,0.00000
7/12/2019,INFOE IN Equity,-0.00057
7/12/2019,STNE US Equity,-0.00224
7/12/2019,520 HK Equity,-0.00109
7/12/2019,RAIL3 BZ Equity,-0.00093
7/12/2019,345 HK Equity,-0.00055
7/15/2019,036570 KS Equity,-0.00095
7/15/2019,RBK IN Equity,-0.00119
7/15/2019,CPN TB Equity,-0.00034
7/15/2019,MDIA3 BZ Equity,-0.00090
7/15/2019,SE US Equity,-0.00106
7/15/2019,TVSL IN Equity,-0.00166
7/15/2019,RAIL3 BZ Equity,-0.00092
7/15/2019,CIFC IN Equity,-0.00159
7/15/2019,HTHT US Equity,-0.00081
7/15/2019,ALSEA* MM Equity,-0.00030
7/15/2019,PIDI IN Equity,0.00000
7/15/2019,CVCB3 BZ Equity,-0.00129
7/15/2019,GRUMAB MM Equity,-0.00009
7/15/2019,035720 KS Equity,-0.00092
7/15/2019,EEM US Equity,-0.00001
7/15/2019,SECB PM Equity,-0.00032
7/15/2019,MGLU3 BZ Equity,0.00000
7/15/2019,1112 HK Equity,-0.00136
7/15/2019,6409 TT Equity,-0.00023
7/15/2019,345 HK Equity,-0.00054
7/15/2019,EIM IN Equity,0.00000
7/15/2019,STNE US Equity,-0.00227
7/15/2019,KLBN11 BZ Equity,-0.00083
7/15/2019,002508 CH Equity,-0.00072
7/15/2019,520 HK Equity,-0.00109
7/15/2019,INFOE IN Equity,-0.00060
7/15/2019,MXNUSD Curncy,0.00009
7/15/2019,ICT PM Equity,-0.00016
7/15/2019,PAG IN Equity,-0.00111
7/16/2019,ICT PM Equity,-0.00016
7/16/2019,MDIA3 BZ Equity,-0.00090
7/16/2019,035720 KS Equity,-0.00099
7/16/2019,RAIL3 BZ Equity,-0.00092
7/16/2019,INFOE IN Equity,-0.00062
7/16/2019,GRUMAB MM Equity,-0.00009
7/16/2019,KLBN11 BZ Equity,-0.00083
7/16/2019,ALSEA* MM Equity,-0.00030
7/16/2019,SE US Equity,-0.00108
7/16/2019,1112 HK Equity,-0.00139
7/16/2019,HTHT US Equity,-0.00082
7/16/2019,PIDI IN Equity,0.00000
7/16/2019,PAG IN Equity,-0.00110
7/16/2019,CPN TB Equity,-0.00034
7/16/2019,STNE US Equity,-0.00229
7/16/2019,SECB PM Equity,-0.00032
7/16/2019,6409 TT Equity,-0.00024
7/16/2019,520 HK Equity,-0.00104
7/16/2019,036570 KS Equity,-0.00097
7/16/2019,002508 CH Equity,-0.00066
7/16/2019,RBK IN Equity,-0.00114
7/16/2019,EEM US Equity,NULL
7/16/2019,CVCB3 BZ Equity,-0.00137
7/16/2019,MGLU3 BZ Equity,0.00000
7/16/2019,CIFC IN Equity,-0.00158
7/16/2019,MXNUSD Curncy,0.00009
7/16/2019,345 HK Equity,-0.00056
7/16/2019,TVSL IN Equity,-0.00164
7/16/2019,EIM IN Equity,0.00000
7/17/2019,PIDI IN Equity,0.00000
7/17/2019,SECB PM Equity,-0.00032
7/17/2019,CPN TB Equity,-0.00033
7/17/2019,1112 HK Equity,-0.00139
7/17/2019,035720 KS Equity,-0.00097
7/17/2019,ICT PM Equity,-0.00016
7/17/2019,CIFC IN Equity,-0.00156
7/17/2019,PAG IN Equity,-0.00107
7/17/2019,345 HK Equity,-0.00056
7/17/2019,KLBN11 BZ Equity,-0.00086
7/17/2019,EIM IN Equity,0.00000
7/17/2019,SE US Equity,-0.00105
7/17/2019,HTHT US Equity,-0.00075
7/17/2019,520 HK Equity,-0.00108
7/17/2019,002508 CH Equity,-0.00059
7/17/2019,ALSEA* MM Equity,-0.00030
7/17/2019,STNE US Equity,-0.00244
7/17/2019,MDIA3 BZ Equity,-0.00091
7/17/2019,MGLU3 BZ Equity,0.00000
7/17/2019,MXNUSD Curncy,0.00009
7/17/2019,RBK IN Equity,-0.00116
7/17/2019,036570 KS Equity,-0.00094
7/17/2019,CVCB3 BZ Equity,-0.00140
7/17/2019,6409 TT Equity,-0.00024
7/17/2019,GRUMAB MM Equity,-0.00009
7/17/2019,TVSL IN Equity,-0.00164
7/17/2019,INFOE IN Equity,-0.00061
7/17/2019,RAIL3 BZ Equity,-0.00095
7/18/2019,MXNUSD Curncy,NULL
7/18/2019,CIFC IN Equity,-0.00152
7/18/2019,HTHT US Equity,-0.00074
7/18/2019,PAG IN Equity,-0.00108
7/18/2019,TVSL IN Equity,-0.00160
7/18/2019,035720 KS Equity,-0.00099
7/18/2019,036570 KS Equity,-0.00096
7/18/2019,INFOE IN Equity,-0.00060
7/18/2019,ICT PM Equity,-0.00016
7/18/2019,MDIA3 BZ Equity,-0.00093
7/18/2019,RBK IN Equity,-0.00113
7/18/2019,ALSEA* MM Equity,-0.00031
7/18/2019,STNE US Equity,-0.00206
7/18/2019,345 HK Equity,-0.00057
7/18/2019,002508 CH Equity,-0.00058
7/18/2019,RAIL3 BZ Equity,-0.00100
7/18/2019,PIDI IN Equity,0.00000
7/18/2019,KLBN11 BZ Equity,-0.00086
7/18/2019,CPN TB Equity,-0.00034
7/18/2019,SE US Equity,-0.00106
7/18/2019,1112 HK Equity,-0.00137
7/18/2019,CVCB3 BZ Equity,-0.00140
7/18/2019,6409 TT Equity,-0.00024
7/18/2019,520 HK Equity,-0.00105
7/18/2019,MGLU3 BZ Equity,0.00000
7/18/2019,GRUMAB MM Equity,-0.00009
7/18/2019,SECB PM Equity,-0.00034
7/18/2019,EIM IN Equity,0.00000
7/19/2019,6409 TT Equity,-0.00025
7/19/2019,TVSL IN Equity,-0.00154
7/19/2019,HTHT US Equity,-0.00078
7/19/2019,ALSEA* MM Equity,-0.00031
7/19/2019,002508 CH Equity,-0.00059
7/19/2019,EEM US Equity,-0.00003
