Date,name1,value,parent,name
20-11-17,CIFC IN Equity,0.051086468,Origin,CIFC IN 
20-11-17,RBK IN Equity,0.037748746,Origin,RBK IN 
20-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
20-11-17,KINO IJ Equity,0.002213937,Origin,KINO IJ 
20-11-17,PAG IN Equity,0.096035848,Origin,PAG IN 
20-11-17,CPN TB Equity,0.034934352,Origin,CPN TB 
20-11-17,URC PM Equity,0.015873565,Origin,URC PM 
20-11-17,KLBF IJ Equity,0.033177778,Origin,KLBF IJ 
20-11-17,6409 TT Equity,0.038730072,Origin,6409 TT 
20-11-17,4613 JT Equity,0.035998762,Origin,4613 JT 
20-11-17,LREN3 BZ Equity,1.53E-05,Origin,LREN3 BZ 
20-11-17,MRCO IN Equity,0.046049443,Origin,MRCO IN 
20-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
20-11-17,SECB PM Equity,0.053707267,Origin,SECB PM 
20-11-17,ALSEA* MM Equity,0.072954883,Origin,ALSEA* MM 
20-11-17,MPI PM Equity,0.054583623,Origin,MPI PM 
20-11-17,RADL3 BZ Equity,1.71E-05,Origin,RADL3 BZ 
20-11-17,TVSL IN Equity,0.069129084,Origin,TVSL IN 
21-11-17,RBK IN Equity,0.037277414,Origin,RBK IN 
21-11-17,ALSEA* MM Equity,0.076844954,Origin,ALSEA* MM 
21-11-17,300136 CH Equity,1.97E-05,Origin,300136 CH 
21-11-17,TVSL IN Equity,0.068577978,Origin,TVSL IN 
21-11-17,4613 JT Equity,0.036145168,Origin,4613 JT 
21-11-17,EEM US Equity,0.046702945,Origin,EEM
21-11-17,CIFC IN Equity,0.050846495,Origin,CIFC IN 
21-11-17,MIKA IJ Equity,0.022221205,Origin,MIKA IJ 
21-11-17,RAIL3 BZ Equity,0.096905746,Origin,RAIL3 BZ 
21-11-17,PAG IN Equity,0.095692376,Origin,PAG IN 
21-11-17,URC PM Equity,0.015770377,Origin,URC PM 
21-11-17,KINO IJ Equity,0.002220674,Origin,KINO IJ 
21-11-17,MPI PM Equity,0.053656189,Origin,MPI PM 
21-11-17,EIM IN Equity,0.023369165,Origin,EIM IN 
21-11-17,MRCO IN Equity,0.046519637,Origin,MRCO IN 
21-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
21-11-17,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
21-11-17,CPN TB Equity,0.034554902,Origin,CPN TB 
21-11-17,LREN3 BZ Equity,1.55E-05,Origin,LREN3 BZ 
21-11-17,6409 TT Equity,0.037048981,Origin,6409 TT 
21-11-17,2199 HK Equity,0.021290987,Origin,2199 HK 
21-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
21-11-17,SRCM IN Equity,0.031916177,Origin,SRCM IN 
21-11-17,002508 CH Equity,1.87E-05,Origin,002508 CH 
21-11-17,ICT PM Equity,0.06618968,Origin,ICT PM 
21-11-17,MGLU3 BZ Equity,0.007221312,Origin,MGLU3 BZ 
21-11-17,KLBF IJ Equity,0.033253216,Origin,KLBF IJ 
21-11-17,SECB PM Equity,0.052513644,Origin,SECB PM 
21-11-17,GFREGIO MM Equity,0.026977849,Origin,GFREGIO MM 
22-11-17,EEM US Equity,0.049830347,Origin,EEM
22-11-17,ALSEA* MM Equity,0.076994425,Origin,ALSEA* MM 
22-11-17,SECB PM Equity,0.053666201,Origin,SECB PM 
22-11-17,PAG IN Equity,0.092663427,Origin,PAG IN 
22-11-17,RAIL3 BZ Equity,0.100040909,Origin,RAIL3 BZ 
22-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
22-11-17,4613 JT Equity,0.037115751,Origin,4613 JT 
22-11-17,SRCM IN Equity,0.029963066,Origin,SRCM IN 
22-11-17,RBK IN Equity,0.036970282,Origin,RBK IN 
22-11-17,EIM IN Equity,0.023048645,Origin,EIM IN 
22-11-17,MPI PM Equity,0.053575804,Origin,MPI PM 
22-11-17,LREN3 BZ Equity,1.52E-05,Origin,LREN3 BZ 
22-11-17,6409 TT Equity,0.037998619,Origin,6409 TT 
22-11-17,002508 CH Equity,1.82E-05,Origin,002508 CH 
22-11-17,MIKA IJ Equity,0.022354323,Origin,MIKA IJ 
22-11-17,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
22-11-17,ICT PM Equity,0.065799636,Origin,ICT PM 
22-11-17,GFREGIO MM Equity,0.027352424,Origin,GFREGIO MM 
22-11-17,CIFC IN Equity,0.050159797,Origin,CIFC IN 
22-11-17,URC PM Equity,0.015651246,Origin,URC PM 
22-11-17,MGLU3 BZ Equity,0.004898185,Origin,MGLU3 BZ 
22-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
22-11-17,CPN TB Equity,0.034536673,Origin,CPN TB 
22-11-17,MRCO IN Equity,0.046418639,Origin,MRCO IN 
22-11-17,2199 HK Equity,0.021094349,Origin,2199 HK 
22-11-17,KINO IJ Equity,0.002304736,Origin,KINO IJ 
22-11-17,KLBF IJ Equity,0.032891192,Origin,KLBF IJ 
22-11-17,300136 CH Equity,1.94E-05,Origin,300136 CH 
22-11-17,TVSL IN Equity,0.069196249,Origin,TVSL IN 
23-11-17,MPI PM Equity,0.053537204,Origin,MPI PM 
23-11-17,GFREGIO MM Equity,0.026986322,Origin,GFREGIO MM 
23-11-17,EIM IN Equity,0.023466623,Origin,EIM IN 
23-11-17,KLBF IJ Equity,0.032755021,Origin,KLBF IJ 
23-11-17,SECB PM Equity,0.053547067,Origin,SECB PM 
23-11-17,PAG IN Equity,0.091966784,Origin,PAG IN 
23-11-17,TVSL IN Equity,0.071144612,Origin,TVSL IN 
23-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
23-11-17,6409 TT Equity,0.03753121,Origin,6409 TT 
23-11-17,KINO IJ Equity,0.002292734,Origin,KINO IJ 
23-11-17,URC PM Equity,0.015620082,Origin,URC PM 
23-11-17,CIFC IN Equity,0.050429132,Origin,CIFC IN 
23-11-17,EEM US Equity,0.049731971,Origin,EEM
23-11-17,ALSEA* MM Equity,0.076961278,Origin,ALSEA* MM 
23-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
23-11-17,300136 CH Equity,1.88E-05,Origin,300136 CH 
23-11-17,RADL3 BZ Equity,1.75E-05,Origin,RADL3 BZ 
23-11-17,SRCM IN Equity,0.029877391,Origin,SRCM IN 
23-11-17,MIKA IJ Equity,0.02214928,Origin,MIKA IJ 
23-11-17,002508 CH Equity,1.77E-05,Origin,002508 CH 
23-11-17,RAIL3 BZ Equity,0.098042839,Origin,RAIL3 BZ 
23-11-17,MGLU3 BZ Equity,0.004760605,Origin,MGLU3 BZ 
23-11-17,LREN3 BZ Equity,1.50E-05,Origin,LREN3 BZ 
23-11-17,ICT PM Equity,0.066737197,Origin,ICT PM 
23-11-17,MRCO IN Equity,0.047394635,Origin,MRCO IN 
23-11-17,RBK IN Equity,0.037478777,Origin,RBK IN 
23-11-17,4613 JT Equity,0.037042162,Origin,4613 JT 
23-11-17,2199 HK Equity,0.021248714,Origin,2199 HK 
23-11-17,CPN TB Equity,0.034191847,Origin,CPN TB 
24-11-17,RAIL3 BZ Equity,0.096065168,Origin,RAIL3 BZ 
24-11-17,EIM IN Equity,0.023538533,Origin,EIM IN 
24-11-17,RBK IN Equity,0.037704547,Origin,RBK IN 
24-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
24-11-17,SRCM IN Equity,0.028645568,Origin,SRCM IN 
24-11-17,MIKA IJ Equity,0.021953483,Origin,MIKA IJ 
24-11-17,TVSL IN Equity,0.071239608,Origin,TVSL IN 
24-11-17,2199 HK Equity,0.021147791,Origin,2199 HK 
24-11-17,MPI PM Equity,0.052931757,Origin,MPI PM 
24-11-17,6409 TT Equity,0.037919534,Origin,6409 TT 
24-11-17,URC PM Equity,0.016004211,Origin,URC PM 
24-11-17,RADL3 BZ Equity,1.78E-05,Origin,RADL3 BZ 
24-11-17,PAG IN Equity,0.092955153,Origin,PAG IN 
24-11-17,MGLU3 BZ Equity,0.004961813,Origin,MGLU3 BZ 
24-11-17,CIFC IN Equity,0.050432891,Origin,CIFC IN 
24-11-17,ALSEA* MM Equity,0.076943068,Origin,ALSEA* MM 
24-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
24-11-17,KINO IJ Equity,0.00223434,Origin,KINO IJ 
24-11-17,4613 JT Equity,0.037735759,Origin,4613 JT 
24-11-17,ICT PM Equity,0.067980448,Origin,ICT PM 
24-11-17,CPN TB Equity,0.033972897,Origin,CPN TB 
24-11-17,EEM US Equity,0.049567783,Origin,EEM
24-11-17,KLBF IJ Equity,0.033132704,Origin,KLBF IJ 
24-11-17,GFREGIO MM Equity,0.027219413,Origin,GFREGIO MM 
24-11-17,LREN3 BZ Equity,1.49E-05,Origin,LREN3 BZ 
24-11-17,MRCO IN Equity,0.047892725,Origin,MRCO IN 
24-11-17,300136 CH Equity,1.80E-05,Origin,300136 CH 
24-11-17,002508 CH Equity,1.70E-05,Origin,002508 CH 
24-11-17,SECB PM Equity,0.053506204,Origin,SECB PM 
27-11-17,PAG IN Equity,0.09506562,Origin,PAG IN 
27-11-17,RAIL3 BZ Equity,0.096111206,Origin,RAIL3 BZ 
27-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
27-11-17,ALSEA* MM Equity,0.076218551,Origin,ALSEA* MM 
27-11-17,KLBF IJ Equity,0.033321874,Origin,KLBF IJ 
27-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
27-11-17,GFREGIO MM Equity,0.026663545,Origin,GFREGIO MM 
27-11-17,CPN TB Equity,0.034079705,Origin,CPN TB 
27-11-17,300136 CH Equity,1.73E-05,Origin,300136 CH 
27-11-17,6409 TT Equity,0.037578381,Origin,6409 TT 
27-11-17,RBK IN Equity,0.037777746,Origin,RBK IN 
27-11-17,RADL3 BZ Equity,1.79E-05,Origin,RADL3 BZ 
27-11-17,2199 HK Equity,0.021237659,Origin,2199 HK 
27-11-17,MRCO IN Equity,0.048107485,Origin,MRCO IN 
27-11-17,SRCM IN Equity,0.028621247,Origin,SRCM IN 
27-11-17,MGLU3 BZ Equity,0.004701498,Origin,MGLU3 BZ 
27-11-17,EEM US Equity,0.048547343,Origin,EEM
27-11-17,TVSL IN Equity,0.071501843,Origin,TVSL IN 
27-11-17,SECB PM Equity,0.052906421,Origin,SECB PM 
27-11-17,EIM IN Equity,0.023426579,Origin,EIM IN 
27-11-17,MIKA IJ Equity,0.022353107,Origin,MIKA IJ 
27-11-17,CIFC IN Equity,0.050216219,Origin,CIFC IN 
27-11-17,URC PM Equity,0.015778786,Origin,URC PM 
27-11-17,KINO IJ Equity,0.002173225,Origin,KINO IJ 
27-11-17,MPI PM Equity,0.053603992,Origin,MPI PM 
27-11-17,ICT PM Equity,0.068147811,Origin,ICT PM 
27-11-17,LREN3 BZ Equity,1.47E-05,Origin,LREN3 BZ 
27-11-17,002508 CH Equity,1.66E-05,Origin,002508 CH 
27-11-17,4613 JT Equity,0.038185824,Origin,4613 JT 
28-11-17,MIKA IJ Equity,0.022223475,Origin,MIKA IJ 
28-11-17,LREN3 BZ Equity,1.50E-05,Origin,LREN3 BZ 
28-11-17,EEM US Equity,0.048893778,Origin,EEM
28-11-17,PAG IN Equity,0.094727167,Origin,PAG IN 
28-11-17,4613 JT Equity,0.038809495,Origin,4613 JT 
28-11-17,MGLU3 BZ Equity,0.004255327,Origin,MGLU3 BZ 
28-11-17,RBK IN Equity,0.038281487,Origin,RBK IN 
28-11-17,GFREGIO MM Equity,0.027037892,Origin,GFREGIO MM 
28-11-17,SECB PM Equity,0.052845646,Origin,SECB PM 
28-11-17,MPI PM Equity,0.05191578,Origin,MPI PM 
28-11-17,ICT PM Equity,0.067440636,Origin,ICT PM 
28-11-17,RAIL3 BZ Equity,0.097504337,Origin,RAIL3 BZ 
28-11-17,CPN TB Equity,0.03399386,Origin,CPN TB 
28-11-17,TVSL IN Equity,0.071440464,Origin,TVSL IN 
28-11-17,ALSEA* MM Equity,0.076823293,Origin,ALSEA* MM 
28-11-17,KINO IJ Equity,0.002162835,Origin,KINO IJ 
28-11-17,CIFC IN Equity,0.050716695,Origin,CIFC IN 
28-11-17,MRCO IN Equity,0.048059596,Origin,MRCO IN 
28-11-17,EIM IN Equity,0.023285024,Origin,EIM IN 
28-11-17,RADL3 BZ Equity,1.80E-05,Origin,RADL3 BZ 
28-11-17,SRCM IN Equity,0.028520655,Origin,SRCM IN 
28-11-17,002508 CH Equity,1.68E-05,Origin,002508 CH 
28-11-17,2199 HK Equity,0.020493105,Origin,2199 HK 
28-11-17,300136 CH Equity,1.80E-05,Origin,300136 CH 
28-11-17,KLBF IJ Equity,0.032610781,Origin,KLBF IJ 
28-11-17,URC PM Equity,0.015999137,Origin,URC PM 
28-11-17,6409 TT Equity,0.038292934,Origin,6409 TT 
28-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
28-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
29-11-17,RADL3 BZ Equity,1.76E-05,Origin,RADL3 BZ 
29-11-17,PAG IN Equity,0.09313241,Origin,PAG IN 
29-11-17,ALSEA* MM Equity,0.077231477,Origin,ALSEA* MM 
29-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
29-11-17,EEM US Equity,0.048216655,Origin,EEM
29-11-17,SECB PM Equity,0.053347788,Origin,SECB PM 
29-11-17,URC PM Equity,0.015851164,Origin,URC PM 
29-11-17,RBK IN Equity,0.038386656,Origin,RBK IN 
29-11-17,LREN3 BZ Equity,1.46E-05,Origin,LREN3 BZ 
29-11-17,SRCM IN Equity,0.028545155,Origin,SRCM IN 
29-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
29-11-17,MIKA IJ Equity,0.022464506,Origin,MIKA IJ 
29-11-17,EIM IN Equity,0.023122603,Origin,EIM IN 
29-11-17,CPN TB Equity,0.034079146,Origin,CPN TB 
29-11-17,CIFC IN Equity,0.051122231,Origin,CIFC IN 
29-11-17,MPI PM Equity,0.053897967,Origin,MPI PM 
29-11-17,KLBF IJ Equity,0.03260106,Origin,KLBF IJ 
29-11-17,300136 CH Equity,1.79E-05,Origin,300136 CH 
29-11-17,2199 HK Equity,0.021306215,Origin,2199 HK 
29-11-17,6409 TT Equity,0.039194877,Origin,6409 TT 
29-11-17,RAIL3 BZ Equity,0.094638231,Origin,RAIL3 BZ 
29-11-17,ICT PM Equity,0.067652655,Origin,ICT PM 
29-11-17,MRCO IN Equity,0.048169642,Origin,MRCO IN 
29-11-17,MGLU3 BZ Equity,0.003907084,Origin,MGLU3 BZ 
29-11-17,GFREGIO MM Equity,0.027455435,Origin,GFREGIO MM 
29-11-17,KINO IJ Equity,0.002074506,Origin,KINO IJ 
29-11-17,TVSL IN Equity,0.071038459,Origin,TVSL IN 
29-11-17,4613 JT Equity,0.039108353,Origin,4613 JT 
29-11-17,002508 CH Equity,1.65E-05,Origin,002508 CH 
30-11-17,002508 CH Equity,1.66E-05,Origin,002508 CH 
30-11-17,MRCO IN Equity,0.04740138,Origin,MRCO IN 
30-11-17,MIKA IJ Equity,0.021914026,Origin,MIKA IJ 
30-11-17,6409 TT Equity,0.039236228,Origin,6409 TT 
30-11-17,MPI PM Equity,0.053676104,Origin,MPI PM 
30-11-17,RAIL3 BZ Equity,0.095428744,Origin,RAIL3 BZ 
30-11-17,JPYUSD Curncy,0,Origin,JPYUSD 
30-11-17,RBK IN Equity,0.037936363,Origin,RBK IN 
30-11-17,MGLU3 BZ Equity,0.003781313,Origin,MGLU3 BZ 
30-11-17,2199 HK Equity,0.021247829,Origin,2199 HK 
30-11-17,LREN3 BZ Equity,1.43E-05,Origin,LREN3 BZ 
30-11-17,CPN TB Equity,0.033602856,Origin,CPN TB 
30-11-17,CIFC IN Equity,0.050706421,Origin,CIFC IN 
30-11-17,ICT PM Equity,0.067374162,Origin,ICT PM 
30-11-17,ALSEA* MM Equity,0.076604932,Origin,ALSEA* MM 
30-11-17,KLBF IJ Equity,0.031799807,Origin,KLBF IJ 
30-11-17,300136 CH Equity,1.72E-05,Origin,300136 CH 
30-11-17,MXNUSD Curncy,0,Origin,MXNUSD 
30-11-17,URC PM Equity,0.015785917,Origin,URC PM 
30-11-17,PAG IN Equity,0.091828802,Origin,PAG IN 
30-11-17,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
30-11-17,TVSL IN Equity,0.068843016,Origin,TVSL IN 
30-11-17,SECB PM Equity,0.053128177,Origin,SECB PM 
30-11-17,SRCM IN Equity,0.028753653,Origin,SRCM IN 
30-11-17,4613 JT Equity,0.039433359,Origin,4613 JT 
30-11-17,GFREGIO MM Equity,0.026415657,Origin,GFREGIO MM 
30-11-17,EEM US Equity,0.047626167,Origin,EEM
30-11-17,KINO IJ Equity,0.002039586,Origin,KINO IJ 
30-11-17,EIM IN Equity,0.02283089,Origin,EIM IN 
1/12/2017,PAG IN Equity,0.08997854,Origin,PAG IN 
1/12/2017,ICT PM Equity,0.067659156,Origin,ICT PM 
1/12/2017,EEM US Equity,0.047426919,Origin,EEM
1/12/2017,300136 CH Equity,1.85E-05,Origin,300136 CH 
1/12/2017,KINO IJ Equity,0.002043036,Origin,KINO IJ 
1/12/2017,MIKA IJ Equity,0.021951071,Origin,MIKA IJ 
1/12/2017,CPN TB Equity,0.03378362,Origin,CPN TB 
1/12/2017,LREN3 BZ Equity,1.45E-05,Origin,LREN3 BZ 
1/12/2017,URC PM Equity,0.015717691,Origin,URC PM 
1/12/2017,MGLU3 BZ Equity,0.00332097,Origin,MGLU3 BZ 
1/12/2017,SECB PM Equity,0.052659767,Origin,SECB PM 
1/12/2017,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
1/12/2017,TVSL IN Equity,0.069747865,Origin,TVSL IN 
1/12/2017,RBK IN Equity,0.038278669,Origin,RBK IN 
1/12/2017,MRCO IN Equity,0.048391726,Origin,MRCO IN 
1/12/2017,SRCM IN Equity,0.027408114,Origin,SRCM IN 
1/12/2017,CIFC IN Equity,0.051466755,Origin,CIFC IN 
1/12/2017,ALSEA* MM Equity,0.076772039,Origin,ALSEA* MM 
1/12/2017,MPI PM Equity,0.052241582,Origin,MPI PM 
1/12/2017,KLBF IJ Equity,0.031853557,Origin,KLBF IJ 
1/12/2017,GFREGIO MM Equity,0.027155489,Origin,GFREGIO MM 
1/12/2017,MXNUSD Curncy,0,Origin,MXNUSD 
1/12/2017,2199 HK Equity,0.021214938,Origin,2199 HK 
1/12/2017,002508 CH Equity,1.70E-05,Origin,002508 CH 
1/12/2017,4613 JT Equity,0.039849956,Origin,4613 JT 
1/12/2017,6409 TT Equity,0.038791755,Origin,6409 TT 
1/12/2017,RAIL3 BZ Equity,0.09388294,Origin,RAIL3 BZ 
1/12/2017,EIM IN Equity,0.022358113,Origin,EIM IN 
1/12/2017,JPYUSD Curncy,0,Origin,JPYUSD 
4/12/2017,KINO IJ Equity,0.002056157,Origin,KINO IJ 
4/12/2017,MPI PM Equity,0.051793571,Origin,MPI PM 
4/12/2017,2199 HK Equity,0.02215323,Origin,2199 HK 
4/12/2017,002508 CH Equity,1.72E-05,Origin,002508 CH 
4/12/2017,JPYUSD Curncy,0,Origin,JPYUSD 
4/12/2017,MGLU3 BZ Equity,0.003123042,Origin,MGLU3 BZ 
4/12/2017,MRCO IN Equity,0.04905123,Origin,MRCO IN 
4/12/2017,RBK IN Equity,0.037918266,Origin,RBK IN 
4/12/2017,ICT PM Equity,0.065377352,Origin,ICT PM 
4/12/2017,4613 JT Equity,0.040261551,Origin,4613 JT 
4/12/2017,CPN TB Equity,0.033815612,Origin,CPN TB 
4/12/2017,ALSEA* MM Equity,0.07701257,Origin,ALSEA* MM 
4/12/2017,MXNUSD Curncy,0,Origin,MXNUSD 
4/12/2017,SRCM IN Equity,0.027177432,Origin,SRCM IN 
4/12/2017,MIKA IJ Equity,0.021791071,Origin,MIKA IJ 
4/12/2017,SECB PM Equity,0.051518884,Origin,SECB PM 
4/12/2017,CIFC IN Equity,0.052265731,Origin,CIFC IN 
4/12/2017,RAIL3 BZ Equity,0.09524703,Origin,RAIL3 BZ 
4/12/2017,LREN3 BZ Equity,1.45E-05,Origin,LREN3 BZ 
4/12/2017,6409 TT Equity,0.037932018,Origin,6409 TT 
4/12/2017,300136 CH Equity,1.90E-05,Origin,300136 CH 
4/12/2017,TVSL IN Equity,0.070468576,Origin,TVSL IN 
4/12/2017,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
4/12/2017,PAG IN Equity,0.089516868,Origin,PAG IN 
4/12/2017,GFREGIO MM Equity,0.02682191,Origin,GFREGIO MM 
4/12/2017,EEM US Equity,0.047839391,Origin,EEM
4/12/2017,KLBF IJ Equity,0.032258503,Origin,KLBF IJ 
4/12/2017,EIM IN Equity,0.022633864,Origin,EIM IN 
4/12/2017,URC PM Equity,0.015822664,Origin,URC PM 
5/12/2017,SECB PM Equity,0.050824024,Origin,SECB PM 
5/12/2017,2199 HK Equity,0.022375875,Origin,2199 HK 
5/12/2017,GFREGIO MM Equity,0.026702291,Origin,GFREGIO MM 
5/12/2017,MRCO IN Equity,0.048812879,Origin,MRCO IN 
5/12/2017,TVSL IN Equity,0.071752717,Origin,TVSL IN 
5/12/2017,RAIL3 BZ Equity,0.093726601,Origin,RAIL3 BZ 
5/12/2017,CPN TB Equity,0.033901103,Origin,CPN TB 
5/12/2017,300136 CH Equity,1.83E-05,Origin,300136 CH 
5/12/2017,EIM IN Equity,0.022328221,Origin,EIM IN 
5/12/2017,6409 TT Equity,0.037855291,Origin,6409 TT 
5/12/2017,MXNUSD Curncy,0,Origin,MXNUSD 
5/12/2017,MPI PM Equity,0.053004603,Origin,MPI PM 
5/12/2017,KLBF IJ Equity,0.032370131,Origin,KLBF IJ 
5/12/2017,EEM US Equity,0.047945493,Origin,EEM
5/12/2017,MIKA IJ Equity,0.021081212,Origin,MIKA IJ 
5/12/2017,002508 CH Equity,1.73E-05,Origin,002508 CH 
5/12/2017,4613 JT Equity,0.039930436,Origin,4613 JT 
5/12/2017,ICT PM Equity,0.065265738,Origin,ICT PM 
5/12/2017,JPYUSD Curncy,0,Origin,JPYUSD 
5/12/2017,SRCM IN Equity,0.027387103,Origin,SRCM IN 
5/12/2017,RBK IN Equity,0.037935074,Origin,RBK IN 
5/12/2017,RADL3 BZ Equity,1.75E-05,Origin,RADL3 BZ 
5/12/2017,URC PM Equity,0.015942013,Origin,URC PM 
5/12/2017,PAG IN Equity,0.089146929,Origin,PAG IN 
5/12/2017,LREN3 BZ Equity,1.44E-05,Origin,LREN3 BZ 
5/12/2017,MGLU3 BZ Equity,0.002022735,Origin,MGLU3 BZ 
5/12/2017,KINO IJ Equity,0.00190163,Origin,KINO IJ 
5/12/2017,CIFC IN Equity,0.052974211,Origin,CIFC IN 
5/12/2017,ALSEA* MM Equity,0.076793894,Origin,ALSEA* MM 
6/12/2017,300136 CH Equity,1.78E-05,Origin,300136 CH 
6/12/2017,RADL3 BZ Equity,1.76E-05,Origin,RADL3 BZ 
6/12/2017,KINO IJ Equity,0.00188676,Origin,KINO IJ 
6/12/2017,URC PM Equity,0.016162733,Origin,URC PM 
6/12/2017,2199 HK Equity,0.022234696,Origin,2199 HK 
6/12/2017,4613 JT Equity,0.039204409,Origin,4613 JT 
6/12/2017,MXNUSD Curncy,0,Origin,MXNUSD 
6/12/2017,LREN3 BZ Equity,1.48E-05,Origin,LREN3 BZ 
6/12/2017,EEM US Equity,0.047139398,Origin,EEM
6/12/2017,CPN TB Equity,0.033635464,Origin,CPN TB 
6/12/2017,TVSL IN Equity,0.07111545,Origin,TVSL IN 
6/12/2017,RBK IN Equity,0.037671915,Origin,RBK IN 
6/12/2017,PAG IN Equity,0.091544626,Origin,PAG IN 
6/12/2017,ICT PM Equity,0.066532672,Origin,ICT PM 
6/12/2017,SECB PM Equity,0.05143065,Origin,SECB PM 
6/12/2017,ALSEA* MM Equity,0.076286243,Origin,ALSEA* MM 
6/12/2017,EIM IN Equity,0.021616322,Origin,EIM IN 
6/12/2017,CIFC IN Equity,0.051660346,Origin,CIFC IN 
6/12/2017,MGLU3 BZ Equity,0.000655175,Origin,MGLU3 BZ 
6/12/2017,JPYUSD Curncy,0,Origin,JPYUSD 
6/12/2017,002508 CH Equity,1.69E-05,Origin,002508 CH 
6/12/2017,KLBF IJ Equity,0.032897409,Origin,KLBF IJ 
6/12/2017,SRCM IN Equity,0.026599447,Origin,SRCM IN 
6/12/2017,MRCO IN Equity,0.047923548,Origin,MRCO IN 
6/12/2017,6409 TT Equity,0.036993176,Origin,6409 TT 
6/12/2017,MIKA IJ Equity,0.020908682,Origin,MIKA IJ 
6/12/2017,RAIL3 BZ Equity,0.095945143,Origin,RAIL3 BZ 
6/12/2017,MPI PM Equity,0.051544555,Origin,MPI PM 
6/12/2017,GFREGIO MM Equity,0.026595701,Origin,GFREGIO MM 
7/12/2017,JPYUSD Curncy,0,Origin,JPYUSD 
7/12/2017,4613 JT Equity,0.039671487,Origin,4613 JT 
7/12/2017,ICT PM Equity,0.065858751,Origin,ICT PM 
7/12/2017,PAG IN Equity,0.09316763,Origin,PAG IN 
7/12/2017,RADL3 BZ Equity,1.73E-05,Origin,RADL3 BZ 
7/12/2017,CPN TB Equity,0.033990173,Origin,CPN TB 
7/12/2017,KLBF IJ Equity,0.033005526,Origin,KLBF IJ 
7/12/2017,300136 CH Equity,1.70E-05,Origin,300136 CH 
7/12/2017,6409 TT Equity,0.036823937,Origin,6409 TT 
7/12/2017,MRCO IN Equity,0.048366823,Origin,MRCO IN 
7/12/2017,GFREGIO MM Equity,0.026524997,Origin,GFREGIO MM 
7/12/2017,EEM US Equity,0.047171454,Origin,EEM
7/12/2017,RBK IN Equity,0.037644558,Origin,RBK IN 
7/12/2017,TVSL IN Equity,0.072302582,Origin,TVSL IN 
7/12/2017,RAIL3 BZ Equity,0.091343332,Origin,RAIL3 BZ 
7/12/2017,EIM IN Equity,0.022051508,Origin,EIM IN 
7/12/2017,MIKA IJ Equity,0.020850644,Origin,MIKA IJ 
7/12/2017,SRCM IN Equity,0.027112516,Origin,SRCM IN 
7/12/2017,CIFC IN Equity,0.05177002,Origin,CIFC IN 
7/12/2017,2199 HK Equity,0.021950313,Origin,2199 HK 
7/12/2017,002508 CH Equity,1.66E-05,Origin,002508 CH 
7/12/2017,LREN3 BZ Equity,1.44E-05,Origin,LREN3 BZ 
7/12/2017,MXNUSD Curncy,0,Origin,MXNUSD 
7/12/2017,URC PM Equity,0.016212468,Origin,URC PM 
7/12/2017,ALSEA* MM Equity,0.075899505,Origin,ALSEA* MM 
7/12/2017,KINO IJ Equity,0.001886237,Origin,KINO IJ 
7/12/2017,SECB PM Equity,0.052039043,Origin,SECB PM 
7/12/2017,MPI PM Equity,0.050792046,Origin,MPI PM 
8/12/2017,300136 CH Equity,1.71E-05,Origin,300136 CH 
8/12/2017,ICT PM Equity,0.065751529,Origin,ICT PM 
8/12/2017,RADL3 BZ Equity,1.72E-05,Origin,RADL3 BZ 
8/12/2017,JPYUSD Curncy,0,Origin,JPYUSD 
8/12/2017,LREN3 BZ Equity,1.44E-05,Origin,LREN3 BZ 
8/12/2017,GFREGIO MM Equity,0.02651979,Origin,GFREGIO MM 
8/12/2017,KLBF IJ Equity,0.033141182,Origin,KLBF IJ 
8/12/2017,URC PM Equity,0.017056171,Origin,URC PM 
8/12/2017,2199 HK Equity,0.021779747,Origin,2199 HK 
8/12/2017,CPN TB Equity,0.033707249,Origin,CPN TB 
8/12/2017,ALSEA* MM Equity,0.076769827,Origin,ALSEA* MM 
8/12/2017,EIM IN Equity,0.022053996,Origin,EIM IN 
8/12/2017,KINO IJ Equity,0.001964946,Origin,KINO IJ 
8/12/2017,6409 TT Equity,0.037626934,Origin,6409 TT 
