Trade_Dt,a,b,c
1-May-19,-0.0001,0.0203,-0.02031
2-May-19,-0.0079,0.0202,-0.02023
3-May-19,0.003,0.0201,-0.02008
6-May-19,-0.0211,0.0202,-0.02022
7-May-19,-0.0039,0.0202,-0.02023
8-May-19,-0.0046,0.0204,-0.02035
9-May-19,-0.0061,0.0205,-0.0205
10-May-19,0.0006,0.0205,-0.02048
13-May-19,-0.0226,0.021,-0.02099
14-May-19,-0.0024,0.021,-0.02102
15-May-19,0.0021,0.021,-0.02101
16-May-19,-0.0033,0.021,-0.02104
17-May-19,-0.0005,0.0212,-0.02115
20-May-19,0.011,0.0211,-0.02112
21-May-19,0.0104,0.0213,-0.02129
22-May-19,0.0043,0.0212,-0.02117
23-May-19,-0.0145,0.0212,-0.0212
24-May-19,0.0057,0.0211,-0.02112
27-May-19,-0.003,0.0211,-0.02109
28-May-19,0.006,0.0211,-0.02107
29-May-19,-0.0033,0.021,-0.02097
30-May-19,0.0037,0.021,-0.02095
31-May-19,0.0015,0.021,-0.021
3-Jun-19,0.0158,0.0212,-0.02116
4-Jun-19,-0.008,0.0213,-0.02127
5-Jun-19,-0.0056,0.0212,-0.02116
6-Jun-19,-0.0039,0.0212,-0.02118
7-Jun-19,0.0001,0.0213,-0.0213
10-Jun-19,0.0068,0.0213,-0.0213
11-Jun-19,0.0097,0.0212,-0.02124
12-Jun-19,-0.0036,0.0213,-0.02129
13-Jun-19,0.0028,0.0212,-0.0212
14-Jun-19,-0.0107,0.0213,-0.02126
17-Jun-19,-0.004,0.0212,-0.02124
18-Jun-19,0.0045,0.0213,-0.02131
19-Jun-19,0.0049,0.0212,-0.02123
20-Jun-19,0.0156,0.0212,-0.02122
21-Jun-19,0.0005,0.0213,-0.02129
24-Jun-19,-0.0019,0.0212,-0.02118
25-Jun-19,-0.0077,0.0212,-0.02115
26-Jun-19,0.005,0.0211,-0.02109
27-Jun-19,0.0078,0.0206,-0.02063
28-Jun-19,0.0016,0.0205,-0.02051
1-Jul-19,0.0021,0.0209,-0.02091
2-Jul-19,0.0017,0.0208,-0.02083
3-Jul-19,0.0055,0.0207,-0.02068
4-Jul-19,0.0052,0.0207,-0.02074
5-Jul-19,-0.0039,0.0208,-0.02077
8-Jul-19,-0.0161,0.021,-0.02097
9-Jul-19,0.0071,0.021,-0.021
10-Jul-19,0.0112,0.021,-0.02097
11-Jul-19,0.0156,0.0212,-0.02116
12-Jul-19,-0.0069,0.0212,-0.02116
15-Jul-19,-0.0073,0.0212,-0.02117
16-Jul-19,-0.0075,0.0213,-0.02127
17-Jul-19,-0.0043,0.0213,-0.02126
18-Jul-19,-0.0021,0.021,-0.02099
19-Jul-19,-0.0123,0.0211,-0.02108
22-Jul-19,-0.0107,0.021,-0.02101
23-Jul-19,-0.0104,0.021,-0.02097
24-Jul-19,-0.0044,0.0209,-0.02092
25-Jul-19,0.0033,0.0211,-0.02106
26-Jul-19,0.0028,0.0211,-0.02113
29-Jul-19,-0.0045,0.0211,-0.02107
30-Jul-19,-0.0046,0.0211,-0.02108
31-Jul-19,0.0031,0.021,-0.02104
1-Aug-19,-0.0045,0.0208,-0.02078
2-Aug-19,0.0041,0.0209,-0.02087
5-Aug-19,-0.0345,0.0211,-0.02112
6-Aug-19,0.0016,0.0212,-0.02118
7-Aug-19,-0.0025,0.0212,-0.02116
8-Aug-19,0.0263,0.0214,-0.02142
9-Aug-19,0.0069,0.0213,-0.02128
12-Aug-19,-0.0137,0.021,-0.02099
13-Aug-19,-0.0074,0.021,-0.02098
14-Aug-19,-0.0115,0.0207,-0.02074
15-Aug-19,-0.0039,0.0206,-0.02064
16-Aug-19,0.0094,0.0205,-0.02048
19-Aug-19,0.0057,0.0205,-0.02055
20-Aug-19,-0.0062,0.0203,-0.02034
21-Aug-19,-0.0044,0.0203,-0.02027
22-Aug-19,-0.0113,0.0202,-0.02022
23-Aug-19,-0.0134,0.0202,-0.02022
26-Aug-19,-0.0081,0.0204,-0.02042
27-Aug-19,0.0019,0.0203,-0.02025
28-Aug-19,-0.0002,0.0203,-0.02029
29-Aug-19,0.0061,0.0202,-0.02023
30-Aug-19,0.0096,0.0202,-0.02018
