Trade_Dt,Sector,Client_Symbol,PNL
8/15/2019,Financials,Ticker 24,0
8/15/2019,Financials,Ticker 162,789.9677
8/15/2019,Financials,Ticker 25,-1746.14
8/15/2019,Financials,Ticker 26,0
8/15/2019,Financials,Ticker 27,2544.68
8/15/2019,Financials,Ticker 28,0
8/15/2019,Financials,Ticker 29,2676.2
8/15/2019,Financials,Ticker 30,0
8/15/2019,Financials,Ticker 31,0
8/15/2019,Financials,Ticker 32,0
8/15/2019,Financials,Ticker 33,0
8/15/2019,Financials,Ticker 34,-4552.29
8/15/2019,Financials,Ticker 35,-8345.89
8/15/2019,Financials,Ticker 36,0
8/15/2019,Financials,Ticker 38,0
8/15/2019,Financials,Ticker 39,-3758.8314
8/15/2019,Financials,Ticker 158,-7669.8
8/15/2019,Financials,Ticker 140,-404.89
8/15/2019,Financials,Ticker 42,1396.3578
8/15/2019,Financials,Ticker 43,-1786.5958
8/15/2019,Financials,Ticker 44,0
8/15/2019,Financials,Ticker 45,1013.76
8/15/2019,Financials,Ticker 46,-5569.6179
8/15/2019,Financials,Ticker 47,0
8/15/2019,Financials,Ticker 151,-5368.95
8/15/2019,Financials,Ticker 48,-760.32
8/15/2019,Financials,Ticker 49,0
8/15/2019,Financials,Ticker 50,0
8/15/2019,Financials,Ticker 51,-421.83
8/15/2019,Financials,Ticker 52,844.79
8/15/2019,Financials,Ticker 53,-50678.7064
8/15/2019,Financials,Ticker 54,-1014.072
8/15/2019,Financials,Ticker 55,-1049.37
8/15/2019,Financials,Ticker 56,0
8/15/2019,Financials,Ticker 141,1917.45
8/15/2019,Financials,Ticker 57,446.55
8/15/2019,Financials,Ticker 58,-1968.963878
8/15/2019,Financials,Ticker 152,0
8/15/2019,Financials,Ticker 59,2640.85
8/15/2019,Health Care,Ticker 133,-23055.78
8/15/2019,Health Care,Ticker 60,-36841.492
8/15/2019,Health Care,Ticker 61,-8025.6
8/15/2019,Health Care,Ticker 63,-11262.3319
8/15/2019,Health Care,Ticker 65,2452.1741
8/15/2019,Health Care,Ticker 66,0
8/15/2019,Health Care,Ticker 68,-9004.632
8/15/2019,Health Care,Ticker 69,0
8/15/2019,Health Care,Ticker 70,-720
8/15/2019,Health Care,Ticker 71,0
8/15/2019,Health Care,Ticker 72,1212.7254
8/15/2019,Health Care,Ticker 73,-14488.45
8/15/2019,Health Care,Ticker 163,-45336.9
8/15/2019,Health Care,Ticker 142,6817.6
8/15/2019,Health Care,Ticker 143,0
8/15/2019,Health Care,Ticker 74,-24774.2186
8/15/2019,Health Care,Ticker 75,-10561.8654
8/15/2019,Health Care,Ticker 76,-19248.412
8/15/2019,Health Care,Ticker 78,-21954.24
8/15/2019,Health Care,Ticker 144,49373.4739
8/15/2019,Health Care,Ticker 80,3020.05
8/15/2019,Health Care,Ticker 145,-41026.4608
8/15/2019,Health Care,Ticker 82,-9342.0327
8/15/2019,Health Care,Ticker 146,2240.76
8/15/2019,Health Care,Ticker 83,0
8/15/2019,Health Care,Ticker 159,-697.268
8/15/2019,Health Care,Ticker 153,6787.8
8/15/2019,Health Care,Ticker 134,6327.45
8/15/2019,Health Care,Ticker 88,0
8/15/2019,Health Care,Ticker 147,-32217.0565
8/15/2019,Health Care,Ticker 89,0
8/15/2019,Health Care,Ticker 90,-7545
8/15/2019,Health Care,Ticker 91,-951.935038
8/15/2019,Health Care,Ticker 93,-3834.9
8/15/2019,Health Care,Ticker 94,0
8/15/2019,Industrials,Ticker 97,-36816.64
8/15/2019,Industrials,Ticker 148,-60606.2938
8/15/2019,Information Technology,Ticker 164,-213.04
8/15/2019,Information Technology,Ticker 135,-4417.3915
8/15/2019,Information Technology,Ticker 100,-7811.1164
8/15/2019,Information Technology,Ticker 156,3600.61
8/15/2019,Information Technology,Ticker 160,45166.6
8/15/2019,Information Technology,Ticker 102,-7603.2
8/15/2019,Information Technology,Ticker 103,-10114.1897
8/15/2019,Information Technology,Ticker 154,-44311.7836
8/15/2019,Information Technology,Ticker 104,-4235.56
8/15/2019,Information Technology,Ticker 161,-6561.94
8/15/2019,Other,Ticker 110,-419.38
8/15/2019,Other,Ticker 111,2423.6
8/15/2019,Other,Ticker 165,-1004.969148
8/15/2019,Other,Ticker 114,-92600.5968
8/15/2019,other,Ticker 115,-117.89262
8/15/2019,Other,Ticker 116,71201.0048
8/15/2019,Other,Ticker 117,9003.3032
8/15/2019,Real Estate,Ticker 122,-972.678
8/15/2019,Real Estate,Ticker 124,15653.764
8/15/2019,Real Estate,Ticker 149,287.61
8/15/2019,Real Estate,Ticker 157,36304.43
8/15/2019,Utilities,Ticker 129,-50532.1227
8/16/2019,Communication Services,Ticker 1,-132.2239847
8/16/2019,Communication Services,Ticker 166,1199.0454
8/16/2019,Communication Services,Ticker 167,78202.03611
8/16/2019,Consumer Discretionary,Ticker 6,40729.2727
8/16/2019,Consumer Discretionary,Ticker 136,-8129.14
8/16/2019,Consumer Discretionary,Ticker 8,54048.38
8/16/2019,Consumer Discretionary,Ticker 9,16920
8/16/2019,Consumer Discretionary,Ticker 150,23264.738
8/16/2019,Energy,Ticker 14,69903.5088
8/16/2019,Energy,Ticker 138,25070.12
8/16/2019,Energy,Ticker 15,0
8/16/2019,Financials,Ticker 17,1257.99
8/16/2019,Financials,Ticker 18,21236.1
8/16/2019,Financials,Ticker 19,1978.7725
8/16/2019,Financials,Ticker 20,-1070.48
8/16/2019,Financials,Ticker 21,-1083.88
8/16/2019,Financials,Ticker 22,-38537.64
8/16/2019,Financials,Ticker 23,2854.619998
8/16/2019,Financials,Ticker 24,0
8/16/2019,Financials,Ticker 25,0
8/16/2019,Financials,Ticker 26,422.4
8/16/2019,Financials,Ticker 27,-3180.85
8/16/2019,Financials,Ticker 28,0
8/16/2019,Financials,Ticker 29,0
8/16/2019,Financials,Ticker 30,0
8/16/2019,Financials,Ticker 31,0
8/16/2019,Financials,Ticker 32,0
8/16/2019,Financials,Ticker 33,0
8/16/2019,Financials,Ticker 34,-7587.15
8/16/2019,Financials,Ticker 35,10730.43
8/16/2019,Financials,Ticker 36,0
8/16/2019,Financials,Ticker 38,0
8/16/2019,Financials,Ticker 39,3777.72
8/16/2019,Financials,Ticker 158,12783
8/16/2019,Financials,Ticker 140,5199.64
8/16/2019,Financials,Ticker 42,0
8/16/2019,Financials,Ticker 44,0
8/16/2019,Financials,Ticker 45,3041.28
8/16/2019,Financials,Ticker 46,-116.1304
8/16/2019,Financials,Ticker 47,-1060.29
8/16/2019,Financials,Ticker 151,13153.4958
8/16/2019,Financials,Ticker 48,-9694.08
8/16/2019,Financials,Ticker 49,0
8/16/2019,Financials,Ticker 50,-1272.34
8/16/2019,Financials,Ticker 51,-160.2954
8/16/2019,Financials,Ticker 52,0
8/16/2019,Financials,Ticker 53,-561.545
8/16/2019,Financials,Ticker 54,169.012
8/16/2019,Financials,Ticker 55,0
8/16/2019,Financials,Ticker 56,0
8/16/2019,Financials,Ticker 141,-1278.3
8/16/2019,Financials,Ticker 57,446.55
8/16/2019,Financials,Ticker 58,-175.2735447
8/16/2019,Financials,Ticker 152,-1278.3
8/16/2019,Financials,Ticker 59,-1584.51
8/16/2019,Health Care,Ticker 133,189156.0806
8/16/2019,Health Care,Ticker 60,29025.134
8/16/2019,Health Care,Ticker 61,11827.2
8/16/2019,Health Care,Ticker 63,-1076.7548
8/16/2019,Health Care,Ticker 66,-7.0621
8/16/2019,Health Care,Ticker 69,0
8/16/2019,Health Care,Ticker 70,1080
8/16/2019,Health Care,Ticker 71,0
8/16/2019,Health Care,Ticker 72,-8567.9532
8/16/2019,Health Care,Ticker 73,-3812.75
8/16/2019,Health Care,Ticker 163,45336.9
8/16/2019,Health Care,Ticker 142,3408.8
8/16/2019,Health Care,Ticker 143,0
8/16/2019,Health Care,Ticker 74,-771.2832
8/16/2019,Health Care,Ticker 75,-2855.0216
8/16/2019,Health Care,Ticker 78,10164
8/16/2019,Health Care,Ticker 80,59837.766
8/16/2019,Health Care,Ticker 145,-1597.9
8/16/2019,Health Care,Ticker 82,-5505.8858
8/16/2019,Health Care,Ticker 146,2658.24
8/16/2019,Health Care,Ticker 83,0
8/16/2019,Health Care,Ticker 159,-5390.11
8/16/2019,Health Care,Ticker 153,70517.7
8/16/2019,Health Care,Ticker 134,12420.55
8/16/2019,Health Care,Ticker 88,-35641.62
8/16/2019,Health Care,Ticker 147,34940.2
8/16/2019,Health Care,Ticker 89,0
8/16/2019,Health Care,Ticker 90,23892.5
8/16/2019,Health Care,Ticker 91,907.13973
8/16/2019,Health Care,Ticker 93,-14572.62
8/16/2019,Health Care,Ticker 94,0
8/16/2019,Industrials,Ticker 97,16031.01696
8/16/2019,Information Technology,Ticker 164,0
8/16/2019,Information Technology,Ticker 135,1069.7281
8/16/2019,Information Technology,Ticker 100,14677.82
8/16/2019,Information Technology,Ticker 156,2769.7
8/16/2019,Information Technology,Ticker 160,49427.6
8/16/2019,Information Technology,Ticker 102,-2787.84
8/16/2019,Information Technology,Ticker 104,13765.57
8/16/2019,Information Technology,Ticker 161,-213.05
8/16/2019,Other,Ticker 110,-25873.9982
8/16/2019,Other,Ticker 111,-94345.235
8/16/2019,Other,Ticker 165,-5725.84
8/16/2019,Other,Ticker 114,-367816.16
8/16/2019,other,Ticker 115,-21474.40912
8/16/2019,Other,Ticker 116,-401336.1864
8/16/2019,Other,Ticker 117,-18664.28
8/16/2019,Real Estate,Ticker 124,0
8/16/2019,Real Estate,Ticker 149,3067.84
8/16/2019,Real Estate,Ticker 157,20964.53
8/16/2019,Utilities,Ticker 129,-8105.93
8/19/2019,Communication Services,Ticker 166,1789.62
8/19/2019,Communication Services,Ticker 167,39190.30765
8/19/2019,Consumer Discretionary,Ticker 6,-13959.92803
8/19/2019,Consumer Discretionary,Ticker 136,-1687.18
8/19/2019,Consumer Discretionary,Ticker 8,81742.5
8/19/2019,Consumer Discretionary,Ticker 9,45120
8/19/2019,Consumer Discretionary,Ticker 150,7286.12
8/19/2019,Energy,Ticker 14,86920.8
8/19/2019,Energy,Ticker 138,13194.8
8/19/2019,Energy,Ticker 15,0
8/19/2019,Financials,Ticker 17,0
8/19/2019,Financials,Ticker 18,-2833.879825
8/19/2019,Financials,Ticker 20,22480.08
8/19/2019,Financials,Ticker 21,1083.88
8/19/2019,Financials,Ticker 22,38537.64
8/19/2019,Financials,Ticker 23,0
8/19/2019,Financials,Ticker 24,2438.66
8/19/2019,Financials,Ticker 25,0
8/19/2019,Financials,Ticker 26,-1056
8/19/2019,Financials,Ticker 27,1908.51
8/19/2019,Financials,Ticker 28,0
8/19/2019,Financials,Ticker 29,0
8/19/2019,Financials,Ticker 30,0
8/19/2019,Financials,Ticker 31,-5096.05
8/19/2019,Financials,Ticker 168,0
8/19/2019,Financials,Ticker 32,-866.13
8/19/2019,Financials,Ticker 33,0
8/19/2019,Financials,Ticker 34,13656.87
8/19/2019,Financials,Ticker 35,-15463.7419
8/19/2019,Financials,Ticker 36,0
8/19/2019,Financials,Ticker 38,0
8/19/2019,Financials,Ticker 39,0
8/19/2019,Financials,Ticker 158,-639.15
8/19/2019,Financials,Ticker 140,1129.43
8/19/2019,Financials,Ticker 42,1132.182
8/19/2019,Financials,Ticker 44,0
8/19/2019,Financials,Ticker 45,1267.2
8/19/2019,Financials,Ticker 47,1060.29
8/19/2019,Financials,Ticker 151,11760.59
8/19/2019,Financials,Ticker 48,15966.72
8/19/2019,Financials,Ticker 49,0
8/19/2019,Financials,Ticker 50,4453.19
8/19/2019,Financials,Ticker 51,0
8/19/2019,Financials,Ticker 52,270.3328
8/19/2019,Financials,Ticker 53,-30.38
8/19/2019,Financials,Ticker 54,0
8/19/2019,Financials,Ticker 55,-4197.48
8/19/2019,Financials,Ticker 56,0
8/19/2019,Financials,Ticker 141,0
8/19/2019,Financials,Ticker 57,0
8/19/2019,Financials,Ticker 58,28410.24156
8/19/2019,Financials,Ticker 152,426.1
8/19/2019,Financials,Ticker 59,0
8/19/2019,Health Care,Ticker 133,12940.7852
8/19/2019,Health Care,Ticker 61,8025.6
8/19/2019,Health Care,Ticker 66,0
8/19/2019,Health Care,Ticker 69,0
8/19/2019,Health Care,Ticker 70,2340
8/19/2019,Health Care,Ticker 71,0
8/19/2019,Health Care,Ticker 72,11555.789
8/19/2019,Health Care,Ticker 73,-4079.8761
8/19/2019,Health Care,Ticker 163,-22817.55
8/19/2019,Health Care,Ticker 142,14487.4
8/19/2019,Health Care,Ticker 143,0
8/19/2019,Health Care,Ticker 74,562.0257
8/19/2019,Health Care,Ticker 75,2214.8608
8/19/2019,Health Care,Ticker 78,23693.0237
8/19/2019,Health Care,Ticker 80,3972.1264
8/19/2019,Health Care,Ticker 145,4474.12
8/19/2019,Health Care,Ticker 82,1313.9425
8/19/2019,Health Care,Ticker 146,639
8/19/2019,Health Care,Ticker 83,0
8/19/2019,Health Care,Ticker 159,-19407.6183
8/19/2019,Health Care,Ticker 153,-29036.7
8/19/2019,Health Care,Ticker 134,4921.35
8/19/2019,Health Care,Ticker 88,-5940.27
8/19/2019,Health Care,Ticker 147,-6817.6
8/19/2019,Health Care,Ticker 89,0
8/19/2019,Health Care,Ticker 90,1257.5
8/19/2019,Health Care,Ticker 91,-393.105464
8/19/2019,Health Care,Ticker 93,1173.067
8/19/2019,Health Care,Ticker 94,0
8/19/2019,Industrials,Ticker 97,-24587.50464
8/19/2019,Information Technology,Ticker 164,852.16
8/19/2019,Information Technology,Ticker 100,21878.26
8/19/2019,Information Technology,Ticker 156,12186.68
8/19/2019,Information Technology,Ticker 160,25566
8/19/2019,Information Technology,Ticker 102,-9192.1704
8/19/2019,Information Technology,Ticker 104,-9530.01
8/19/2019,Information Technology,Ticker 161,-1832.23
8/19/2019,Other,Ticker 110,49763.7
8/19/2019,Other,Ticker 111,-52016.58
8/19/2019,Other,Ticker 165,-5662.271196
8/19/2019,Other,Ticker 114,-278505.603
8/19/2019,other,Ticker 115,-19558.36476
8/19/2019,Other,Ticker 116,-152971.2149
8/19/2019,Other,Ticker 117,-31849.6254
8/19/2019,Real Estate,Ticker 124,23416.48
8/19/2019,Real Estate,Ticker 149,958.7
8/19/2019,Real Estate,Ticker 157,39372.41
8/20/2019,Communication Services,Ticker 166,3579.24
8/20/2019,Communication Services,Ticker 167,1370.592648
8/20/2019,Consumer Discretionary,Ticker 6,36587.35732
8/20/2019,Consumer Discretionary,Ticker 136,2530.77
8/20/2019,Consumer Discretionary,Ticker 8,-62280
8/20/2019,Consumer Discretionary,Ticker 9,-37600
8/20/2019,Consumer Discretionary,Ticker 150,10737.44
8/20/2019,Energy,Ticker 14,-21730.2
8/20/2019,Energy,Ticker 138,9236.36
8/20/2019,Energy,Ticker 15,0
8/20/2019,Financials,Ticker 169,5618.128644
8/20/2019,Financials,Ticker 17,0
8/20/2019,Financials,Ticker 18,19124.89966
8/20/2019,Financials,Ticker 20,0
8/20/2019,Financials,Ticker 21,6503.28
8/20/2019,Financials,Ticker 22,2140.98
8/20/2019,Financials,Ticker 23,0
8/20/2019,Financials,Ticker 24,0
8/20/2019,Financials,Ticker 25,1746.14
8/20/2019,Financials,Ticker 26,-633.6
8/20/2019,Financials,Ticker 27,-636.17
8/20/2019,Financials,Ticker 28,0
8/20/2019,Financials,Ticker 29,0
8/20/2019,Financials,Ticker 30,0
8/20/2019,Financials,Ticker 32,2468.4705
8/20/2019,Financials,Ticker 33,0
8/20/2019,Financials,Ticker 34,-1517.43
8/20/2019,Financials,Ticker 35,-35.7681
8/20/2019,Financials,Ticker 36,0
8/20/2019,Financials,Ticker 38,0
8/20/2019,Financials,Ticker 39,0
8/20/2019,Financials,Ticker 158,-2556.6
8/20/2019,Financials,Ticker 140,-3494.84
8/20/2019,Financials,Ticker 42,-1257.98
8/20/2019,Financials,Ticker 44,-424.12
8/20/2019,Financials,Ticker 45,-253.44
8/20/2019,Financials,Ticker 47,-1060.29
8/20/2019,Financials,Ticker 151,6647.29
8/20/2019,Financials,Ticker 48,26801.28
8/20/2019,Financials,Ticker 49,0
8/20/2019,Financials,Ticker 50,3180.85
8/20/2019,Financials,Ticker 51,-1105.1946
8/20/2019,Financials,Ticker 52,-1115.1228
8/20/2019,Financials,Ticker 53,-18675.36
8/20/2019,Financials,Ticker 54,0
8/20/2019,Financials,Ticker 55,-1574.055
8/20/2019,Financials,Ticker 56,0
8/20/2019,Financials,Ticker 141,-319.575
8/20/2019,Financials,Ticker 57,893.1
8/20/2019,Financials,Ticker 58,3884.912792
8/20/2019,Financials,Ticker 152,0
8/20/2019,Financials,Ticker 59,0
8/20/2019,Health Care,Ticker 133,-25031.173
8/20/2019,Health Care,Ticker 61,-2956.8
8/20/2019,Health Care,Ticker 66,0
8/20/2019,Health Care,Ticker 69,0
8/20/2019,Health Care,Ticker 70,-3060
8/20/2019,Health Care,Ticker 71,0
8/20/2019,Health Care,Ticker 72,3304.4885
8/20/2019,Health Care,Ticker 73,-3520.6
8/20/2019,Health Care,Ticker 163,22817.55
8/20/2019,Health Care,Ticker 142,1704.4
8/20/2019,Health Care,Ticker 143,0
8/20/2019,Health Care,Ticker 78,-7928.1
8/20/2019,Health Care,Ticker 80,-13608.2576
8/20/2019,Health Care,Ticker 145,1917.48
8/20/2019,Health Care,Ticker 82,-135.8976
8/20/2019,Health Care,Ticker 146,-2556
8/20/2019,Health Care,Ticker 83,0
8/20/2019,Health Care,Ticker 159,-36263.66
8/20/2019,Health Care,Ticker 153,12228.4268
8/20/2019,Health Care,Ticker 134,-468.7
8/20/2019,Health Care,Ticker 88,-29701.35
8/20/2019,Health Care,Ticker 147,-3408.8
8/20/2019,Health Care,Ticker 89,0
8/20/2019,Health Care,Ticker 90,69162.5
8/20/2019,Health Care,Ticker 91,-170.750264
8/20/2019,Health Care,Ticker 93,-17385.12
8/20/2019,Health Care,Ticker 94,0
8/20/2019,Industrials,Ticker 97,2481.74208
8/20/2019,Information Technology,Ticker 164,1810.84
8/20/2019,Information Technology,Ticker 100,7061.97
8/20/2019,Information Technology,Ticker 156,0
8/20/2019,Information Technology,Ticker 160,-20452.8
8/20/2019,Information Technology,Ticker 102,-825.0964
8/20/2019,Information Technology,Ticker 104,10588.9
8/20/2019,Information Technology,Ticker 161,-1747.01
8/20/2019,Other,Ticker 110,-7741.02
8/20/2019,Other,Ticker 111,-4490.64
8/20/2019,Other,Ticker 165,5856.24
8/20/2019,Other,Ticker 114,172211.2
8/20/2019,other,Ticker 115,8365.0076
8/20/2019,Other,Ticker 116,128417.8672
8/20/2019,Other,Ticker 117,11924.64
8/20/2019,Real Estate,Ticker 124,-11019.52
8/20/2019,Real Estate,Ticker 149,-191.74
8/20/2019,Real Estate,Ticker 157,-13805.91
8/21/2019,Communication Services,Ticker 166,3834.9
8/21/2019,Communication Services,Ticker 167,33484.96058
8/21/2019,Consumer Discretionary,Ticker 6,37434.46628
8/21/2019,Consumer Discretionary,Ticker 136,3451.05
8/21/2019,Consumer Discretionary,Ticker 8,96433.24
8/21/2019,Consumer Discretionary,Ticker 9,52640
8/21/2019,Consumer Discretionary,Ticker 150,-4410.02
8/21/2019,Energy,Ticker 14,-17384.16
8/21/2019,Energy,Ticker 138,13194.8
8/21/2019,Energy,Ticker 15,0
8/21/2019,Financials,Ticker 169,10370.56572
8/21/2019,Financials,Ticker 17,2096.65
8/21/2019,Financials,Ticker 18,24436.37988
8/21/2019,Financials,Ticker 20,-1070.48
8/21/2019,Financials,Ticker 21,8671.04
8/21/2019,Financials,Ticker 22,0
8/21/2019,Financials,Ticker 23,0
8/21/2019,Financials,Ticker 24,0
8/21/2019,Financials,Ticker 25,-873.07
8/21/2019,Financials,Ticker 26,-211.2
8/21/2019,Financials,Ticker 27,-922.4465
8/21/2019,Financials,Ticker 28,0
8/21/2019,Financials,Ticker 29,0
8/21/2019,Financials,Ticker 30,-838.65
8/21/2019,Financials,Ticker 32,0
8/21/2019,Financials,Ticker 33,0
8/21/2019,Financials,Ticker 34,1517.43
8/21/2019,Financials,Ticker 35,-3696.037
8/21/2019,Financials,Ticker 36,0
8/21/2019,Financials,Ticker 38,0
8/21/2019,Financials,Ticker 39,0
8/21/2019,Financials,Ticker 158,-9587.25
8/21/2019,Financials,Ticker 140,-532.75
8/21/2019,Financials,Ticker 42,0
8/21/2019,Financials,Ticker 44,424.12
8/21/2019,Financials,Ticker 45,-2027.52
8/21/2019,Financials,Ticker 47,0
8/21/2019,Financials,Ticker 151,355.974
8/21/2019,Financials,Ticker 48,655.5804
8/21/2019,Financials,Ticker 49,0
8/21/2019,Financials,Ticker 50,0
8/21/2019,Financials,Ticker 51,1687.32
8/21/2019,Financials,Ticker 52,0
8/21/2019,Financials,Ticker 53,-128607.445
8/21/2019,Financials,Ticker 54,0
8/21/2019,Financials,Ticker 55,1574.055
8/21/2019,Financials,Ticker 56,-1010.36
8/21/2019,Financials,Ticker 141,-319.575
8/21/2019,Financials,Ticker 57,0
8/21/2019,Financials,Ticker 58,-6174.599791
8/21/2019,Financials,Ticker 152,0
8/21/2019,Financials,Ticker 59,0
8/21/2019,Health Care,Ticker 133,39373.7808
8/21/2019,Health Care,Ticker 61,-5913.6
8/21/2019,Health Care,Ticker 66,0
8/21/2019,Health Care,Ticker 69,0
8/21/2019,Health Care,Ticker 70,1440
8/21/2019,Health Care,Ticker 71,0
8/21/2019,Health Care,Ticker 73,3235.288
8/21/2019,Health Care,Ticker 163,-59977.56
8/21/2019,Health Care,Ticker 142,5965.4
8/21/2019,Health Care,Ticker 143,0
8/21/2019,Health Care,Ticker 78,2681.162
8/21/2019,Health Care,Ticker 80,-701.4775
8/21/2019,Health Care,Ticker 145,20319.3887
8/21/2019,Health Care,Ticker 146,-826.44
8/21/2019,Health Care,Ticker 83,0
8/21/2019,Health Care,Ticker 159,1.1802
8/21/2019,Health Care,Ticker 153,-4911.04
8/21/2019,Health Care,Ticker 134,35386.85
8/21/2019,Health Care,Ticker 88,660.03
8/21/2019,Health Care,Ticker 147,-55393
8/21/2019,Health Care,Ticker 89,0
8/21/2019,Health Care,Ticker 90,3772.5
8/21/2019,Health Care,Ticker 91,547.642328
8/21/2019,Health Care,Ticker 93,-14849.79
8/21/2019,Health Care,Ticker 94,0
8/21/2019,Industrials,Ticker 97,20036.51712
8/21/2019,Information Technology,Ticker 164,213.04
8/21/2019,Information Technology,Ticker 100,7754.32
8/21/2019,Information Technology,Ticker 156,2492.73
8/21/2019,Information Technology,Ticker 160,6817.6
8/21/2019,Information Technology,Ticker 104,-2117.78
8/21/2019,Information Technology,Ticker 161,2471.38
8/21/2019,Other,Ticker 110,-59716.44
8/21/2019,Other,Ticker 111,-19780.6058
8/21/2019,Other,Ticker 112,1688.4
8/21/2019,Other,Ticker 165,-5041.08
8/21/2019,Other,Ticker 114,-181086.4045
8/21/2019,other,Ticker 115,-16286.76354
8/21/2019,Other,Ticker 116,-103564.0768
8/21/2019,Other,Ticker 117,-9004.32
8/21/2019,Real Estate,Ticker 124,12646.8282
8/21/2019,Real Estate,Ticker 149,-1054.57
8/21/2019,Real Estate,Ticker 157,10567.1149
8/22/2019,Communication Services,Ticker 166,5496.69
8/22/2019,Communication Services,Ticker 167,7757.4141
8/22/2019,Consumer Discretionary,Ticker 6,-36130.7294
8/22/2019,Consumer Discretionary,Ticker 136,3527.74
8/22/2019,Consumer Discretionary,Ticker 8,34600
8/22/2019,Consumer Discretionary,Ticker 9,3760
8/22/2019,Consumer Discretionary,Ticker 150,4026.54
8/22/2019,Energy,Ticker 14,-108651
8/22/2019,Energy,Ticker 138,-18472.72
8/22/2019,Energy,Ticker 15,0
8/22/2019,Financials,Ticker 169,-10152.03103
8/22/2019,Financials,Ticker 17,0
8/22/2019,Financials,Ticker 18,-927.9620772
8/22/2019,Financials,Ticker 20,0
8/22/2019,Financials,Ticker 21,-6503.28
8/22/2019,Financials,Ticker 22,0
8/22/2019,Financials,Ticker 23,4281.929997
8/22/2019,Financials,Ticker 24,-2438.66
8/22/2019,Financials,Ticker 25,-3492.28
8/22/2019,Financials,Ticker 26,-422.4
8/22/2019,Financials,Ticker 27,-349.8935
8/22/2019,Financials,Ticker 28,0
8/22/2019,Financials,Ticker 29,0
8/22/2019,Financials,Ticker 30,721.239
8/22/2019,Financials,Ticker 32,-2468.4705
8/22/2019,Financials,Ticker 33,0.1
8/22/2019,Financials,Ticker 34,0
8/22/2019,Financials,Ticker 35,-4316.0174
8/22/2019,Financials,Ticker 36,-442.14
8/22/2019,Financials,Ticker 38,0
8/22/2019,Financials,Ticker 39,0
8/22/2019,Financials,Ticker 158,5752.35
8/22/2019,Financials,Ticker 140,2280.17
8/22/2019,Financials,Ticker 42,2515.96
8/22/2019,Financials,Ticker 44,-1272.36
8/22/2019,Financials,Ticker 45,-1013.76
8/22/2019,Financials,Ticker 47,1060.29
8/22/2019,Financials,Ticker 151,0
8/22/2019,Financials,Ticker 48,-15522.8044
8/22/2019,Financials,Ticker 49,3316.08
8/22/2019,Financials,Ticker 50,0
8/22/2019,Financials,Ticker 51,3374.64
8/22/2019,Financials,Ticker 52,844.79
8/22/2019,Financials,Ticker 53,129610.0591
8/22/2019,Financials,Ticker 54,2535.18
8/22/2019,Financials,Ticker 55,5246.85
8/22/2019,Financials,Ticker 56,0
8/22/2019,Financials,Ticker 141,1917.45
8/22/2019,Financials,Ticker 57,-446.55
8/22/2019,Financials,Ticker 58,-2096.763919
8/22/2019,Financials,Ticker 152,0
8/22/2019,Financials,Ticker 59,0
8/22/2019,Health Care,Ticker 133,-32743.09
8/22/2019,Health Care,Ticker 61,-3801.6
8/22/2019,Health Care,Ticker 66,0
8/22/2019,Health Care,Ticker 69,0
8/22/2019,Health Care,Ticker 70,540
8/22/2019,Health Care,Ticker 71,0
8/22/2019,Health Care,Ticker 163,60164.6248
8/22/2019,Health Care,Ticker 142,-2556.6
8/22/2019,Health Care,Ticker 143,0
8/22/2019,Health Care,Ticker 145,3390.1011
8/22/2019,Health Care,Ticker 146,-1371.72
8/22/2019,Health Care,Ticker 83,0
8/22/2019,Health Care,Ticker 159,-2370.33
8/22/2019,Health Care,Ticker 153,-23941.32
8/22/2019,Health Care,Ticker 134,-11717.5
8/22/2019,Health Care,Ticker 88,-25741.17
8/22/2019,Health Care,Ticker 147,-32082.0995
8/22/2019,Health Care,Ticker 89,0
8/22/2019,Health Care,Ticker 90,-38982.5
8/22/2019,Health Care,Ticker 91,-98.403757
8/22/2019,Health Care,Ticker 93,-9416.94
8/22/2019,Health Care,Ticker 94,0
8/22/2019,Industrials,Ticker 97,-22872.90112
8/22/2019,Information Technology,Ticker 164,5006.44
8/22/2019,Information Technology,Ticker 170,3664.46
8/22/2019,Information Technology,Ticker 100,-11908.42
8/22/2019,Information Technology,Ticker 156,10247.89
8/22/2019,Information Technology,Ticker 160,-31531.4
8/22/2019,Information Technology,Ticker 104,9530.01
8/22/2019,Information Technology,Ticker 161,809.59
8/22/2019,Other,Ticker 110,53215.4056
8/22/2019,Other,Ticker 111,-7659.23
8/22/2019,Other,Ticker 112,-1221.629696
8/22/2019,Other,Ticker 165,2104.76
8/22/2019,Other,Ticker 114,6633.81
8/22/2019,other,Ticker 115,8206.53996
8/22/2019,Other,Ticker 116,182406.1408
8/22/2019,Other,Ticker 117,6327.36
8/22/2019,Real Estate,Ticker 171,1308.458553
8/22/2019,Real Estate,Ticker 124,30669.172
8/22/2019,Real Estate,Ticker 149,-1150.44
8/22/2019,Real Estate,Ticker 157,22967.28
8/23/2019,Communication Services,Ticker 166,-3195.75
8/23/2019,Communication Services,Ticker 167,-5400.873342
8/23/2019,Consumer Discretionary,Ticker 136,-13880.89
8/23/2019,Consumer Discretionary,Ticker 8,-3460
8/23/2019,Consumer Discretionary,Ticker 9,0
8/23/2019,Consumer Discretionary,Ticker 150,-766.96
