Trade_Dt,Sector,Client_Symbol,PNL
8/8/2019,Financials,Ticker 54,0
8/8/2019,Financials,Ticker 55,0
8/8/2019,Financials,Ticker 56,0
8/8/2019,Financials,Ticker 141,0
8/8/2019,Financials,Ticker 57,0
8/8/2019,Financials,Ticker 58,2570.688428
8/8/2019,Financials,Ticker 59,0
8/8/2019,Health Care,Ticker 131,229.313
8/8/2019,Health Care,Ticker 133,-157230.9
8/8/2019,Health Care,Ticker 60,111692.17
8/8/2019,Health Care,Ticker 61,15628.8
8/8/2019,Health Care,Ticker 63,97849.6966
8/8/2019,Health Care,Ticker 64,-2621.5797
8/8/2019,Health Care,Ticker 65,18888.3
8/8/2019,Health Care,Ticker 66,2062.1332
8/8/2019,Health Care,Ticker 68,47646.72
8/8/2019,Health Care,Ticker 69,0
8/8/2019,Health Care,Ticker 70,-540
8/8/2019,Health Care,Ticker 71,0
8/8/2019,Health Care,Ticker 72,7349.7
8/8/2019,Health Care,Ticker 73,-5375.4
8/8/2019,Health Care,Ticker 142,1278.3
8/8/2019,Health Care,Ticker 143,0
8/8/2019,Health Care,Ticker 74,-10815
8/8/2019,Health Care,Ticker 75,6857.4005
8/8/2019,Health Care,Ticker 76,30658.679
8/8/2019,Health Care,Ticker 77,48141.35964
8/8/2019,Health Care,Ticker 78,48358.597
8/8/2019,Health Care,Ticker 144,-18322.3
8/8/2019,Health Care,Ticker 80,0
8/8/2019,Health Care,Ticker 81,-12405.12
8/8/2019,Health Care,Ticker 145,-65461.8632
8/8/2019,Health Care,Ticker 82,27637.88
8/8/2019,Health Care,Ticker 146,11646.84
8/8/2019,Health Care,Ticker 83,0
8/8/2019,Health Care,Ticker 85,46548.48
8/8/2019,Health Care,Ticker 86,76918.15
8/8/2019,Health Care,Ticker 87,57530.88
8/8/2019,Health Care,Ticker 134,51875.24
8/8/2019,Health Care,Ticker 88,-36301.65
8/8/2019,Health Care,Ticker 147,-1091.6682
8/8/2019,Health Care,Ticker 89,0
8/8/2019,Health Care,Ticker 90,5030
8/8/2019,Health Care,Ticker 91,250.300153
8/8/2019,Health Care,Ticker 92,2623.279364
8/8/2019,Health Care,Ticker 93,3451.41
8/8/2019,Health Care,Ticker 94,0
8/8/2019,Industrials,Ticker 95,8279.57053
8/8/2019,Industrials,Ticker 96,32150.05211
8/8/2019,Industrials,Ticker 97,30017.09453
8/8/2019,Industrials,Ticker 98,-24488.254
8/8/2019,Industrials,Ticker 148,-53923.3796
8/8/2019,Information Technology,Ticker 135,80329.9432
8/8/2019,Information Technology,Ticker 100,-18675.5918
8/8/2019,Information Technology,Ticker 102,-11187.58
8/8/2019,Information Technology,Ticker 103,20425.08
8/8/2019,Information Technology,Ticker 104,27531.14
8/8/2019,Materials,Ticker 106,-443.8302729
8/8/2019,Materials,Ticker 108,-2727.33957
8/8/2019,Other,Ticker 110,-230304.5645
8/8/2019,Other,Ticker 111,-102275.92
8/8/2019,Other,Ticker 114,-639530.3176
8/8/2019,other,Ticker 115,-150667.4761
8/8/2019,Other,Ticker 116,-394788.714
8/8/2019,Other,Ticker 117,-17902.6185
8/8/2019,other,Ticker 118,-8707.92698
8/8/2019,Real Estate,Ticker 119,-278.946085
8/8/2019,Real Estate,Ticker 120,-10794.65082
8/8/2019,Real Estate,Ticker 122,15989.22
8/8/2019,Real Estate,Ticker 123,22884.84
8/8/2019,Real Estate,Ticker 124,-59183.48
8/8/2019,Real Estate,Ticker 149,8915.91
8/8/2019,Utilities,Ticker 132,7031.2
8/8/2019,Utilities,Ticker 127,27498.24
8/8/2019,Utilities,Ticker 129,15396.48
8/9/2019,Communication Services,Ticker 1,-8925.625871
8/9/2019,Communication Services,Ticker 2,-18979.37
8/9/2019,Consumer Discretionary,Ticker 5,-21861.78
8/9/2019,Consumer Discretionary,Ticker 6,14615.49163
8/9/2019,Consumer Discretionary,Ticker 136,-17576.9
8/9/2019,Consumer Discretionary,Ticker 137,-3664.46
8/9/2019,Consumer Discretionary,Ticker 8,83040
8/9/2019,Consumer Discretionary,Ticker 9,11280
8/9/2019,Consumer Discretionary,Ticker 150,32945.6048
8/9/2019,Consumer Staples,Ticker 11,26237.37
8/9/2019,Energy,Ticker 14,27075.4698
8/9/2019,Energy,Ticker 138,-37605.18
8/9/2019,Energy,Ticker 15,0
8/9/2019,Financials,Ticker 17,0
8/9/2019,Financials,Ticker 18,-20372.94319
8/9/2019,Financials,Ticker 19,-21078.773
8/9/2019,Financials,Ticker 20,13916.24
8/9/2019,Financials,Ticker 21,-6503.28
8/9/2019,Financials,Ticker 22,0
8/9/2019,Financials,Ticker 23,0
8/9/2019,Financials,Ticker 24,9754.64
8/9/2019,Financials,Ticker 25,-3605.7791
8/9/2019,Financials,Ticker 26,-1056
8/9/2019,Financials,Ticker 27,-2232.9567
8/9/2019,Financials,Ticker 28,0
8/9/2019,Financials,Ticker 29,535.24
8/9/2019,Financials,Ticker 30,-838.65
8/9/2019,Financials,Ticker 139,-2612.218541
8/9/2019,Financials,Ticker 31,0
8/9/2019,Financials,Ticker 32,-866.13
8/9/2019,Financials,Ticker 33,0
8/9/2019,Financials,Ticker 34,0
8/9/2019,Financials,Ticker 35,1192.27
8/9/2019,Financials,Ticker 36,0
8/9/2019,Financials,Ticker 37,-14472.68
8/9/2019,Financials,Ticker 38,0
8/9/2019,Financials,Ticker 39,0
8/9/2019,Financials,Ticker 41,88538.7574
8/9/2019,Financials,Ticker 140,1044.19
8/9/2019,Financials,Ticker 42,1257.98
8/9/2019,Financials,Ticker 43,2544.68
8/9/2019,Financials,Ticker 44,381.708
8/9/2019,Financials,Ticker 45,-1013.76
8/9/2019,Financials,Ticker 46,-1538.3376
8/9/2019,Financials,Ticker 47,-1060.29
8/9/2019,Financials,Ticker 151,14313.1744
8/9/2019,Financials,Ticker 48,1710.72
8/9/2019,Financials,Ticker 49,-3979.296
8/9/2019,Financials,Ticker 50,-1272.34
8/9/2019,Financials,Ticker 51,-607.4352
8/9/2019,Financials,Ticker 52,844.79
8/9/2019,Financials,Ticker 53,-5352.33
8/9/2019,Financials,Ticker 54,0
8/9/2019,Financials,Ticker 55,0
8/9/2019,Financials,Ticker 56,0
8/9/2019,Financials,Ticker 141,0
8/9/2019,Financials,Ticker 57,-446.55
8/9/2019,Financials,Ticker 58,146.631188
8/9/2019,Financials,Ticker 152,2982.7
8/9/2019,Financials,Ticker 59,0
8/9/2019,Health Care,Ticker 131,-8812.798512
8/9/2019,Health Care,Ticker 133,45592.7
8/9/2019,Health Care,Ticker 60,-359019.188
8/9/2019,Health Care,Ticker 61,2956.8
8/9/2019,Health Care,Ticker 63,-33825.9901
8/9/2019,Health Care,Ticker 64,8918.03
8/9/2019,Health Care,Ticker 65,-25604.14
8/9/2019,Health Care,Ticker 66,-7704.7511
8/9/2019,Health Care,Ticker 68,-22640.64
8/9/2019,Health Care,Ticker 69,0
8/9/2019,Health Care,Ticker 70,0
8/9/2019,Health Care,Ticker 71,0
8/9/2019,Health Care,Ticker 72,4899.8
8/9/2019,Health Care,Ticker 73,30829.5
8/9/2019,Health Care,Ticker 142,14913.5
8/9/2019,Health Care,Ticker 143,0
8/9/2019,Health Care,Ticker 74,-9733.5
8/9/2019,Health Care,Ticker 75,-13240.48
8/9/2019,Health Care,Ticker 76,14329.321
8/9/2019,Health Care,Ticker 77,-11543.62347
8/9/2019,Health Care,Ticker 78,48666.753
8/9/2019,Health Care,Ticker 144,19174.5
8/9/2019,Health Care,Ticker 80,146369.4556
8/9/2019,Health Care,Ticker 81,-40970.5745
8/9/2019,Health Care,Ticker 145,-22093.59
8/9/2019,Health Care,Ticker 82,3828.2804
8/9/2019,Health Care,Ticker 146,-2803.08
8/9/2019,Health Care,Ticker 83,0
8/9/2019,Health Care,Ticker 153,-13209.1
8/9/2019,Health Care,Ticker 85,-34697.3782
8/9/2019,Health Care,Ticker 86,-31644.14
8/9/2019,Health Care,Ticker 87,-4815.36
8/9/2019,Health Care,Ticker 134,10247.74
8/9/2019,Health Care,Ticker 88,-52802.4
8/9/2019,Health Care,Ticker 147,-7755.02
8/9/2019,Health Care,Ticker 89,0
8/9/2019,Health Care,Ticker 90,5030
8/9/2019,Health Care,Ticker 91,7.087572
8/9/2019,Health Care,Ticker 93,10354.23
8/9/2019,Health Care,Ticker 94,0
8/9/2019,Industrials,Ticker 95,-709.23733
8/9/2019,Industrials,Ticker 96,-5379.345943
8/9/2019,Industrials,Ticker 97,-22179.7626
8/9/2019,Industrials,Ticker 148,-179846.1886
8/9/2019,Information Technology,Ticker 135,36962.5205
8/9/2019,Information Technology,Ticker 100,-29541.56
8/9/2019,Information Technology,Ticker 102,-2976.8645
8/9/2019,Information Technology,Ticker 103,33444.4767
8/9/2019,Information Technology,Ticker 154,-85421.2098
8/9/2019,Information Technology,Ticker 104,1058.89
8/9/2019,Materials,Ticker 108,-1981.078552
8/9/2019,Other,Ticker 110,49619.1146
8/9/2019,Other,Ticker 111,20842.96
8/9/2019,Other,Ticker 114,262845.2302
8/9/2019,other,Ticker 115,60913.68832
8/9/2019,Other,Ticker 116,210469.4592
8/9/2019,Other,Ticker 117,16344.9
8/9/2019,other,Ticker 118,492.43243
8/9/2019,Real Estate,Ticker 119,16.32915922
8/9/2019,Real Estate,Ticker 120,13063.94302
8/9/2019,Real Estate,Ticker 122,3074.85
8/9/2019,Real Estate,Ticker 123,-5721.21
8/9/2019,Real Estate,Ticker 124,-59183.48
8/9/2019,Real Estate,Ticker 149,2684.36
8/9/2019,Utilities,Ticker 132,2365.04
8/9/2019,Utilities,Ticker 127,-21880.32
8/9/2019,Utilities,Ticker 129,25090.56
8/12/2019,Communication Services,Ticker 1,-4564.161719
8/12/2019,Communication Services,Ticker 2,-23962.78
8/12/2019,Consumer Discretionary,Ticker 5,4861.6012
8/12/2019,Consumer Discretionary,Ticker 6,-42933.89742
8/12/2019,Consumer Discretionary,Ticker 136,-17576.9
8/12/2019,Consumer Discretionary,Ticker 137,9288.98
8/12/2019,Consumer Discretionary,Ticker 8,-108990
8/12/2019,Consumer Discretionary,Ticker 9,-18800
8/12/2019,Consumer Discretionary,Ticker 150,14572.8
8/12/2019,Consumer Staples,Ticker 11,74470.14
8/12/2019,Energy,Ticker 14,-85813.5
8/12/2019,Energy,Ticker 138,-17812.98
8/12/2019,Energy,Ticker 15,0
8/12/2019,Financials,Ticker 17,0
8/12/2019,Financials,Ticker 18,-10875.14666
8/12/2019,Financials,Ticker 19,-92734.18
8/12/2019,Financials,Ticker 20,0
8/12/2019,Financials,Ticker 21,-4335.52
8/12/2019,Financials,Ticker 22,-4281.96
8/12/2019,Financials,Ticker 23,0
8/12/2019,Financials,Ticker 24,0
8/12/2019,Financials,Ticker 25,0
8/12/2019,Financials,Ticker 26,-633.6
8/12/2019,Financials,Ticker 27,0
8/12/2019,Financials,Ticker 28,0
8/12/2019,Financials,Ticker 29,0
8/12/2019,Financials,Ticker 30,0
8/12/2019,Financials,Ticker 31,0
8/12/2019,Financials,Ticker 32,0
8/12/2019,Financials,Ticker 33,0
8/12/2019,Financials,Ticker 34,0
8/12/2019,Financials,Ticker 35,-1788.405
8/12/2019,Financials,Ticker 36,1031.66
8/12/2019,Financials,Ticker 37,-11197.84
8/12/2019,Financials,Ticker 38,0
8/12/2019,Financials,Ticker 39,0
8/12/2019,Financials,Ticker 41,-112981.9887
8/12/2019,Financials,Ticker 140,3089.95
8/12/2019,Financials,Ticker 42,-729.6284
8/12/2019,Financials,Ticker 43,-6361.7
8/12/2019,Financials,Ticker 44,0
8/12/2019,Financials,Ticker 45,-1013.76
8/12/2019,Financials,Ticker 46,-4487.48
8/12/2019,Financials,Ticker 47,0
8/12/2019,Financials,Ticker 151,7353.9243
8/12/2019,Financials,Ticker 48,3611.52
8/12/2019,Financials,Ticker 49,0
8/12/2019,Financials,Ticker 50,-636.17
8/12/2019,Financials,Ticker 51,1265.49
8/12/2019,Financials,Ticker 52,-228.0933
8/12/2019,Financials,Ticker 53,0
8/12/2019,Financials,Ticker 54,0
8/12/2019,Financials,Ticker 55,1049.37
8/12/2019,Financials,Ticker 56,0
8/12/2019,Financials,Ticker 141,0
8/12/2019,Financials,Ticker 57,446.55
8/12/2019,Financials,Ticker 58,4770.958995
8/12/2019,Financials,Ticker 152,-426.1
8/12/2019,Financials,Ticker 59,0
8/12/2019,Health Care,Ticker 133,143676.3442
8/12/2019,Health Care,Ticker 60,-86237.36
8/12/2019,Health Care,Ticker 61,14784
8/12/2019,Health Care,Ticker 63,-38939.92
8/12/2019,Health Care,Ticker 64,-4510.781
8/12/2019,Health Care,Ticker 65,-35258.16
8/12/2019,Health Care,Ticker 66,0
8/12/2019,Health Care,Ticker 68,-11489.28
8/12/2019,Health Care,Ticker 69,0
8/12/2019,Health Care,Ticker 70,360
8/12/2019,Health Care,Ticker 71,0
8/12/2019,Health Care,Ticker 72,17149.3
8/12/2019,Health Care,Ticker 73,-11857.5
8/12/2019,Health Care,Ticker 142,-852.2
8/12/2019,Health Care,Ticker 143,0
8/12/2019,Health Care,Ticker 74,23793
8/12/2019,Health Care,Ticker 75,-7071.62
8/12/2019,Health Care,Ticker 76,16112.6796
8/12/2019,Health Care,Ticker 77,-16328.44963
8/12/2019,Health Care,Ticker 78,37113.112
8/12/2019,Health Care,Ticker 144,-11504.7
8/12/2019,Health Care,Ticker 80,-17296.65
8/12/2019,Health Care,Ticker 145,-19920.45
8/12/2019,Health Care,Ticker 82,548.4014
8/12/2019,Health Care,Ticker 146,-2070.36
8/12/2019,Health Care,Ticker 83,0
8/12/2019,Health Care,Ticker 153,25566
8/12/2019,Health Care,Ticker 85,-107322.0838
8/12/2019,Health Care,Ticker 86,-29782.72
8/12/2019,Health Care,Ticker 87,-19514.88
8/12/2019,Health Care,Ticker 134,-12186.2
8/12/2019,Health Care,Ticker 88,-69963.18
8/12/2019,Health Care,Ticker 147,19472.62
8/12/2019,Health Care,Ticker 89,0
8/12/2019,Health Care,Ticker 90,-17605
8/12/2019,Health Care,Ticker 91,505.336935
8/12/2019,Health Care,Ticker 93,32213.16
8/12/2019,Health Care,Ticker 94,0
8/12/2019,Industrials,Ticker 96,-1661.494757
8/12/2019,Industrials,Ticker 97,-38037.07554
8/12/2019,Industrials,Ticker 148,-24713.8
8/12/2019,Information Technology,Ticker 135,23303.2
8/12/2019,Information Technology,Ticker 100,-54838.08
8/12/2019,Information Technology,Ticker 102,12672
8/12/2019,Information Technology,Ticker 103,29338.0762
8/12/2019,Information Technology,Ticker 154,-128887.4535
8/12/2019,Information Technology,Ticker 104,3176.67
8/12/2019,Materials,Ticker 108,-2795.858628
8/12/2019,Other,Ticker 110,292703.923
8/12/2019,Other,Ticker 111,67376.08
8/12/2019,Other,Ticker 114,488613.5328
8/12/2019,other,Ticker 115,-2907.32638
8/12/2019,Other,Ticker 116,448770.116
8/12/2019,Other,Ticker 117,18078.45
8/12/2019,other,Ticker 118,52.68555
8/12/2019,Real Estate,Ticker 120,21057.57607
8/12/2019,Real Estate,Ticker 122,12650.6155
8/12/2019,Real Estate,Ticker 123,-17163.63
8/12/2019,Real Estate,Ticker 124,98119.98
8/12/2019,Real Estate,Ticker 149,1438.05
8/12/2019,Utilities,Ticker 132,-383.52
8/12/2019,Utilities,Ticker 127,-38734.08
8/12/2019,Utilities,Ticker 129,-570.24
8/13/2019,Communication Services,Ticker 1,5755.859516
8/13/2019,Communication Services,Ticker 2,-10815.06
8/13/2019,Consumer Discretionary,Ticker 5,-5330.6652
8/13/2019,Consumer Discretionary,Ticker 6,13350.17558
8/13/2019,Consumer Discretionary,Ticker 136,-20762.982
8/13/2019,Consumer Discretionary,Ticker 137,17515.8186
8/13/2019,Consumer Discretionary,Ticker 8,173859.77
8/13/2019,Consumer Discretionary,Ticker 9,18800
8/13/2019,Consumer Discretionary,Ticker 150,15565.249
8/13/2019,Consumer Staples,Ticker 11,-26341.0989
8/13/2019,Consumer Staples,Ticker 155,-10859.2448
8/13/2019,Energy,Ticker 14,4112.715
8/13/2019,Energy,Ticker 138,13194.8
8/13/2019,Energy,Ticker 15,0
8/13/2019,Financials,Ticker 17,0
8/13/2019,Financials,Ticker 18,-12985.50205
8/13/2019,Financials,Ticker 19,-1477.4323
8/13/2019,Financials,Ticker 20,3211.44
8/13/2019,Financials,Ticker 21,41187.44
8/13/2019,Financials,Ticker 22,0
8/13/2019,Financials,Ticker 23,0
8/13/2019,Financials,Ticker 24,-2438.66
8/13/2019,Financials,Ticker 25,2304.9048
8/13/2019,Financials,Ticker 26,-105.6
8/13/2019,Financials,Ticker 27,661.6168
8/13/2019,Financials,Ticker 28,0
8/13/2019,Financials,Ticker 29,535.24
8/13/2019,Financials,Ticker 30,3354.6
8/13/2019,Financials,Ticker 31,6337.95
8/13/2019,Financials,Ticker 32,-1732.26
8/13/2019,Financials,Ticker 33,0
8/13/2019,Financials,Ticker 34,3034.86
8/13/2019,Financials,Ticker 35,1788.405
8/13/2019,Financials,Ticker 36,0
8/13/2019,Financials,Ticker 37,8335.1436
8/13/2019,Financials,Ticker 38,0
8/13/2019,Financials,Ticker 39,0
8/13/2019,Financials,Ticker 41,39461.00105
8/13/2019,Financials,Ticker 140,2280.17
8/13/2019,Financials,Ticker 42,-528.3516
8/13/2019,Financials,Ticker 43,3706.8968
8/13/2019,Financials,Ticker 44,-381.708
8/13/2019,Financials,Ticker 45,0
8/13/2019,Financials,Ticker 46,15180.0106
8/13/2019,Financials,Ticker 47,1060.29
8/13/2019,Financials,Ticker 151,-19089.56
8/13/2019,Financials,Ticker 48,20908.8
8/13/2019,Financials,Ticker 49,0
8/13/2019,Financials,Ticker 50,1272.34
8/13/2019,Financials,Ticker 51,-1265.49
8/13/2019,Financials,Ticker 52,228.0933
8/13/2019,Financials,Ticker 53,119
8/13/2019,Financials,Ticker 54,0
8/13/2019,Financials,Ticker 55,0
8/13/2019,Financials,Ticker 56,0
8/13/2019,Financials,Ticker 141,191.745
8/13/2019,Financials,Ticker 57,0
8/13/2019,Financials,Ticker 58,11180.7384
8/13/2019,Financials,Ticker 152,852.2
8/13/2019,Financials,Ticker 59,0
8/13/2019,Health Care,Ticker 133,-16641.26
8/13/2019,Health Care,Ticker 60,39198.8
8/13/2019,Health Care,Ticker 61,-2534.4
8/13/2019,Health Care,Ticker 63,15.46
8/13/2019,Health Care,Ticker 64,1930.004
8/13/2019,Health Care,Ticker 65,24135.05
8/13/2019,Health Care,Ticker 66,0
8/13/2019,Health Care,Ticker 68,12503.04
8/13/2019,Health Care,Ticker 69,0
8/13/2019,Health Care,Ticker 70,-180
8/13/2019,Health Care,Ticker 71,0
8/13/2019,Health Care,Ticker 72,-8302.35
8/13/2019,Health Care,Ticker 73,11153.6893
8/13/2019,Health Care,Ticker 142,6391.5
8/13/2019,Health Care,Ticker 143,0
8/13/2019,Health Care,Ticker 74,9733.5
8/13/2019,Health Care,Ticker 75,2559.3599
8/13/2019,Health Care,Ticker 76,53796.9943
8/13/2019,Health Care,Ticker 77,4271.460428
8/13/2019,Health Care,Ticker 78,-1858.56
8/13/2019,Health Care,Ticker 144,10652.5
8/13/2019,Health Care,Ticker 80,-18943.95
8/13/2019,Health Care,Ticker 145,30061.77
8/13/2019,Health Care,Ticker 82,-4531.3065
8/13/2019,Health Care,Ticker 146,-1030.92
8/13/2019,Health Care,Ticker 83,0
8/13/2019,Health Care,Ticker 153,30299.62
8/13/2019,Health Care,Ticker 85,12099.0732
8/13/2019,Health Care,Ticker 86,13916.7
8/13/2019,Health Care,Ticker 87,59797.2612
8/13/2019,Health Care,Ticker 134,3983.95
8/13/2019,Health Care,Ticker 88,-3300.15
8/13/2019,Health Care,Ticker 147,-5965.36
8/13/2019,Health Care,Ticker 89,0
8/13/2019,Health Care,Ticker 90,30180
8/13/2019,Health Care,Ticker 91,804.752109
8/13/2019,Health Care,Ticker 93,1917.45
8/13/2019,Health Care,Ticker 94,0
8/13/2019,Industrials,Ticker 96,-11689.26626
8/13/2019,Industrials,Ticker 97,38398.44064
8/13/2019,Industrials,Ticker 148,-47297.1
8/13/2019,Information Technology,Ticker 135,33157.1501
8/13/2019,Information Technology,Ticker 100,9139.68
8/13/2019,Information Technology,Ticker 156,-5532.4624
8/13/2019,Information Technology,Ticker 102,13432.32
8/13/2019,Information Technology,Ticker 103,-3691.308
8/13/2019,Information Technology,Ticker 154,33528.2301
8/13/2019,Information Technology,Ticker 104,0
8/13/2019,Other,Ticker 110,-158531.4116
8/13/2019,Other,Ticker 111,-68345.52
8/13/2019,Other,Ticker 114,-640818.86
8/13/2019,other,Ticker 115,-46744.3708
8/13/2019,Other,Ticker 116,-313554.8132
8/13/2019,Other,Ticker 117,-14611.35
8/13/2019,Real Estate,Ticker 120,-31857.95332
8/13/2019,Real Estate,Ticker 122,9733.7315
8/13/2019,Real Estate,Ticker 123,-140.5226
8/13/2019,Real Estate,Ticker 124,68320.8982
8/13/2019,Real Estate,Ticker 149,-2205.01
8/13/2019,Real Estate,Ticker 157,-17428.7322
8/13/2019,Utilities,Ticker 132,-286.9136
8/13/2019,Utilities,Ticker 127,4139.52
8/13/2019,Utilities,Ticker 129,10834.56
8/14/2019,Communication Services,Ticker 1,-1099.63636
8/14/2019,Communication Services,Ticker 2,-25564.5793
8/14/2019,Consumer Discretionary,Ticker 5,-16069.2126
8/14/2019,Consumer Discretionary,Ticker 6,-77183.8341
8/14/2019,Consumer Discretionary,Ticker 136,-35505.7179
8/14/2019,Consumer Discretionary,Ticker 8,-137967.5
8/14/2019,Consumer Discretionary,Ticker 9,-33840
8/14/2019,Consumer Discretionary,Ticker 150,-35797.2272
8/14/2019,Consumer Staples,Ticker 11,-66174.86
8/14/2019,Consumer Staples,Ticker 155,-1879.64
8/14/2019,Energy,Ticker 14,-136643.35
8/14/2019,Energy,Ticker 138,-15174.02
8/14/2019,Energy,Ticker 15,0
8/14/2019,Financials,Ticker 17,0
8/14/2019,Financials,Ticker 18,29782.55791
8/14/2019,Financials,Ticker 19,-59650.2448
8/14/2019,Financials,Ticker 20,-1070.48
8/14/2019,Financials,Ticker 21,2167.76
8/14/2019,Financials,Ticker 22,-2140.98
8/14/2019,Financials,Ticker 23,0
8/14/2019,Financials,Ticker 24,0
8/14/2019,Financials,Ticker 25,-558.7648
8/14/2019,Financials,Ticker 26,-4224
8/14/2019,Financials,Ticker 27,0
8/14/2019,Financials,Ticker 28,0
8/14/2019,Financials,Ticker 29,-2140.96
8/14/2019,Financials,Ticker 30,0
8/14/2019,Financials,Ticker 31,0
8/14/2019,Financials,Ticker 32,866.13
8/14/2019,Financials,Ticker 33,0
8/14/2019,Financials,Ticker 34,0
8/14/2019,Financials,Ticker 35,8345.89
8/14/2019,Financials,Ticker 36,0
8/14/2019,Financials,Ticker 38,0
8/14/2019,Financials,Ticker 39,0
8/14/2019,Financials,Ticker 158,-8948.1
8/14/2019,Financials,Ticker 140,-5050.47
8/14/2019,Financials,Ticker 42,-3786.5198
8/14/2019,Financials,Ticker 43,-10186.5229
8/14/2019,Financials,Ticker 44,0
8/14/2019,Financials,Ticker 45,-5829.12
8/14/2019,Financials,Ticker 46,-26558.6645
8/14/2019,Financials,Ticker 47,0
8/14/2019,Financials,Ticker 151,-17956.5352
8/14/2019,Financials,Ticker 48,-7793.28
8/14/2019,Financials,Ticker 49,0
8/14/2019,Financials,Ticker 50,-2544.68
8/14/2019,Financials,Ticker 51,421.83
8/14/2019,Financials,Ticker 52,0
8/14/2019,Financials,Ticker 53,-33640.96
8/14/2019,Financials,Ticker 54,0
8/14/2019,Financials,Ticker 55,0
8/14/2019,Financials,Ticker 56,0
8/14/2019,Financials,Ticker 141,-191.745
8/14/2019,Financials,Ticker 57,0
8/14/2019,Financials,Ticker 58,-2327.435075
8/14/2019,Financials,Ticker 152,852.2
8/14/2019,Financials,Ticker 59,-1056.34
8/14/2019,Health Care,Ticker 133,-125758.8
8/14/2019,Health Care,Ticker 60,51938.41
8/14/2019,Health Care,Ticker 61,-10137.6
8/14/2019,Health Care,Ticker 63,-7491.5608
8/14/2019,Health Care,Ticker 65,-17209.34
8/14/2019,Health Care,Ticker 66,0
8/14/2019,Health Care,Ticker 68,-12503.04
8/14/2019,Health Care,Ticker 69,0
8/14/2019,Health Care,Ticker 70,180
8/14/2019,Health Care,Ticker 71,0
8/14/2019,Health Care,Ticker 72,-18247.5
8/14/2019,Health Care,Ticker 73,-305.02
8/14/2019,Health Care,Ticker 142,10226.4
8/14/2019,Health Care,Ticker 143,0
8/14/2019,Health Care,Ticker 74,-158534.222
8/14/2019,Health Care,Ticker 75,-14993
8/14/2019,Health Care,Ticker 76,25357.4443
8/14/2019,Health Care,Ticker 77,36927.4386
8/14/2019,Health Care,Ticker 78,-58893.12
8/14/2019,Health Care,Ticker 144,98226.6035
8/14/2019,Health Care,Ticker 80,-63970.15
8/14/2019,Health Care,Ticker 145,-6157.23
8/14/2019,Health Care,Ticker 82,-9160.2553
8/14/2019,Health Care,Ticker 146,-1695.48
8/14/2019,Health Care,Ticker 83,0
8/14/2019,Health Care,Ticker 159,167464.4389
8/14/2019,Health Care,Ticker 153,-14329.8
8/14/2019,Health Care,Ticker 85,-30211.7865
8/14/2019,Health Care,Ticker 86,-30175.1791
8/14/2019,Health Care,Ticker 134,-6561.8
8/14/2019,Health Care,Ticker 88,45542.07
8/14/2019,Health Care,Ticker 147,-49959.89
8/14/2019,Health Care,Ticker 89,0
8/14/2019,Health Care,Ticker 90,-30180
8/14/2019,Health Care,Ticker 91,-2452.716828
8/14/2019,Health Care,Ticker 93,-7669.8
8/14/2019,Health Care,Ticker 94,0
8/14/2019,Industrials,Ticker 97,-64729.664
8/14/2019,Industrials,Ticker 148,-110885.588
8/14/2019,Information Technology,Ticker 135,-112571.5999
8/14/2019,Information Technology,Ticker 100,-60100.32
8/14/2019,Information Technology,Ticker 156,-21049.72
8/14/2019,Information Technology,Ticker 160,-89937.616
8/14/2019,Information Technology,Ticker 102,-1013.76
8/14/2019,Information Technology,Ticker 103,-43106.3932
8/14/2019,Information Technology,Ticker 154,-54200.5965
8/14/2019,Information Technology,Ticker 104,-18001.13
8/14/2019,Information Technology,Ticker 161,-19813.65
8/14/2019,Other,Ticker 110,276405.8846
8/14/2019,Other,Ticker 111,172075.6
8/14/2019,Other,Ticker 114,1181975.737
8/14/2019,other,Ticker 115,78481.96884
8/14/2019,Other,Ticker 116,525630.6516
8/14/2019,Other,Ticker 117,57429.372
8/14/2019,Real Estate,Ticker 120,-19688.84359
8/14/2019,Real Estate,Ticker 122,-3067.9446
8/14/2019,Real Estate,Ticker 123,-11636.8075
8/14/2019,Real Estate,Ticker 124,-27996.8889
8/14/2019,Real Estate,Ticker 149,-6039.81
8/14/2019,Real Estate,Ticker 157,-35793.1
8/14/2019,Utilities,Ticker 127,-39807.0665
8/14/2019,Utilities,Ticker 129,-2851.2
8/15/2019,Communication Services,Ticker 1,-2040.463391
8/15/2019,Consumer Discretionary,Ticker 5,-4003.0888
8/15/2019,Consumer Discretionary,Ticker 6,-6917.595564
8/15/2019,Consumer Discretionary,Ticker 136,1905.1397
8/15/2019,Consumer Discretionary,Ticker 8,123248.67
8/15/2019,Consumer Discretionary,Ticker 9,37600
8/15/2019,Consumer Discretionary,Ticker 150,-7414.14
8/15/2019,Consumer Staples,Ticker 11,-285737.9298
8/15/2019,Energy,Ticker 14,-39670.65
8/15/2019,Energy,Ticker 138,-11875.32
8/15/2019,Energy,Ticker 15,0
8/15/2019,Financials,Ticker 17,0
8/15/2019,Financials,Ticker 18,-20391.1425
8/15/2019,Financials,Ticker 19,-3396.2189
8/15/2019,Financials,Ticker 20,-2140.96
8/15/2019,Financials,Ticker 21,-10838.8
8/15/2019,Financials,Ticker 22,0
8/15/2019,Financials,Ticker 23,-7136.549995
